,measure_number,beat_number,pid1263b-13,pid610003b-17,pid9048b-27,pid9049b-13,pid9050b-15,pid9054b-15,pid9055b-13,pid9058b-13,pid9059b-17,pid9060b-11,pid9061b-10,pid9062b-16,pid9063b-19,pid9066b-13,pid9069-13,pid9070b-25,pid9072b-17,pid9073b-19,pid9074g-13,pid9075b-13,pid9085-06,pid9094b-18,pid9097-03,pid9099b-19,pid9104b-13,pid9111b-15,pid9112-12,pid9118b-19,pid9137-20,pid9139b-15,pid9153b-15,pid9166e-16,pid9170b-15,pid9174b-13,pid9192b-15
10,4,1,4.692245,4.712244999999999,5.272245,4.612245,4.252244999999999,4.292244999999999,5.212244999999999,3.6522449999999997,3.752245,3.9522449999999996,5.012245,4.432245,6.532245,5.892245,4.4122449999999995,4.592245,4.612245,4.232245,5.932245,3.444082,4.472245,4.772245,4.612245,4.952245,4.432245,4.3722449999999995,3.6522449999999997,6.072245,3.6522449999999997,4.112245,4.072245,3.8507480000000003,4.292244999999999,4.172244999999999,4.852245
11,4,2,5.095918,5.062958999999999,5.695918,4.875918,4.622959,4.615918,5.655918,4.015918,4.115918,4.232958999999999,5.395918,4.7629589999999995,6.862959,6.275918,4.835918,4.975918,4.995918,4.582959,6.475918,3.7929589999999997,5.015918,5.315918,5.135918,5.515918,4.795918,4.855918,3.955918,6.555917999999999,3.915918,4.515918,4.475918,4.195918,4.835918,4.515918,5.235918
12,5,0,5.491531,5.4815309999999995,6.233061,5.273061,5.033061,4.993061,6.311531,4.457687,4.573061,4.621531,5.853061,5.171531,7.331531,6.631531,5.413061,5.453061,5.533061,4.991531,7.011531,4.177687000000001,5.531531,5.933061,5.853061,6.411531,5.218612,5.473061,4.413061,7.111530999999999,4.273061,5.033061,5.061531,4.590306,5.361530999999999,4.787177,5.751531
13,5,1,6.040624,5.851247,6.811247,5.6053120000000005,5.411247,5.431247,7.011247,4.860156,5.051247,5.357082,6.5712470000000005,5.557082,7.731247,7.191247,5.911247,6.011247,6.131247,5.371247,7.5712470000000005,4.6112470000000005,5.971247,6.451247,6.591247,6.971247,5.831247,6.211247,4.860624,7.751247,4.674249,5.631247,5.5712470000000005,4.991247,5.791247,5.271247,6.331247
14,5,2,6.216327,6.138776,7.116327,5.916327,5.716582,5.672109,7.336327000000001,5.076327,5.316326999999999,5.616327,6.896327,5.843163,8.053163,7.656327,6.276326999999999,6.356326999999999,6.4363269999999995,5.6752650000000004,7.896327,4.873163,6.356326999999999,6.816327,6.916327000000001,7.356327,6.196326999999999,6.696327,5.176327,8.136327,4.856326999999999,5.9763269999999995,5.896326999999999,5.316326999999999,6.196326999999999,5.596327,6.6363270000000005
15,6,0,6.582041,6.462041,7.442041000000001,6.102041000000001,6.002041,5.942041000000001,7.702041,5.4020410000000005,5.662041,5.85301,7.262041,6.162041,8.402041,8.042041000000001,6.62602,6.722041,6.742041,5.942041000000001,8.262041,5.182041000000001,6.762041,7.162041,7.502041,7.702041,6.542041,7.102041000000001,5.342041,8.482041,5.04534,6.3220410000000005,6.142041000000001,5.582041,6.602041000000001,5.93602,7.002041
16,6,1,6.876144999999999,6.856145,7.736145,6.456144999999999,6.356145,6.296145,8.096145,5.756145,6.016145,6.1561449999999995,7.6161449999999995,6.516145,8.776145,8.476144999999999,6.976145,7.096145,7.036144999999999,6.336145,8.776145,5.436145,7.216145,7.5761449999999995,7.896145,8.096145,6.956144999999999,7.596145,5.696145,8.836145,5.376144999999999,6.683072999999999,6.496144999999999,5.896145,7.036144999999999,6.276145,7.256145
17,6,2,7.263175,7.183175,8.143175,6.843175,6.743175,6.603175,8.756349,6.083175,6.416587,6.543175,8.023175,6.943175,9.123175,8.763175,7.383175,7.503175,7.423175,6.683175,9.263175,5.883175,7.623175,7.983175,8.323175,8.563175,7.363175,8.063175,6.003175,9.123175,5.683175,7.083175,6.943175,6.263175,7.443175,6.683175,7.663175
18,7,0,7.687506,7.607506,8.662517,7.227506,7.1675059999999995,7.067506,9.367506,6.498753,6.807506,7.007505999999999,8.487506,7.387506,9.547506,9.107505999999999,7.807506,8.027505999999999,8.007506,7.1275059999999995,9.647506,6.247506,8.107505999999999,8.467506,8.947506,9.207506,7.827506,8.642517,6.387506,9.607505999999999,6.087505999999999,7.547505999999999,7.367506,6.647506,7.927506,7.222517,8.145011
19,7,1,8.107438,8.007438,9.017488,7.553488000000001,7.5474380000000005,7.327438000000001,9.844875,6.70218,7.207438000000001,7.449358999999999,8.887438000000001,7.787438000000001,9.967438000000001,9.507438,8.187438,8.447438,8.467438000000001,7.527438,10.047438,6.647438,8.547438,8.939751,9.527438,9.707438,8.247438,9.087438,6.653488,10.047438,6.472491000000001,7.964875,7.747438000000001,7.0474380000000005,8.387438000000001,7.627438000000001,8.547438
20,7,2,8.375102,8.315102,9.275102,7.755102000000001,7.8551020000000005,7.595102000000001,10.155102000000001,6.955102,7.455102,7.755102000000001,9.195102,8.055102,10.275102,9.895102,8.500204,8.795102,8.755102,7.775102,10.335102000000001,6.8951020000000005,8.895102,9.255102,9.835102000000001,10.035102,8.595102,9.555102,6.875102,10.355102,6.6412759999999995,8.315102,8.055102,7.335102,8.715102,7.9351020000000005,8.815102
21,8,0,8.723400999999999,8.643400999999999,9.623401,8.063400999999999,8.203401,7.843400999999999,10.503401,7.263400999999999,7.783401,8.143400999999999,9.543401,8.403400999999999,10.636803,10.223400999999999,8.863401,9.176803,9.083401,8.103401,10.763401,7.195933,9.263401,9.563400999999999,10.083401,10.410204,8.963401,10.003401,7.1086800000000006,10.703401,6.903401,8.606701,8.363401,7.683400999999999,9.083401,8.176701,9.143400999999999
22,8,1,9.005261,8.965261,9.945261,8.305261,8.505261,8.145261,11.005261,7.585261,8.085261000000001,8.405261,9.845261,8.705261,10.985261,10.685261,9.245261,9.505261,9.445261,8.405261,11.065261,7.425261,9.685261,9.905261,10.385261,10.745261,9.385261,10.305261,7.385261,11.025261,7.185261,8.945261,8.665261,7.985261,9.525261,8.445261,9.465261
23,8,2,9.394195,9.354194999999999,10.334195,8.694195,8.894195,8.434194999999999,11.394195,7.942098,8.574195,8.774194999999999,10.234195,9.214195,11.374195,11.094195,9.654195,9.954195,9.934194999999999,8.814195,11.674195,7.874194999999999,10.214195,10.232097999999999,10.874195,11.194195,9.914195,10.694195,7.674195,11.414195,7.4541949999999995,9.374195,9.094195,8.294195,10.094195,8.834195,9.854194999999999
24,9,0,9.690249,9.650249,10.710249000000001,8.990249,9.190249,8.730249,11.950249000000001,8.110249000000001,8.890249,9.130499,10.530249000000001,9.530125,11.670249,11.430249,9.950249000000001,10.330249,10.250125,9.090249,11.970249,8.170249,10.610249000000001,10.510249,11.170249,11.570249,10.270249,11.110249000000001,7.970249000000001,11.770249,7.730249000000001,9.730249,9.430249,8.590249,10.430249,9.130249000000001,10.190249
25,9,1,10.160039999999999,10.050158999999999,11.050158999999999,9.280078999999999,9.570159,9.050158999999999,12.410159,8.470158999999999,9.223386,9.610159,10.890158999999999,9.870159,12.030159,11.790159,10.390158999999999,10.750159,10.590079,9.470158999999999,12.530159,8.500079,11.010159,10.830159,11.650159,12.030159,10.750159,11.570159,8.200078999999999,12.150159,8.090159,10.170159,9.790159,8.990159,10.850159,9.490159,10.610159
26,9,2,10.437823,10.357823,11.357823,9.537823,9.877823,9.293911999999999,12.697823,8.757823,9.517823,9.917823,11.197823,10.177823,12.357823,12.177823,10.777823,11.117823,10.877823,9.777823,12.857823,8.777823,11.377823,11.137823,11.977822999999999,12.385646000000001,11.097823,12.037823,8.497823,12.497823,8.338478,10.557822999999999,10.097823,9.297823,11.217823,9.797823,10.917823
27,10,0,10.751292999999999,10.631293,11.691293,9.811293,10.151292999999999,9.531293,12.990431,9.031293,9.791293,10.211293,11.511292999999998,10.491292999999999,12.671292999999999,12.511292999999998,11.091292999999999,11.437097999999999,11.171292999999999,10.071292999999999,13.171292999999999,9.071292999999999,11.791293,11.451293,12.291293,12.771293,11.431293,12.391293,8.710431,12.811293,8.531293,10.871293,10.411292999999999,9.631293,11.631293,10.091292999999999,11.251292999999999
28,10,1,11.053787,11.013786999999999,12.053787,10.033787,10.553787,9.873787,13.313787,9.393787,10.153787,10.453787,11.853786999999999,10.853786999999999,13.013786999999999,12.853786999999999,11.453787,11.833787,11.493787,10.413787,13.653787,9.313787,12.233787,11.813787,12.533787,13.113787,11.873787,12.781361,9.013786999999999,13.153787,8.733787,11.213787,10.773786999999999,9.913787,12.073787,10.433786999999999,11.553787
29,10,2,11.455067999999999,11.380136,12.680136,10.360136,10.900136,10.180136,13.740135999999998,9.720136,10.580136,10.880408000000001,12.260136,11.240136,13.360135999999999,13.220135999999998,11.910272,12.220136,12.020136,10.780136,14.240135999999998,9.680136,12.640136,12.300136,12.880136,13.540135999999999,12.280136,13.220135999999998,9.300136,13.560135999999998,8.980136,11.620136,11.220136,10.400136,12.500136,10.900136,11.970272
30,11,0,11.838095,11.798095,13.098094999999999,10.718095,11.318095,10.578095,14.378095000000002,10.138095,11.038095,11.398095,12.678094999999999,11.698095,13.758095,13.758095,12.338095,12.818095,12.558095,11.184047999999999,14.878095000000002,10.052698,13.098094999999999,12.738095,13.258095,14.258095,12.698095,13.818095000000001,9.612698,13.978095000000001,9.378095,12.238095,11.798095,10.838095,12.918095,11.338095,12.638095
31,11,1,12.218005,12.158005000000001,13.438004999999999,11.058005,11.698005,10.918005,14.878004999999998,10.518005,11.458005,11.858005,13.038005,12.118005,14.118004999999998,14.118004999999998,12.718005,13.218004999999998,12.938005,11.558005,15.358004999999999,10.378005,13.498005,13.078005000000001,13.618004999999998,14.698004999999998,13.158005,14.278004999999999,9.918005,14.418004999999999,9.718005,12.658005000000001,12.238005000000001,11.218005,13.318005,11.678005,13.098005
32,11,2,12.508889,12.468889,13.768889000000001,11.308889,11.988889,11.139444000000001,15.248889000000002,10.768889,11.788889,12.148889,13.368889000000001,12.448889,14.428889000000002,14.508889000000002,13.048888999999999,13.588889000000002,13.248889000000002,11.848889,15.628889000000001,10.628889,13.868889000000001,13.348889000000002,13.868889000000001,15.008889000000002,13.488889000000002,14.688889000000001,10.168889,14.728889,9.928889,12.948889,12.528889,11.608889,13.688889000000001,11.948889,13.428889000000002
33,12,0,12.865578,12.805578,14.105578,11.605578,12.365578,11.445578,15.965578,11.085578,12.165578,12.565578,13.705578,12.925578,14.865578,15.041155999999999,13.385578,14.105578,13.721156,12.185578,15.985578,10.985578,14.305578,13.685578,14.085578,15.425578,13.825578,15.125577999999999,10.505578,15.105578,10.265578,13.325578,12.905578,12.025578,14.125577999999999,12.305578,13.805578
34,12,1,13.199682999999999,13.199682999999999,14.459682999999998,11.879683,12.719683,11.759683,16.329365,11.379683,12.539683,12.879683,14.059682999999998,13.299682999999998,15.279682999999999,15.399683,13.799682999999998,14.439682999999999,14.179682999999999,12.579683000000001,16.519682999999997,11.259683,14.749365,14.059682999999998,14.439682999999999,15.819683,14.339682999999999,15.579683,10.779683,15.599682999999999,10.539683,13.779682999999999,13.259682999999999,12.339683,14.589364999999999,12.579683000000001,14.124841
35,12,2,13.703220000000002,13.536553,14.84966,12.32966,13.074914999999999,12.016553,16.86966,11.88322,13.06966,13.22966,14.58966,13.82966,15.64966,15.809660000000001,14.209660000000001,14.827739999999999,14.709660000000001,12.919915,17.04966,11.687094,15.309660000000001,14.369660000000001,14.74966,16.34966,14.799829999999998,15.969660000000001,11.179976,16.12966,10.809660000000001,14.309660000000001,13.789660000000001,12.709660000000001,15.14966,13.02966,14.44966
36,13,0,14.192336,13.912335999999998,15.352336,12.712336,13.392335999999998,12.372336,17.352335999999998,12.152336,13.492335999999998,13.752335999999998,15.052335999999999,14.192336,16.012335999999998,16.292336,14.672335999999998,15.172335999999998,15.092335999999998,13.221167999999999,17.632336,12.092336,15.792335999999999,14.732335999999998,15.032335999999999,16.912336,15.252335999999998,16.412336,11.452336,16.592336,11.072336,14.712335999999999,14.212335999999999,13.252335999999998,15.632335999999999,13.392335999999998,14.781168
37,13,1,14.668345,14.282782000000001,15.828345,13.128345000000001,13.768345000000002,12.679172,17.848345000000002,12.429793,13.868345000000001,14.228345000000001,15.528345000000002,14.668345,16.448345,16.768345,15.248345,15.608345000000002,15.508345000000002,13.609172000000001,18.148345000000003,12.522782000000001,16.268345,15.108345000000002,15.508345000000002,17.388345,15.688345000000002,16.888345,11.684586,17.068345,11.508345,15.188345000000002,14.748345,13.648345,16.108345,13.888345000000001,15.208345000000001
38,13,2,15.007619,14.587619,16.207619,13.427619,14.107619,12.967619000000001,18.207619,12.747619,14.187619,14.567619,15.847619,14.987619,16.767619,17.087619,15.627619000000001,16.067619,15.827619,13.927619,18.507619000000002,12.767619,16.627619,15.427619,15.947619,17.767619,16.047619,17.267619,11.987619,17.427619,11.787619,15.547619000000001,15.067619,14.027619,16.467619,14.327619,15.547619000000001
39,14,0,15.286893,14.946893,16.526892999999998,13.666893,14.446893,13.266893,18.566893,12.998447,14.486892999999998,14.846893,16.166892999999998,15.286893,17.086893,17.466893,15.966892999999999,16.386893,16.126893,14.306892999999999,18.846892999999998,12.998447,17.006892999999998,15.726892999999999,16.266893,18.106893,16.378447,17.686892999999998,12.266893,17.778447,12.106893,15.866893,15.386892999999999,14.326893,16.846892999999998,14.646892999999999,15.846893
40,14,1,15.581066,15.245532999999998,16.785532999999997,13.945533,14.765533,13.525533,18.945532999999998,13.265533,14.745532999999998,15.125532999999999,16.445532999999998,15.565532999999999,17.365533,17.765532999999998,16.305532999999997,16.685533,16.405533,14.601066000000001,19.145533,13.265533,17.325533,16.005533,16.545533,18.385533,16.745533,18.021066,12.505533,18.045533,12.325533,16.165533,15.685533,14.585532999999998,17.165533,14.905532999999998,16.105532999999998
41,14,2,16.022857000000002,15.602857,17.142857,14.296429000000002,15.122857000000002,13.842857,19.402857,13.662857,15.142857000000001,15.542857000000001,16.822857,16.122857,17.742857,18.142857,16.682857000000002,17.102857,16.782857,14.982857000000001,19.522857000000002,13.622857000000002,17.722857,16.322857,16.922857,18.782857,17.262857,18.442857,12.796429,18.462857,12.622857000000002,16.562857,16.062857,14.942857,17.562857,15.322857,16.462857
42,15,0,16.444717,15.964717000000002,17.444717,14.528679,15.484717000000002,14.104717,19.744717,14.004717000000001,15.444717,15.844717000000001,17.124717,16.424717,18.119432999999997,18.464717,17.099432999999998,17.484717,17.099432999999998,15.304717000000002,19.844717000000003,13.924717000000001,18.044717000000002,16.724717000000002,17.204717000000002,19.204717000000002,17.564717,18.884717000000002,13.084717,18.844717000000003,12.924717,16.904717,16.384717000000002,15.324717000000001,17.864717000000002,15.584717000000001,16.784717
43,15,1,16.849025,16.389025,17.809025,14.979512,15.909512,14.449025,20.119512,14.409025,15.859511999999999,16.289025,17.569025,16.929025,18.509025,19.009025,17.549025,17.969025,17.509025,15.709512,20.329025,14.329025,18.489025,17.229025,17.589025,19.709025,18.109025,19.369025,13.419512,19.269025,13.233804999999998,17.289025,16.749025,15.809025,18.329025,15.929025,17.289025
44,15,2,17.187755,16.687755,18.107754999999997,15.267755,16.207755,14.708878,20.407754999999998,14.707754999999999,16.107754999999997,16.567755,17.867755,17.227755,18.787754999999997,19.227755,17.927754999999998,18.247754999999998,17.827755,16.007755,20.627755,14.607755,18.847755,17.607754999999997,17.847755,19.947754999999997,18.407754999999998,19.727755,13.687755,19.507755,13.467754999999999,17.627755,17.027755,16.067755,18.687755,16.187755,17.667755
45,16,0,17.607029,17.084059,18.567029,15.547029,16.587029,14.987029000000001,20.987029,14.907029000000001,16.427029,16.86901,18.187029000000003,17.527029000000002,19.087029,19.761088,18.264059,18.607029,18.207029000000002,16.407029,21.047029000000002,14.887029,19.167029,17.86901,18.387029000000002,20.327029,18.727029,20.104059,13.918515,19.847029,13.727029000000002,17.927029,17.307029,16.367029000000002,19.007029,16.36901,17.927029
46,16,1,17.946304,17.406304000000002,18.886304,15.946304000000001,16.906304000000002,15.306304,21.586304000000002,15.226304,16.786304,17.206304,18.506304,18.022607999999998,19.446304,20.146304,18.706304,19.026304,18.566304000000002,16.726304000000003,21.546304,15.186304000000002,19.546304,18.146304,19.006304,20.686304,19.306304,20.546304,14.198151999999999,20.146304,13.938151999999999,18.286304,17.646304,16.726304000000003,19.386304,16.686304,18.326304
47,16,2,18.285578,17.785578,19.245578,16.285578,17.285578,15.665578,21.925578,15.545577999999999,17.145578,17.505578,18.825578,18.385578,19.785578,20.505578,19.025578,19.405578,18.905578,17.085577999999998,21.925578,15.485578,19.885578,18.445578,19.465578,21.065578,19.685578,20.965578,14.485578,20.545578,14.245578,18.625578,18.001155999999998,17.065578,19.725578,17.005578,18.665578
48,17,0,18.699683,18.159682999999998,19.579683,16.639682999999998,17.659682999999998,16.019682999999997,22.599683,15.839682999999999,17.519682999999997,17.839682999999997,19.179682999999997,18.719683,20.139682999999998,20.859683,19.359683,19.759683,19.419683,17.459683,22.279683,15.839682999999999,20.299682999999998,18.799682999999998,19.859683,21.639682999999998,20.099683,21.429365,14.819683,20.899683,14.499683,18.979682999999998,18.439683,17.479682999999998,20.139682999999998,17.299682999999998,18.999682999999997
49,17,1,19.117007,18.517007,19.957007,16.957007,18.037007,16.335401,23.117007,16.172335999999998,17.877007,18.197007,19.557007000000002,19.197007,20.497007,21.237007000000002,19.757007,20.097007,19.797007,17.833503,22.677007,16.217007000000002,20.677007,19.157007,20.357007,22.097007,20.537007,21.857007,15.053503,21.237007000000002,14.797007,19.377007,18.857007,17.817007,20.517007,17.698027,19.377007
50,17,2,19.458866,18.838866,20.298866,17.218866000000002,18.398866,16.578866,23.418866,16.438866,18.158866,18.538866,19.858866,19.478866,20.838866,21.538866,20.196599,20.498866,20.118866,18.118866,22.998866,16.478866,21.038866,19.458866,20.738866,22.458866,20.858866,22.198866,15.266289000000002,21.538866,15.118866,19.718866000000002,19.178866,18.238866,20.898866,18.058866000000002,19.798866
51,18,0,19.760726000000002,19.220726000000003,20.600726,17.440726,18.731451,16.840726,23.780726,16.680726,18.422681,18.800726,20.160726,19.780726,21.140726,21.900726000000002,20.520726,20.800726,20.380726,18.500726,23.340726,16.720726000000003,21.380726,19.733575,21.100726,22.840726,21.195363,22.640726,15.560726,21.835363,15.392681,20.020726,19.460726,18.540726,21.220726000000003,18.320726,20.060726000000003
52,18,1,20.03356,19.53356,20.89356,17.673560000000002,19.03356,17.11356,24.15356,16.93356,18.69356,19.07356,20.43356,20.15356,21.41356,22.21356,20.87356,21.07356,20.65356,18.81356,23.63356,16.93356,21.73356,19.93356,21.37356,23.11356,21.59356,22.993560000000002,15.801779999999999,22.13356,15.57356,20.31356,19.77356,18.81356,21.57356,18.55356,20.333560000000002
53,18,2,20.516689000000003,19.916689,21.196689000000003,18.036689000000003,19.416689,17.436689,24.596689,17.316689,19.076689000000002,19.456689,20.816689,20.716689000000002,21.796689,22.596689,21.296689,21.516689000000003,21.036689000000003,19.196689000000003,24.016689000000003,17.316689,22.136689,20.296689,21.736689000000002,23.496689,21.976689,23.396689000000002,16.116689,22.516689000000003,15.872229999999998,20.716689000000002,20.096689,19.176689,21.976689,18.916689,20.676689
54,19,0,20.845986,20.275329,21.495329,18.315329000000002,19.780658,17.695329,24.855329,17.595329,19.395329,19.735329,21.095329,20.995329,22.155329000000002,22.935329,21.675329,21.915329,21.355329,19.515329,24.380658,17.595329,22.455329000000003,20.575329,21.895329,23.880658,22.295329000000002,23.700657999999997,16.355329,22.860657999999997,16.115329,21.015329,20.375329,19.575329,22.255329,19.195329,21.000657999999998
55,19,1,21.299093,20.679092999999998,21.919093,18.699092999999998,20.219093,18.059093,25.279093,17.973031,19.819093,20.119093,21.519092999999998,21.499093,22.539092999999998,23.439093,22.239093,22.299093,21.779093,19.979093,24.979093,18.059093,22.859092999999998,20.939093,22.339093,24.359092999999998,22.859092999999998,24.199092999999998,16.759093,23.339093,16.459093,21.459093,20.779093,20.079093,22.719093,19.571819,21.479093
56,19,2,21.534512,20.994512,22.174512,18.894512,20.474512,18.314512,25.634512,18.194512,20.074512,20.374512,21.774511999999998,21.754512,22.854512,23.634512,22.594511999999998,22.654512,22.014512,20.254512,25.234512,18.312256,23.194512,21.194512,22.594511999999998,24.614512,23.214512,24.494512,16.954512,23.594511999999998,16.654512,21.754512,21.074512,20.334512,23.034512,19.734512,21.774511999999998
57,20,0,21.893787,21.313786999999998,22.453787,19.133786999999998,20.793787,18.573787,26.093787,18.493787,20.373787,20.733787,22.093787,22.073787,23.213787,23.973786999999998,22.933787,23.013787,22.333787,20.553787,25.593787,18.533787,23.533787,21.393787,22.893787,24.893787,23.533787,24.993787,17.193787,23.893787,16.893787,22.073787,21.333787,20.633786999999998,23.373787,19.993787,22.037929000000002
58,20,1,22.281451,21.661451,22.781451,19.421451,21.141451,18.881451000000002,26.421451,18.741451,20.701451000000002,21.041451000000002,22.401451,22.401451,23.521451000000003,24.341451,23.241451,23.341451,22.661451,20.881451000000002,25.981451,18.861451000000002,23.881451000000002,21.681451000000003,23.261451,25.241451,24.021451000000003,25.421451,17.501451,24.201451000000002,17.161451,22.401451,21.681451000000003,20.961451,23.721451000000002,20.261451,22.421451
59,20,2,22.763310999999998,22.083311,23.103310999999998,19.723311,21.543311,19.203311,26.883311,19.056655,21.123310999999998,21.343311,22.703311,22.783310999999998,23.843311,24.663311,23.643310999999997,23.683311,23.023311,21.283310999999998,26.443310999999998,19.163311,24.256621,21.983310999999997,23.683311,25.689932000000002,24.383311,25.929932,17.783310999999998,24.576621,17.463310999999997,22.783310999999998,22.043311,21.283310999999998,24.083311,20.563311,22.723311
60,21,0,23.129025,22.449025,23.629025,19.989025,21.889025,19.529025,27.429025,19.369025,21.489025,21.729025,23.069025,23.169025,24.209025,25.029025,24.129025,24.049025,23.589025,21.649025,26.969025,19.509025,24.649025,22.449025,24.149025,26.309025,24.789025,26.729025,18.069025,25.009025,17.749025,23.189025,22.489025,21.789025,24.489025,20.889025,23.089025
61,21,1,23.541179,22.861179,24.061179,20.32559,22.321179,19.78559,27.981178999999997,19.661179,21.881179,22.141179,23.481179,23.721179,24.621179,25.441179,24.581179000000002,24.461179,24.041179,22.101179000000002,27.461178999999998,19.921179000000002,25.061179,22.87559,24.581179000000002,26.861178999999996,25.341179,27.201178999999996,18.29559,25.421179000000002,18.121179,23.661179,23.061179,22.181179,24.901179,21.281179,23.561179
62,21,2,23.857234,23.217234,24.384467,20.612410999999998,22.664467000000002,20.077234,28.377234,19.957234,22.157234,22.457234,23.777234,24.077234,24.977234,25.744467,24.957234,24.877234,24.337234,22.437234,27.797234000000003,20.217234,25.397234,23.157234,24.937234,27.257234000000004,25.677234,27.637234000000003,18.563617,25.797234,18.377234,24.017234,23.417234,22.617234,25.277234,21.677234,23.977234
