,measure_number,beat_number,pid52932-12,pid5667271-08,pid5667291-10,pid610003b-02,pid9048b-02,pid9049-27,pid9050-27,pid9054-27,pid9058-27,pid9059b-02,pid9060-27,pid9061-27,pid9062b-01,pid9063b-02,pid9064-08,pid9066-27,pid9067-25,pid9070b-10,pid9072b-02,pid9073b-02,pid9074f-27,pid9075-27,pid9090-14,pid9099b-02,pid9100b-22,pid9101b-09,pid9103-14,pid9104-27,pid9111-27,pid9113-10,pid9114-28,pid9116-13,pid9118b-02,pid9119-07,pid9121-06,pid9130-08,pid9138-27,pid9152-14,pid9174-27,pid917520g-10,pid918904-10,pid9192-27
20,7,2,14.246122,18.166122,14.306122,22.426122,16.326122,13.606122000000001,17.626122,16.766122,16.606122,13.806122,14.206122,15.606122000000001,21.306122,17.426122,15.406122,18.446122,14.246122,15.526122,16.266122,18.066122,15.766122,12.966122,18.846122,15.186122,19.386122,14.326122,19.406122,20.186122,18.486122,13.926122,14.986122,16.506122,18.266122,12.466122,17.666122,22.326122,17.226122,16.186122,14.026122,16.066122,16.546122,16.555374
21,8,0,14.91102,18.95102,14.951020000000002,23.511020000000002,17.151020000000003,14.311020000000001,18.651020000000003,17.41102,17.57102,14.65102,15.131020000000001,16.331020000000002,22.45102,18.311020000000003,16.13102,19.75102,14.891020000000001,16.23102,17.03102,19.053061,16.351020000000002,13.65102,19.59102,16.09102,20.43102,15.111020000000002,20.57102,21.19102,19.511020000000002,14.59102,15.511020000000002,17.151020000000003,19.011020000000002,13.17102,18.351020000000002,23.151020000000003,18.171020000000002,17.09102,14.451020000000002,16.811020000000003,17.71102,17.151020000000003
22,8,1,15.847755,19.955918,15.647754999999998,24.727755,18.144439000000002,14.949252,19.927754999999998,18.167755,18.627755,15.467754999999999,16.187755,17.227755,23.687755,19.467755,17.207755,20.847755,15.667755,16.97525,18.027755,20.287754999999997,17.147755,14.347755,20.607754999999997,17.007755,21.467755,16.027755,21.327755,22.227755,20.547755,15.287754999999999,15.918251000000001,18.187755,19.947754999999997,14.047754999999999,19.127755,24.587754999999998,19.127755,18.287754999999997,15.009251999999998,17.827755,18.907754999999998,17.927754999999998
23,8,2,16.800567,20.985283,16.465283,26.000567,19.246856,15.445282999999998,21.140567,19.040567000000003,19.765283,16.605283,16.966856,18.380567000000003,25.380567000000003,20.520567,19.040567000000003,22.380567000000003,16.405282999999997,17.965283,19.180567,21.540567000000003,18.186856,15.206856,21.725282999999997,18.145283,22.720567000000003,17.140567,22.240567000000002,24.040567000000003,21.800567,16.085283,16.805283,19.340567,21.100567,14.920567000000002,20.125283,26.480566999999997,20.165283,19.400567000000002,16.025282999999998,18.885282999999998,20.300567,19.126856
24,9,0,17.677857,22.037857000000002,17.137857,26.905714,20.037857000000002,16.157857,22.085714000000003,20.237857,20.637857,17.497857,17.537857000000002,19.025714,26.317857,21.445714000000002,20.245714000000003,23.565714,17.125714000000002,18.757857,19.917857,22.445714000000002,18.817857,16.017857,22.537857000000002,18.837857,23.477857,17.797857,23.425714000000003,25.065714,22.541429,16.757857,17.405714,20.285714000000002,21.827857,15.497857000000002,21.017857,27.905714,21.065714,20.077857,16.445714000000002,19.585714000000003,21.005714,19.947857
25,9,1,18.446939,22.846939000000003,17.766939,27.746939,20.806939,16.786939,22.946939,20.899235,21.326939000000003,18.206939000000002,18.315645999999997,19.826939000000003,26.92898,22.286939,20.926939,24.246939,17.726939,19.506939000000003,20.606939,23.266939,19.40898,16.706939000000002,23.246939,19.448469,24.126939,18.406939,24.106939,25.786939,23.266939,17.386939,18.046939000000002,20.946939,22.406939,16.018469,21.906939,29.086939,21.866939000000002,20.646939,16.966939,20.346939000000003,21.608469,20.606939
26,9,2,19.214082,23.562041,18.434082,28.582040999999997,21.522041,17.282041,23.762041,21.742041,21.942041,18.822041,18.842041000000002,20.702041,27.942040999999996,23.102041,21.742041,24.962041,18.282041,20.262041,21.402041,24.082041,19.942041,17.262041,24.074082,20.082041,24.722041,18.982041,24.822041,26.602040999999996,24.022041,18.074082,18.722041,21.502041000000002,23.102041,16.522041,22.882041,30.174082000000002,22.562041,21.342041000000002,17.574082,21.122041,22.162041000000002,21.322041
27,10,0,19.81008,24.371837,19.191837,29.491837,22.311837,18.065459,24.671837,22.650918,22.571837,19.571837,19.791837,21.771836999999998,29.271836999999998,23.871837,22.731837,26.251837,19.031837,21.051837,22.410918,24.951837,20.471837,18.091836999999998,25.031837,20.851837,25.571837,19.771836999999998,25.871837,27.851837,24.931836999999998,18.831837,19.571837,22.391837,24.231837,17.151837,23.951837,31.311837,23.371837,22.351837,18.242092,22.111837,22.911837,22.531837
28,10,1,20.206939000000002,25.103877999999998,19.826939000000003,30.246939,22.917388,18.666939000000003,25.446939,23.306939,23.246939,20.326939000000003,20.413388,22.706939000000002,29.986939000000003,24.646939,23.246939,26.966939,19.626939,21.786939,23.114235,25.806939,21.006939000000003,18.726939,25.746939,21.506939000000003,26.226939,20.326939000000003,26.663878000000004,28.486939000000003,25.646939,19.446939,20.054235000000002,23.346939000000003,25.106939,18.066939,24.686939000000002,32.246939000000005,24.046939000000002,23.126939,18.926939,23.066939,23.483878,23.117388000000002
29,10,2,20.786531,25.686531,20.406531,31.146531,23.566531,19.286531,26.226531,23.786531,23.786531,20.906531,20.886531,23.466531,30.886531,25.346531,23.726531,27.823061,20.206531,22.606531,23.906531,26.523061,21.486531,19.266531,26.326531,22.146531,26.866531,20.886531,27.526531,29.203060999999998,26.379592,20.026531,20.646531,23.926531,25.806531,18.466378,25.246531,33.066531,24.686531,23.986531,19.366531,23.702245,24.106531,23.949184
30,11,0,21.499184,26.499184000000003,21.139184,32.319184,24.399183999999998,20.079183999999998,27.559184000000002,24.439184,24.419184,21.719184,21.539184,24.099184,32.079184000000005,26.119184,24.779184,28.879184000000002,20.879184,23.259184,24.779184,27.819184000000003,22.059184,20.019184,27.059184000000002,22.879184,27.799184000000004,21.659184,28.499184000000003,30.368367,27.299184000000004,20.759184,21.319184,24.759184,26.539184000000002,18.659184,25.919184,34.299184000000004,25.359184,24.839184,20.119184,24.579183999999998,24.899183999999998,25.099184
31,11,1,22.169388,27.269388,21.789388,33.169388,25.229388,20.649388000000002,28.329388,25.129388,25.029388,22.349388,22.369388,24.769388,32.969388,26.909388,25.429388,29.549388,21.429388,24.029388,25.489388,28.589388,22.769388,20.629388,27.709388,23.549388,28.449388,22.309388000000002,29.209388,31.349388,28.129388,21.409388,21.969388000000002,25.469388000000002,27.169388,19.149388000000002,26.549388,35.389388000000004,26.029388,25.489388,20.769388,25.289388,25.549388,25.849388
32,11,2,22.702653,28.036327000000004,22.348979999999997,33.902653,25.856327,21.176327,29.062653000000005,25.696327,25.756327,22.936327,22.947959,25.476326999999998,33.796327000000005,27.688979999999997,26.116327,30.176327,21.976326999999998,24.756327,26.176327,29.302653000000003,23.256327,21.156326999999997,28.356327,24.102653,29.202653,22.882653,29.875306,31.996327,28.916327000000003,21.956326999999998,22.516327,26.016327,27.756327000000002,19.596327,27.242653000000004,36.316327,26.72898,26.214285999999998,21.276327,25.962653,26.076327,26.40898
33,12,0,23.311429,29.171428999999996,22.911429000000002,35.111429,26.890476,21.960179,30.271428999999998,26.311428999999997,26.591428999999998,23.730476,23.791429,26.031429,34.611429,28.491428999999997,26.851429,31.091428999999998,22.531429,25.470714,26.921633,30.511428999999996,23.771429,21.731429000000002,29.271428999999998,24.951429,30.011428999999996,23.74381,30.891429,33.211428999999995,29.460714000000003,22.431429,23.011429,26.571429,28.791428999999997,20.151429,28.080714,37.391428999999995,27.651428999999997,27.111428999999998,21.751429,26.811428999999997,26.931428999999998,27.357143
34,12,1,23.790917999999998,29.871837,23.371837,35.831837,27.391837,22.490918,30.951837,26.851837,27.211837,24.271836999999998,24.451837,27.271836999999998,36.131837,29.231837,27.491837,31.991837,23.151837,26.113673000000002,27.471837,31.251837,24.311837,22.371837,30.011837,25.611837,30.580918,24.315459,31.731837,34.091837,30.477346999999998,22.971837,23.590918,27.191837,29.411837,20.691837,28.671837,38.191837,28.251837,27.831837,22.231837,27.691837,27.551837,27.973672999999998
35,12,2,24.259342,30.658027,24.10737,36.628685,28.139342,22.979342000000003,31.788684999999997,27.519341999999998,27.879341999999998,24.859342,25.098027,28.199341999999998,36.979341999999995,29.998027,28.378027000000003,33.108684999999994,23.939342,26.868685,28.248685,31.979342,25.119342,22.919342,30.647370000000002,26.299342,31.188684999999996,24.919342,32.436712,34.988685,31.259341999999997,23.718027,24.248685000000002,27.819342,29.999342,21.299342000000003,29.36737,39.228685,28.879341999999998,28.459342,22.979342000000003,28.539341999999998,28.099342,28.739341999999997
36,13,0,24.737551,31.317551,24.797551000000002,37.417551,28.837551,23.517551,32.577551,28.117551000000002,28.537551,25.457551000000002,25.617551000000002,28.757551,37.817551,30.617551000000002,29.297551000000002,33.757551,24.457551000000002,27.537551,28.977551000000002,32.777551,25.577551,23.437551000000003,31.297551000000002,26.877551,31.857551,25.457551000000002,33.317551,35.797551,32.157551,24.397551,24.757551,28.277551000000003,30.537551,21.737551,29.997551,39.997551,29.497551,29.437551000000003,23.397551,29.237551,28.597551,29.317551
37,13,1,25.357506,32.137506,25.457506,38.397506,29.577506,24.117506,33.557506,28.817505999999998,29.177506,26.137506,26.357506,29.377506,38.737505999999996,31.437506,30.257506,34.457506,25.037506,28.317505999999998,29.697506,33.757506,26.237506,24.077506,32.077506,27.637506,32.597506,26.077506,34.497506,36.597506,32.997506,25.057506,25.357506,28.837506,31.217506,22.317505999999998,30.797506,41.157506,30.157506,30.497506,23.937506,29.937506,29.177506,30.137506
38,13,2,25.919592,32.919592,26.079592,39.159591999999996,30.239592,24.559592000000002,34.319592,29.579591999999998,29.799591999999997,26.739592,26.959591999999997,29.979591999999997,39.679592,32.239592,30.879592,34.999592,25.579592,28.979591999999997,30.459591999999997,34.499592,26.919591999999998,24.619592,32.739592,28.219592,33.439592,26.739592,35.139592,37.479592,33.719592,25.679592,25.979592,29.379592,31.879592,22.819592,31.619591999999997,42.179592,30.799591999999997,31.279591999999997,24.479592,30.659592,29.699592,30.779591999999997
39,14,0,26.441224,34.321224,26.901224,40.341224,31.121223999999998,25.206402999999998,35.501224,30.472806,31.041224,27.520408000000003,28.041224,30.873741,41.021224,33.261224,32.201223999999996,35.781224,26.505612,29.841224,31.641223999999998,35.661224,27.765612,25.425612,33.741224,29.175612,34.681224,27.781223999999998,36.481224,38.981224,34.621224,26.501224,26.875612,30.261224,32.961224,23.461223999999998,32.741224,43.681224,31.981223999999997,32.281224,25.581224,31.741224,30.681224,31.821224
40,14,1,27.043112,35.342449,27.816224,41.042449,31.822449,25.822449,36.186223999999996,31.622449,32.002449,28.188112,29.082449,31.798112,42.202449,34.35415,33.362449,36.662449,27.307483,30.702448999999998,32.547483,36.346224,28.380815999999996,26.066064,34.542449,30.322449,35.682449,28.666224,37.282449,39.962449,35.442448999999996,27.422449,27.782449,31.322449,33.822449,24.022448999999998,33.442448999999996,44.922449,32.756223999999996,33.182449,26.562448999999997,32.662449,31.402449,32.522449
41,14,2,27.598776,36.178776,28.658776,41.738776,32.438776000000004,26.418776,36.778776,32.518776,32.858776,28.838776,29.635755,32.498776,43.378776,35.078776,34.038776,37.598776,27.978776,31.518776000000003,33.278776,36.918776,29.018776000000003,26.678776,35.138776,31.018776000000003,36.778776,29.298776,37.898776,40.598776,36.398776,28.258776,28.818776,32.138776,34.358776,24.578776,34.478776,46.198776,33.398776,34.058776,27.119754999999998,33.498776,32.058776,33.238776
42,15,0,28.367347,37.167347,29.627346999999997,42.767346999999994,33.407346999999994,27.098672999999998,37.867346999999995,33.527347,33.987347,29.627346999999997,30.427346999999997,33.547346999999995,44.527347,36.107347,34.947347,38.644694,28.347346999999996,32.207347,34.307347,37.987347,29.707347,27.307346999999996,35.667347,32.122040999999996,37.847347,30.307346999999996,38.625735,41.527347,37.427347,29.227346999999998,30.267346999999997,33.167347,35.067347,25.287347,35.507346999999996,47.227346999999995,34.467347,34.467347,27.747346999999998,34.507346999999996,33.087346999999994,34.047346999999995
43,15,1,29.35551,38.27551,30.315509999999996,43.815509999999996,34.33551,27.736378000000002,38.93551,34.355509999999995,35.29551,30.415509999999998,31.295509999999997,34.29551,46.15551,37.035509999999995,35.79551,40.41551,29.078503,33.035509999999995,35.13551,39.05551,30.475509999999996,28.295509999999997,36.535509999999995,32.922755,39.41551,31.115509999999997,39.355509999999995,42.69551,38.73551,29.915509999999998,31.03551,33.97551,35.75551,26.01551,36.55551,49.51551,35.575509999999994,35.29551,28.67551,35.43551,34.45551,34.822755
44,15,2,30.058776,39.078776,31.098776,44.518776,35.138776,28.258776,39.678776,34.958776,36.138776,31.158776,32.038776,35.018776,46.938776000000004,37.818776,36.567551,41.418776,29.618776,33.738776,35.918776,40.018776,31.238776,28.758776,37.158776,33.418776,40.118776000000004,31.778776,40.107551,43.338776,39.778776,30.678776,31.518776000000003,34.538776,36.318776,26.658776,37.038776,50.558776,36.258776,36.118776000000004,29.138776,36.118776000000004,35.398776,35.297194
45,16,0,30.92898,39.90898,31.76949,45.52898,35.90898,29.168979999999998,40.706939,35.70898,37.12898,32.03949,32.80898,35.52898,48.00898,38.549796,37.38898,42.748979999999996,30.22898,34.50898,36.86898,40.84898,31.848979999999997,29.488979999999998,37.82898,34.249829999999996,41.38898,32.72898,41.04898,44.34898,41.202857,31.36898,32.108979999999995,35.248979999999996,37.248979999999996,27.36898,37.72898,51.46898,37.16898,36.96898,29.56898,37.02898,36.48898,35.88898
46,16,1,31.989388,41.073878,32.513878000000005,46.493878,36.633878,29.773878000000003,41.633878,36.393878,38.193265000000004,32.713878,33.493878,36.553878000000005,49.16102,39.513878000000005,38.373878000000005,43.733878000000004,30.873878,35.833878000000006,37.653878000000006,41.713878,32.493878,30.053878000000005,38.473878000000006,34.993878,42.333878000000006,33.773878,41.813878,45.393878,42.593061,32.073878,32.613878,36.293878,38.153878000000006,28.193878,38.953878,52.897755000000004,37.953878,37.933878,30.173878000000002,37.973878000000006,37.453878,36.517755
47,16,2,32.990204,42.110203999999996,33.150203999999995,47.390204,37.222953000000004,30.330204,42.650203999999995,37.312449,39.330203999999995,33.530204,34.090204,37.370204,50.09102,40.330203999999995,39.250204,44.550204,31.490204,36.990204,38.470203999999995,42.710204,33.230204,30.610204,39.130204,36.090204,43.81102,34.590204,42.650203999999995,46.850204,44.570204,32.750204,33.203356,37.110203999999996,39.190204,29.010203999999998,39.710204,53.810204000000006,38.790203999999996,38.550204,30.990204,38.810204,38.870612,37.410204
48,17,0,34.072653,43.212653,34.072653,48.472653,38.032653,31.252653000000002,43.592653000000006,38.615306,40.312653000000005,34.392653,34.972653,38.272653000000005,51.092653000000006,41.252653,40.232653000000006,46.752653,32.092653000000006,37.912653000000006,39.952653000000005,43.632653000000005,33.952653000000005,31.532653000000003,40.052653,37.032653,44.812653000000005,35.832653,43.572653,48.457959,45.492653000000004,33.672653000000004,34.072653,38.032653,40.112653,29.772653000000002,40.632653000000005,55.952653000000005,39.892653,39.372653,31.892653000000003,40.052653,39.832653,38.332653
49,17,1,34.725714,43.865714000000004,34.707857000000004,49.125714,38.685714000000004,31.785714000000002,44.245714,39.305714,40.845714,34.925714,35.625714,38.925714,51.745714,41.905714,40.885714,47.405714,32.745714,38.745714,40.605714,44.285714,34.581905,31.925714000000003,40.705714,37.645714,45.465714,36.485714,44.225714,49.145714,46.185714000000004,34.265714,34.625714,38.685714000000004,40.845714,30.225714,41.285714,56.725714,40.505714000000005,40.025714,32.745714,40.705714,40.565714,38.905714
50,17,2,35.44,44.7,35.38,49.96,39.34,32.3,45.1,40.36,41.98,35.54,36.14,39.48,52.52,42.82,41.96,48.26,33.28,39.48,41.64,45.12,35.08,32.495,41.36,38.54,46.34,37.2,44.98,50.3,47.03,34.96,35.14,39.2,41.72,30.74,42.32,57.94,41.34,40.88,33.36,41.64,41.14,39.42
51,18,0,35.937959,45.457959,35.877959000000004,50.537959,39.889796000000004,32.777959,45.657959000000005,40.817959,42.517959000000005,36.037959,36.557959000000004,40.057959000000004,53.097958999999996,43.465918,42.525918,48.993878,33.777959,40.117959,42.297959000000006,45.657959000000005,35.483979999999995,32.937959,41.877959000000004,39.037959,46.857959,37.741837,45.657959000000005,50.777959,47.605918,35.457959,35.637959,39.697959000000004,42.337959000000005,31.177959,42.785986,58.657959,41.957959,41.433878,33.857959,42.205918,41.597959,39.857959
52,18,1,36.411429,46.231429,36.531428999999996,51.191429,40.511429,33.311429,46.311429,41.371429,43.171428999999996,36.531428999999996,36.951429,40.631429,53.731429000000006,44.231429,43.171428999999996,49.551429,34.191429,40.691429,42.931429,46.311429,35.951429,33.391428999999995,42.411429,39.691429,47.531428999999996,38.371429,46.231429,51.391428999999995,48.111429,36.111429,36.191429,40.171428999999996,42.991429,31.671428999999996,43.291429,59.591429000000005,42.511429,41.931429,34.491429,42.851428999999996,42.071428999999995,40.311429
