,measure_number,beat_number,pid1263-06,pid9048-06,pid9054-06,pid9055-06,pid9058-06,pid9059-06,pid9060-06,pid9062-06,pid9063-06,pid9064-05,pid9065-03,pid9066-06,pid9067-06,pid9068-04,pid9072-06,pid9074f-06,pid9075-06,pid9090-02,pid9093-07,pid9097-12,pid9099-06,pid9100b-02,pid9101-06,pid9103-03,pid9104-06,pid9105-06,pid9118-06,pid9139-06,pid9166c-09,pid9170-07,pid9173-11,pid9174-06,pid9186c-06,pid918719b-02,pid9192-06
10,5,0,6.394875,7.794875,6.114875,5.834875,6.254875,5.894875,4.734875,5.654875,7.474875,6.574875,6.114875,7.514875,6.514875,5.294875,6.034875,6.854875,6.034875,6.994875,6.494875,6.354875,5.514875,7.274875,7.094875,6.574875,5.294875,6.574875,6.974875,6.094875,5.534875,6.734875,5.634875,5.510813,5.034875,5.134875,5.894875
11,5,1,6.931066,8.271066000000001,6.5910660000000005,6.311066,6.751066000000001,6.371066000000001,5.177022,6.131066000000001,7.951066,7.0110660000000005,6.5510660000000005,8.111066000000001,6.971066,5.771066,6.531066,7.331066000000001,6.531066,7.5110660000000005,6.970133000000001,6.811066,5.991066,7.611066,7.731066,7.291066000000001,5.731066,7.071066,7.311066,6.5510660000000005,5.951066,7.231066,6.111066,5.891066,5.471066,5.531066,6.671066000000001
12,5,2,7.683447,8.863447,7.1234470000000005,6.803447,7.343447,7.003447,5.603447,6.743447,8.383447,7.643447,7.163447,8.843447,7.403447,6.223447,7.163447,7.943447,7.023447,7.983447,7.463447,7.443447,6.523447,8.243447,8.403447,8.063447,6.183447,7.723447,7.943447,7.163447,6.403447,8.003447,6.663447,6.363447,5.803447,5.856723000000001,7.303447
13,6,0,8.415828,9.615828,7.4958279999999995,7.575828,7.895828,7.755828,6.0358279999999995,7.452914,8.955828,8.315828,7.795828,9.641655,7.9274830000000005,6.675828,7.815828,8.755828,7.715828,8.521655,7.951942999999999,7.975828,7.175828,8.835828,9.233311,8.995828,6.715828,8.501655,8.535828,7.915828,6.891457000000001,8.615828,7.475828,6.855828,6.152914,6.215828,7.815828
14,6,1,8.941224,10.081224,7.821224000000001,7.941224000000001,8.201224,8.181224,6.421224,7.741224000000001,9.361224,8.741224,8.061224000000001,10.161224,8.421224,7.021224,8.161224,9.081224,8.141224000000001,8.961224000000001,8.265611999999999,8.261224,7.601224,9.261224,9.721224000000001,9.361224,7.021224,8.941224,8.921224,8.301224000000001,7.241224000000001,9.041224,8.041224,7.161224000000001,6.381224,6.481224,8.241224
15,6,2,9.461043,10.641043,8.281042999999999,8.401043,8.641043,8.661043,6.901043,8.341042999999999,9.801043,9.221043,8.501043,10.501043,8.861042999999999,7.501042999999999,8.661043,9.561043,8.661043,9.421043,8.681042999999999,8.675522,8.081043,9.761042999999999,10.261042999999999,9.781042999999999,7.4136809999999995,9.421043,9.421043,8.801043,7.641042999999999,9.581043,8.541043,7.601042999999999,6.675522,6.881042999999999,8.701042999999999
16,7,0,9.863866,11.093866,8.659244000000001,8.799244,8.997732000000001,9.097732,7.317732,8.717732,10.219244,9.657732000000001,8.877732,10.853866,9.213866000000001,7.917732000000001,9.093866,9.912577,9.037732,9.743866,8.993866,9.013866,8.463866000000001,10.159244000000001,10.657732000000001,10.113866,7.7859110000000005,9.763866,9.833866,9.219244,7.997732000000001,9.937732,8.933866,7.906933,6.973866,7.230967,9.059244
17,7,1,10.315192999999999,11.575192999999999,9.055193,9.275193,9.595193,9.675193,7.9551929999999995,9.175193,10.715193,10.095193,9.275193,11.315192999999999,9.655192999999999,8.415192999999999,9.635193,10.295193,9.575192999999999,10.195193,9.450577000000001,9.375193,8.995192999999999,10.755192999999998,11.195193,10.595193,8.275193,10.215193,10.315192999999999,9.755192999999998,8.495192999999999,10.495192999999999,9.335192999999999,8.375193,7.295192999999999,7.555192999999999,9.535193
18,7,2,10.87418,12.122539999999999,9.75418,9.98254,10.01627,10.40254,8.56254,9.802539999999999,11.26254,10.82254,9.90254,12.06254,10.200847,9.08254,10.37627,10.722539999999999,10.222539999999999,10.84254,9.93627,9.868135,9.622539999999999,11.48254,11.94254,11.28627,8.84254,10.722539999999999,10.92254,10.60254,8.89418,11.18254,9.77418,9.08254,7.6088059999999995,7.9762699999999995,10.202539999999999
19,8,0,11.209897999999999,12.629796,10.089796,10.689796000000001,10.469796,11.049796,9.029796000000001,10.429796000000001,11.749796,11.429898,10.449796000000001,12.809796,10.549796,9.629796,10.769796000000001,11.069796,10.929796000000001,11.309796,10.229796,10.129796,10.189959,12.109796000000001,12.449796000000001,11.749796,9.309796,11.349796000000001,11.569796,11.289796,9.269796000000001,11.649796,10.129796,9.649796,7.9297960000000005,8.497047,10.629897999999999
20,8,1,11.672812,13.212812,10.570703,11.292812,10.872812,11.552812,9.374757,10.975703,12.312812,11.832811999999999,10.930703,13.320703,10.937135000000001,10.021405999999999,11.192812,11.452812,11.512812,11.932812,10.710937,10.460703,10.710937,12.712812,12.992811999999999,12.084271000000001,9.771405999999999,11.821406,12.192812,11.772812,9.881406,12.232812,10.612812,10.157604,8.192812,8.755351,10.952812
21,8,2,12.01424,13.63424,10.934239999999999,11.51424,11.25424,11.99424,9.65424,11.374239999999999,12.71424,12.274239999999999,11.23424,13.694239999999999,11.194239999999999,10.31424,11.55424,11.73424,11.954239999999999,12.354239999999999,11.034239999999999,10.71424,11.09424,13.15424,13.374239999999999,12.41424,10.09424,12.15424,12.63424,12.114239999999999,10.29424,12.67424,11.07424,10.55424,8.39424,9.09424,11.21424
22,9,0,12.560907,14.140907,11.380907,11.940302,11.720907,12.480907,10.120907,11.880907,13.200907,12.820907,11.680907000000001,14.080907,11.580907,10.780907000000001,12.040907,12.200907,12.540907,12.800907,11.500907000000002,11.020907000000001,11.560907,13.760907000000001,13.780907000000001,12.900907,10.555454,12.520907000000001,13.046969,12.640907,10.800907,13.300907,11.700907,10.960907,8.700907,9.500907000000002,11.568181
23,9,1,13.190748000000001,14.770748000000001,11.934075,12.550748,12.323583,13.110748000000001,10.650748,12.650748,13.811036999999999,13.470748,12.250374,14.630748,12.180374,11.270249,12.670748,12.830748,13.290748,13.390125,12.190748,11.636916000000001,12.190748,14.390748,14.450748,13.530748,11.170748,12.990748,13.550107,13.370748,11.250187,13.930748000000001,12.274339,11.590748,9.090187,9.950747999999999,12.090748
24,9,2,14.020589999999999,16.12059,12.88059,13.86059,13.020589999999999,14.16059,11.30059,13.98059,14.500589999999999,14.80059,13.04059,15.62059,12.80059,12.04059,13.88059,13.80059,14.420589999999999,14.28059,13.24059,12.54059,13.04059,15.340589999999999,15.44059,14.840589999999999,12.30059,13.54059,14.40059,14.44059,12.260589999999999,14.98059,13.080589999999999,12.580589999999999,10.04059,10.580589999999999,12.94059
25,10,0,14.745034,16.765034,13.425034,14.545034,13.745034,14.805034,11.725033999999999,14.845034,15.245034,15.545034,13.745034,16.285034,13.465034,12.685034,14.505034,14.585034,15.285034,14.745034,14.025034,13.185034,13.645033999999999,16.105034,16.285034,15.485033999999999,12.885034,14.105034,14.985033999999999,15.025034,12.725033999999999,15.805034,13.785034,13.185034,10.605034,11.065033999999999,13.445034
26,10,1,15.324082,17.444082,14.184082,15.064082,14.364082000000002,15.504082,12.184082,15.644082000000001,16.024082,16.104082000000002,14.504082,17.044082,14.244082,13.284082000000001,15.024082,15.064082,16.184082,15.404082,14.744082,13.944082,14.164082,16.924082000000002,16.984082,16.004082,13.564082,14.744082,15.664082,15.744082,13.224082000000001,16.484082,14.564082,13.784082000000001,11.204082000000001,11.644082000000001,14.124082000000001
27,10,2,15.919001999999999,17.879002,14.639002,15.459001999999998,14.819002,16.039002,12.779002,16.079002,16.459001999999998,16.559002,14.959001999999998,17.879002,14.939001999999999,13.759001999999999,15.479002,15.513001000000001,16.739002,15.819002,15.279001999999998,14.399002,14.619001999999998,17.319001999999998,17.579002,16.399002,13.979002,15.159002,16.039002,16.199002,13.619001999999998,17.079002,14.959001999999998,14.399002,11.539002,12.079002000000001,14.699001999999998
28,11,0,16.627256,18.427256,15.087256,15.947256,15.487256,16.607256,13.347256,16.547256,17.087256,17.107256,15.447256,18.347255999999998,15.507256,14.267256,16.067256,15.887255999999999,17.267256,16.327256,15.787256,14.927256,15.127256,17.867256,18.247256,16.887256,14.447256,15.667256,16.527256,16.767256,14.047255999999999,17.687256,15.467255999999999,14.947256,11.918628,12.507256,15.207256
29,11,1,17.145985999999997,19.025986,15.525985999999998,16.325986,15.912664000000001,17.205986,13.693598999999999,17.085986,17.745986,17.725986,15.985985999999999,18.725986,15.965986,14.725985999999999,16.525986,16.325986,17.745986,16.845986,16.325986,15.545986,15.561995000000001,18.345986,18.825986,17.465985999999997,14.848662,16.085986,17.025986,17.227992999999998,14.421995,18.125985999999997,16.015598999999998,15.393197,12.223997,12.945986,15.645985999999999
30,11,2,17.722585000000002,19.622585,16.022585,17.014195,16.322585,17.902585000000002,14.242585,17.782585,18.282585,18.46034,16.682585,19.182585,16.582585,15.302585,17.102585,16.942585,18.422585,17.262585,16.762585,16.182585,16.082585,18.922585,19.602585,18.182585,15.442585000000001,16.742585000000002,17.702585,17.862585,14.922585,18.722585000000002,16.322585,15.842585,12.552503999999999,13.302585,16.242585000000002
31,12,0,18.252653,20.312653,16.352653,17.332653,16.681327,18.592653,14.711326999999999,18.612652999999998,18.892653,19.121326999999997,17.250663,19.591327,16.992653,15.852653,17.771327,17.392653,18.992653,17.692653,17.177551,16.652653,16.532653,19.692653,20.492653,18.972653,15.946531,17.392653,18.361327,18.592653,15.452653,19.292653,16.912653,16.252653,12.832653,13.812653,16.872653
32,12,1,18.755986,20.795986,16.702993,17.915986,17.075986,19.155986,15.032993,19.255986,19.355985999999998,19.639197,17.655986,19.875985999999997,17.495986,16.215985999999997,18.142993,17.915986,19.415986,18.122993,17.622993,17.102992999999998,17.082993,20.435986,20.975986,19.455986,16.291995,17.915986,18.782992999999998,19.002993,15.915985999999998,19.935986,17.415986,16.635986,13.155985999999999,14.295986,17.335986
33,12,2,19.168526,21.189263,17.088526,18.168526,17.448526,19.588526,15.408526,19.688526,19.729509,20.028526,18.028526,20.918209,17.888526000000002,16.508526,18.587052,18.404104,19.788526,18.448526,17.968526,17.389263,17.468526,20.904104,21.528526,20.028526,16.609263000000002,18.288526,19.169263,19.408526000000002,16.388526000000002,20.48263,17.708526000000003,16.909754,13.388526,14.708526,17.688526
34,13,0,19.739637,21.799637,17.799637,18.879637,18.039637,20.299637,16.139637,20.279637,20.319637,20.939637,18.639637,21.759636999999998,18.339637,17.019637,19.439637,19.259636999999998,20.499637,18.979637,18.459637,17.919636999999998,18.159637,21.739637,22.099637,20.939637,17.099637,18.739637,19.999637,19.939637,17.019637,21.339637,18.239637,17.339637,13.959636999999999,15.139636999999999,18.379637
35,13,1,20.262017999999998,22.283005,18.342018,19.342018,18.522018,20.822018,16.522018,20.722018,20.862018,21.322018,19.102018,22.302018,18.717431,17.513005,20.006009,19.782018,21.022018,19.442018,18.902017999999998,18.442018,18.602018,22.314574,22.702018,21.482018,17.482018,19.222018,20.442018,20.382018,17.483005,21.782018,18.682018,17.822018,14.472404000000001,15.431335,18.962018
36,13,2,21.086621,22.886620999999998,18.806621,19.986621,18.866621,21.446621,17.146621,21.546621,21.366621,22.126621,19.726620999999998,23.326621,19.206621,18.066620999999998,20.626621,20.426621,21.726620999999998,19.986621,19.326621,19.066620999999998,19.246620999999998,22.846621,23.446621,22.186621,18.046621,19.866621,21.086621,21.026621,17.946621,22.606621,19.206621,18.406620999999998,14.806621,15.806621,19.586621
37,14,0,22.202177,23.576088000000002,19.142177,20.962177,19.282176999999997,22.262176999999998,17.782176999999997,22.442176999999997,22.022177,22.942176999999997,20.346088,24.602176999999998,19.722177,18.682177,21.402177,21.140726,22.582176999999998,20.602176999999998,19.782176999999997,19.782176999999997,20.022177,23.362177,24.322177,23.182177,18.782176999999997,20.702177,21.802177,21.802177,18.616088,23.422176999999998,19.842177,19.082176999999998,15.322176999999998,16.142177,20.382177
38,14,1,22.609769,24.128844,19.409710999999998,21.388844,19.668844,22.828844,18.428844,22.929615,22.488844,23.468844,20.708844,25.268844,20.488844,19.068844,21.808844,21.548844,23.188844,21.148844,20.308844,20.108844,20.608844,23.888844,24.968844,23.526474,19.168844,21.188844,22.288844,22.288844,19.008844,23.868844,20.388844,19.528844,15.568844,16.388844,20.988844
39,14,2,23.174875,24.694875,19.934875,21.794875,20.154875,23.434875,19.054875,23.414875,23.014875,24.014875,21.174875,26.034875,21.042438,19.514875,22.354875,22.054875,23.854875,21.614875,20.754875,20.654875,21.194875,24.424626,25.534875,23.994875,19.654875,21.734875,22.934875,22.854875,19.462438,24.514875,20.974875,20.234875,15.974875,16.834875,21.574875
40,15,0,23.892653,25.232653,20.512653,22.272653,20.732653,24.032653,19.632653,23.952653,23.572653,24.632653,21.692653,26.492653000000004,21.372653,20.012653,22.852653,22.572653,24.492653,22.092653,21.272653,21.272653,21.792653,25.092653,26.092653,24.592653,20.252653,22.372653,23.392653,23.532653,19.972653,24.972653,21.692653,20.692653,16.412653,17.211327,22.232653
41,15,1,24.560589999999998,26.040589999999998,21.28059,23.10059,21.52059,24.80059,20.48059,24.880589999999998,24.34059,25.36059,22.355098,27.180590000000002,22.000197,20.68059,23.720589999999998,23.20059,25.36059,22.78059,21.965295,22.28059,22.58059,26.08059,26.88059,25.220589999999998,20.90059,22.96059,24.12059,24.50059,20.60059,25.78059,22.84059,21.52059,16.86059,17.64059,23.10059
42,15,2,25.437143,26.715165000000002,21.997142999999998,23.837142999999998,22.117143,25.537143,21.217143,25.617143,25.077143,26.377143,22.850595000000002,27.917143,22.597143,21.677143,24.457143,23.937143,26.277143,23.517143,22.530794,23.057143,23.317142999999998,26.817142999999998,27.617143,25.957143,21.637143,23.457143,24.679779999999997,25.317142999999998,21.337142999999998,26.410246,23.777143,22.257143,17.510714,18.057608,23.837142999999998
43,16,0,26.409252000000002,27.509252000000004,22.689252,24.469251999999997,23.069252,26.489252,21.669252,26.909252000000002,25.949251999999998,26.989252,23.589252,29.009252000000004,23.189252,22.649252,25.429251999999998,24.849252,27.568503000000003,24.169252,23.389252,24.909252,24.109251999999998,27.869252000000003,28.609252,26.529252000000003,22.289251999999998,24.389252,25.549252,26.829252,22.629251999999997,26.809252,24.849252,23.508503,17.689252,18.489252,24.909252
44,16,1,26.994466999999997,28.114466999999998,23.134467,24.974467,23.654467,27.074467,22.174467,27.454466999999998,26.494466999999997,27.534467,24.194467000000003,29.494466999999997,23.734467000000002,23.254467,25.974467,25.374467000000003,28.414467,24.894467000000002,23.954467,25.414467000000002,24.574467000000002,28.434466999999998,29.254466999999998,26.934466999999998,22.974467,24.914467000000002,26.174467,27.314466999999997,23.082234,27.414467,25.494467,24.074467000000002,18.034467000000003,18.994467,25.394467000000002
45,16,2,27.561633,28.605918,23.557959,25.405986,24.137959,27.557959000000004,22.637959,27.917959000000003,26.977959000000002,28.137959000000002,24.717959,29.917959000000003,24.077959,23.717959,26.38699,25.957959,28.933878000000004,25.377959,24.517959,25.817959,25.017959,28.897959000000004,29.769796000000003,27.397959000000004,23.417959,25.357959,26.577959000000003,27.725986,23.477959,28.057959000000004,26.157958999999998,24.617959,18.317959,19.391327,25.897959
46,17,0,28.208434999999998,29.348321999999996,24.076145,26.036145,24.776145,28.096145,23.116145,28.616145,27.536145,28.956145000000003,25.276145,30.516145,24.608435,24.316145000000002,27.036145,26.516145,29.626871,25.916145,25.11458,26.376145,25.596145,29.576145,30.476145000000002,28.196145,24.156145000000002,25.96229,27.436145,28.336145000000002,23.976145000000002,28.636145000000003,26.716145,25.200726,18.716145,19.836145000000002,26.576145
47,17,1,28.979864000000003,30.179864000000002,24.759864,27.379864,25.379864,28.699864,23.65554,29.539864,28.139864000000003,30.059864,25.899864,31.119864,25.239864,25.139864000000003,27.639864000000003,27.419864,30.279864,26.519864000000002,25.879864,27.759864,26.419864,30.359864,31.579864,29.259864,24.959864000000003,26.579864,28.419864,29.399864,24.639864000000003,29.239864,27.319864000000003,26.179864000000002,19.279864,20.378311,27.599864
48,17,2,29.697415000000003,30.897415000000002,25.437414999999998,28.857415000000003,26.197415,29.397415000000002,24.017415,30.737415000000002,28.757415,31.037415000000003,26.597415,32.577415,25.977415,25.897415,28.977415,28.657415000000004,31.277415,27.397415000000002,26.917415000000002,28.457415,27.397415000000002,31.217415000000003,32.817415000000004,29.697415000000003,26.457415,27.257415,29.097415,30.337415000000004,25.137415,30.777415,28.677415000000003,27.097415,20.377415,20.837415,28.597415
49,18,0,30.547687,31.688844,26.088844,29.708844,27.048844,29.948844,24.428844,31.626531,29.488844,32.048844,27.466531,33.068844,26.628844,26.628844,29.828844,29.308844,31.928844,27.988844,27.866531,29.047687,28.148844,31.928844,33.803061,30.408844000000002,27.247687,27.988844,29.687687,30.888844,25.588844,31.548844,29.348844,27.906531,21.008844,21.308844,29.266531
50,18,1,31.203446999999997,32.223447,26.863446999999997,30.203446999999997,27.703446999999997,30.443446999999995,24.786723000000002,32.416893,30.103446999999996,32.883447,28.143447,33.676893,27.108362,27.163446999999998,30.323446999999998,29.783447,32.596893,28.543446999999997,28.443446999999995,29.583446999999996,28.626723,32.463446999999995,34.343447,30.823446999999998,27.783447,28.563446999999996,30.167816,31.603446999999996,26.043447,32.163447,29.903446999999996,28.443446999999995,21.743447,21.763447,29.923446999999996
51,18,2,31.860590000000002,32.80059,27.38059,30.640590000000003,28.24059,30.960590000000003,25.46059,32.920590000000004,30.640590000000003,33.700590000000005,28.660590000000003,34.560590000000005,27.760590000000004,27.680590000000002,30.800590000000003,30.320590000000003,33.240590000000005,29.000590000000003,29.100590000000004,30.08059,29.120590000000004,32.920590000000004,34.90059,31.280590000000004,28.280590000000004,29.120590000000004,30.620590000000004,32.100590000000004,26.500590000000003,32.80059,30.340590000000002,29.22059,22.18059,22.20059,30.591178999999997
52,19,0,32.519819,33.359819,27.819819,31.299819,28.879819,31.439819,26.039819,33.339819,31.099819,34.179819,29.139819,34.984909,28.239819,28.159819,31.399819,30.794909000000004,33.679819,29.479819,29.599819,30.579819,29.599819,33.439819,35.519819,31.739819,28.819819,29.699819,31.099819,32.619819,26.879819,33.379819,30.779819,29.759819,22.619819,22.599819,31.079819
53,19,1,33.007438,33.847438000000004,28.347438,31.787438,29.327438,31.927438000000002,26.395348,33.807438,31.687438,34.687438,29.727438,35.327438,28.667438,28.627438,31.887438,31.247438,34.247438,29.968719,30.047438,31.267438000000002,30.068719,33.887438,36.087438,32.327438,29.237488,30.227438,31.607438000000002,33.084875,27.299359000000003,33.847438000000004,31.258719,30.287438,22.99312,22.967438,31.587438
54,19,2,33.575509999999994,34.51551,28.815509999999996,32.45551,29.762755,32.59551,26.975509999999996,34.45551,32.23551,35.55551,30.415509999999998,35.771837,29.132755,29.21551,32.535509999999995,31.83551,34.87551,30.415509999999998,30.69551,31.87551,30.595509999999997,34.395509999999994,36.79551,33.09551,29.755509999999997,30.815509999999996,32.29551,33.79551,27.775509999999997,34.535509999999995,31.71551,30.815509999999996,23.31551,23.375510000000002,32.23551
55,20,0,34.175509999999996,35.13551,29.154252000000003,32.942755,30.135509999999996,33.09551,27.38102,35.27551,32.83551,36.315509999999996,30.995509999999996,36.075509999999994,29.395509999999998,29.792755,32.998503,32.315509999999996,35.395509999999994,30.87551,31.155509999999996,32.295102,30.995509999999996,34.995509999999996,37.55551,33.75551,30.055509999999998,31.33551,32.95551,34.27551,28.19551,34.97551,32.27551,31.21551,23.622754999999998,23.761020000000002,32.73551
56,20,1,34.718367,35.714184,29.554184000000003,33.518367,30.558366999999997,33.698367,27.794184,35.898367,33.374184,36.878367,31.418367,36.418366999999996,29.838366999999998,30.178366999999998,33.518367,32.838367,35.918366999999996,31.318367,31.538366999999997,32.814184000000004,31.518366999999998,35.658367,38.178367,34.238367,30.578367,32.158367,33.454184000000005,34.818366999999995,28.678366999999998,35.678367,32.818366999999995,31.658367,23.938367,24.378367,33.298367
57,20,2,35.178367,36.118367,29.918367,33.818366999999995,30.912789,34.158367,28.198366999999998,36.458366999999996,33.778366999999996,37.318366999999995,31.778367,37.418366999999996,30.211672999999998,30.518366999999998,34.038367,33.298367,36.378367,31.718366999999997,31.914728000000004,33.134184000000005,31.938367,36.012789,38.638366999999995,34.798367,30.918367,32.598366999999996,33.898367,35.238367,29.198366999999998,36.258367,33.138366999999995,31.954184,24.197596,24.798367000000002,33.698367
58,21,0,35.74678,36.78678,30.32678,34.28678,31.406779999999998,34.68678,28.66678,36.986779999999996,34.18678,37.88678,32.24678,37.90678,30.586779999999997,31.02678,34.54678,33.78678,36.82678,32.12678,32.28678,33.64678,32.52678,36.70678,39.166779999999996,35.346779999999995,31.386779999999998,33.12678,34.44678,35.76678,29.66678,37.02678,33.666779999999996,32.36678,24.50678,25.18678,34.18678
59,21,1,36.245578,37.255193,30.695193,34.715193,31.855193,35.115193,29.052596,37.435193,34.615193,38.315193,32.635193,38.295193,30.975193,31.475193,35.035193,34.305578000000004,37.255193,32.595193,32.598397999999996,34.075193,32.955193,36.975193,39.695192999999996,35.855193,31.735193,33.595193,34.875192999999996,36.155193,30.015193,37.515193,34.095193,32.695192999999996,24.895193,25.455192999999998,34.875192999999996
60,21,2,37.10517,37.935057,31.053793,35.36517,32.338793,35.805170000000004,29.42517,38.26517,35.04517,38.748793,33.20517,38.84517,31.393793,32.001723,35.72517,35.017585,37.955057000000004,33.038793,33.06517,34.76517,33.56517,37.575509999999994,40.367585,36.74034,32.18517,34.377584999999996,35.575057,36.817585,30.578793,38.20517,34.56517,33.258793,25.353517,25.917034,35.56517
61,22,0,37.772109,38.532109000000005,31.350301,36.132109,32.732109,36.432109000000004,29.872109000000002,38.972109,35.632109,39.232109,33.672109000000006,39.272109,31.752109,32.432109000000004,36.372109,35.772109,38.552109,33.432109000000004,33.452109,35.272109,34.112109000000004,38.052109,41.092109,37.532109000000005,32.612109000000004,35.172109000000006,36.172109000000006,37.432109000000004,31.172109000000003,38.812109,35.312109,33.712109000000005,25.632109,26.212108999999998,36.072109000000005
62,22,1,38.236508,39.023016,31.636508000000003,36.576508000000004,33.096508,36.896508000000004,30.323016,39.396508000000004,36.056508,39.736508,34.016508,39.816508,32.236508,32.836508,36.856508000000005,36.156508,39.016508,33.876508,33.736508,35.616508,34.576508000000004,38.436508,41.636508,37.896508000000004,32.896508000000004,35.636508,36.616508,37.903016,31.576508,39.276508,35.816508,34.076508000000004,25.876507999999998,26.536508,36.576508000000004
