,measure_number,beat_number,pid1263-17,pid52932-10,pid5667229-07,pid9048-17,pid9050-17,pid9054-17,pid9055-17,pid9056-13,pid9058-17,pid9059-17,pid9060-17,pid9062-17,pid9063-17,pid9064-10,pid9065-12,pid9066-17,pid9067-17,pid9068-11,pid9072-17,pid9075-17,pid9078-09,pid9081-05,pid9088-12,pid9093-17,pid9094-17,pid9097-18,pid9099-17,pid9100b-13,pid9101-17,pid9103-09,pid9104-17,pid9105-17,pid9111-17,pid9116-07,pid9118-17,pid9126-05,pid9128-13,pid9130-02,pid9137-10,pid9138-17,pid9139-17,pid9153-17,pid9162-06,pid9166e-10,pid9170-17,pid9173-22,pid9174-17,pid917509-07,pid9186c-17,pid918722-06,pid918904-04,pid918919-19,pid9192-17,pid9193-02
10,5,0,6.744966000000001,6.604966,6.0849660000000005,9.744966,7.0849660000000005,6.904966,6.8874830000000005,7.624966000000001,4.844966,5.964966,6.684966,7.624966000000001,5.784966000000001,5.624966000000001,8.099932,7.944966,6.184966,6.1298639999999995,7.984966,6.404966,6.944966,7.464966,7.964966,8.144966,7.944966,5.704966000000001,5.984966,8.36483,8.524966000000001,8.344966000000001,5.524966,7.064966,6.944966,6.764966,7.799796000000001,5.424966,6.404966,6.788322,8.184966000000001,6.144966,5.804966,7.724966,5.364966000000001,5.244966000000001,6.404966,5.824966000000001,5.384966,7.704966000000001,7.5849660000000005,6.824966000000001,6.5049660000000005,5.807483,6.284966000000001,6.464966
11,5,1,7.350975,7.230975,6.630975,10.650975,7.690975,7.470975,7.450975,8.310975,5.370975,6.550975,7.250195,8.190975,6.350975,6.190975,8.690975,8.810975,6.730975,6.870975,8.550975,7.050975,7.530975,8.030975,8.630975,8.830975,8.490975,6.210975,6.570975,9.050975,9.090975,9.070975,6.070975,7.630975,7.710975,7.330975,8.350195,5.933811,6.990975,7.320244000000001,8.950975,6.790975,6.333725,8.290975,5.7970489999999995,5.81007,7.010975,6.590975,5.890975,8.270975,8.330975,7.390975,7.150975,6.217665,6.930975,7.030195
12,5,2,8.020067999999998,7.980067999999999,7.500068,11.900068,8.720068,8.620068,8.420067999999999,9.260067999999999,5.960068,7.385033999999999,7.900067999999999,9.280068,7.100067999999999,6.980067999999999,10.480068,9.380068,7.380068,7.6800679999999995,9.840067999999999,7.920068,8.300068,9.000067999999999,10.000067999999999,9.760067999999999,9.540068,6.971259,7.500068,10.760067999999999,10.160067999999999,10.360068,6.780067999999999,8.820068,8.780068,8.180067999999999,9.045034,6.380068,7.640067999999999,8.060068,9.740067999999999,7.600067999999999,6.940067999999999,8.800068,6.140068,6.140068,7.820067999999999,7.320067999999999,6.920068,9.000067999999999,9.160067999999999,8.080067999999999,8.240067999999999,6.593356,7.700067999999999,7.840068
13,6,0,9.168776,8.768775999999999,8.708776,13.188776,9.428776,9.988776,9.148776,10.168776,6.908776,8.348775999999999,8.728776,10.348775999999999,7.948776,8.048776,11.448775999999999,9.848775999999999,8.268775999999999,8.948775999999999,10.868775999999999,9.088776,9.268775999999999,10.608775999999999,11.028775999999999,11.208776,10.548776,7.448776,8.428776,11.848775999999999,10.888776,11.968776,7.568776,9.668776,10.288775999999999,9.188775999999999,9.908776,7.3287759999999995,8.348775999999999,8.628776,10.688775999999999,8.388776,7.607550999999999,9.448775999999999,6.668775999999999,6.888775999999999,8.788775999999999,8.208776,7.449388000000001,10.048776,10.868775999999999,9.008776,9.048776,7.108776,8.428776,8.847551
14,6,1,10.213242999999999,9.631621,9.634649000000001,14.333243,10.373242999999999,11.173243,9.831081,11.193242999999999,7.992324000000001,8.973243,9.590811,11.272905,8.893243,9.332905,12.293242999999999,10.693242999999999,8.953874,9.91054,11.793242999999999,9.973243,10.011080999999999,11.613242999999999,12.173243,12.473243,11.373242999999999,8.292905000000001,9.153243,12.573243,11.631621,12.913243,8.393243,10.498649,11.241621,10.313243,10.813243,8.251937,9.213242999999999,9.493243,11.861621000000001,9.253243,8.473243,10.173243,7.312113,7.573243,9.53332,9.441621000000001,8.233243,10.841621,11.733319999999999,9.897905,9.533242999999999,7.712324000000001,9.031081,9.433243
15,6,2,10.752948,10.392947999999999,10.132947999999999,15.092948000000002,10.932948,12.012948,10.452948,11.772948,8.332948,9.472947999999999,10.011474,11.652948,9.392947999999999,9.752948,13.272948000000001,11.272948,9.392947999999999,10.312948,12.432948,10.592948,10.492948,12.292947999999999,12.672948,13.032948,12.332948,8.672948,9.532948,13.552948,12.132947999999999,13.532948000000001,9.252948,11.052947999999999,11.872948,10.932948,11.372948,8.552947999999999,9.532948,10.132947999999999,12.272948,9.832948,8.952948,10.872948,7.632948,8.092948,9.932948,9.872948,8.721474,11.532948,12.132947999999999,10.312948,10.012948,8.052947999999999,9.361474000000001,9.752948
16,7,0,11.223447,10.823447,10.543447,15.716892999999999,11.403447,12.423447,10.743447,12.23034,8.977234,9.903447,10.343447,12.083447,9.823447,10.183447,13.723447,11.723447,9.823447,10.743447,13.236892999999998,11.043447,10.923447,12.723447,13.143447,13.563447,12.823447,9.103447000000001,9.963447,13.983447,12.563447,13.963447,9.683447,11.483447,12.303447,11.423447,11.803447,8.943447,9.963447,10.563447,12.743447,10.263447,9.383447,11.423447,7.923447,8.624127,10.416893,10.303447,9.063447,11.963447,12.603447000000001,10.763447,10.403447,8.343447,9.743447,10.143447
17,7,1,12.258526,11.404263,10.883566,16.418526,11.842132000000001,12.838526,11.114263000000001,12.698526,9.558525999999999,10.262132000000001,10.778526,12.638525999999999,10.258526,10.678526,14.158526,12.178526,10.291705,11.218525999999999,13.818526,11.538526,11.338526,13.138526,13.562647,13.966175,13.338526000000002,9.558525999999999,10.359836,14.418526000000002,12.978525999999999,14.538526000000001,10.138525999999999,12.058525999999999,12.758526,12.118526,12.118526,9.338526,10.378525999999999,11.058525999999999,13.218526,10.704263000000001,9.722132,11.998526,8.258526,9.138525999999999,10.858526,10.778526,9.494263,12.423705,13.158526,11.138525999999999,10.802132,8.698526,10.104263000000001,10.477613999999999
18,7,2,12.943039,12.003039,11.423039,17.103039000000003,12.463039,13.463039000000002,11.78326,13.463039000000002,10.203039,10.903039,11.443039,13.383039000000002,10.983039,11.323039,14.923039000000001,12.943039,10.856519,11.783039,14.383039000000002,12.223039,11.863039,13.863039,14.123039000000002,14.683039,13.903039000000001,10.183038999999999,10.983039,15.203039000000002,13.703039000000002,15.443039,10.636519,12.903039,13.603039,12.763039,12.843039,10.063039,10.843039,11.783039,14.003039000000001,11.343039,10.303039,12.703039,8.683038999999999,9.743039,11.443039,11.383039,10.106519,13.003039,13.723039000000002,11.603039,11.343039,9.123039,10.743039,11.023039
19,8,0,13.939523999999999,12.539524,11.799524,17.719524,12.919524000000001,14.079524,12.259524,13.959523999999998,10.659524000000001,11.359524,11.859524,13.959523999999998,11.479524000000001,11.639524,15.519523999999999,13.319524,11.259524,12.399524000000001,14.919524,12.799524,12.339524,14.439523999999999,14.759523999999999,15.279523999999999,14.579524,10.759524,11.459524,15.799524,14.259523999999999,16.319523999999998,11.079524000000001,13.559524,14.159524,13.319524,13.279523999999999,10.539524,11.239524000000001,12.239524000000001,14.519523999999999,11.819524000000001,10.719524,13.419524,9.099524,10.219524,11.859524,11.879524,10.539524,13.639524,14.119523999999998,12.059524,11.684762,9.539524,11.099524,11.379524
20,8,1,14.492313000000001,13.232313000000001,12.157438,18.392313,13.612313,14.692313,12.712313,14.452313,11.104104,11.752313000000001,12.316924,14.472313,12.032313,12.192313,16.012313,13.792313,11.695578,12.832313000000001,15.321156,13.312313,12.750771,14.832313000000001,15.252313000000001,15.832313000000001,15.252313000000001,11.412313000000001,11.872313,16.272313,14.652313000000001,16.972313,11.632313,14.092313,14.612313,13.812313,13.912313000000001,10.997438,11.672313,12.692313,14.992313000000001,12.292313,11.152313000000001,13.992313000000001,9.495578,10.652313000000001,12.232313000000001,12.452313,11.141156,14.132313,14.532313,12.578463000000001,12.032313,9.895578,11.452313,11.632313
21,8,2,14.901247,13.861247,12.501247,18.861247,14.001247,15.081247,13.141247,14.921247,11.441247,12.201247,12.581247,14.901247,12.381247,12.481247,16.341247,14.361247,11.961247,13.221247,15.821247,13.721247,13.081247,15.241247,15.561247,16.261247,15.701247,11.801247,12.141247,16.621247,15.001247,17.481247,12.061247,14.701247,15.041247,14.181247,14.281247,11.321247,12.001247,13.041247,15.301247,12.621247,11.521247,14.421247,9.761247000000001,11.101247,12.601247,12.841247000000001,11.421247,14.621247,14.881247,12.881247,12.381247,10.201247,11.781247,11.981247
22,9,0,15.604376,14.344376,12.787188,19.484376,14.384376000000001,15.504376,13.464376000000001,15.324376,11.844375999999999,12.604376,12.987506,15.224376000000001,12.704376,13.033884,16.744376000000003,14.744376,12.404376,13.618753,16.384376,14.064376000000001,13.404376000000001,15.664376,15.944376,16.664376,16.184376,12.324375999999999,12.484376,17.024376,15.364376000000002,17.944376000000002,12.384376,15.284376000000002,15.384376000000001,14.664376,14.644376000000001,11.684376,12.324375999999999,13.444376,15.704376000000002,13.064376,11.837188000000001,14.884376000000001,10.104376,11.604376,12.984376,13.284376000000002,11.701459,15.104376,15.264376,13.224376000000001,12.744375999999999,10.524376,12.124376,12.227188
23,9,1,15.973310999999999,14.713311,13.013311,19.841655,14.773310999999998,15.773310999999998,13.721654999999998,15.693310999999998,12.133311,12.953311,13.321654999999998,15.693310999999998,13.093311,13.193310999999998,17.133311,15.193310999999998,12.724758999999999,14.013310999999998,16.731655,14.533311,13.773310999999998,15.904437,16.247616,17.013310999999998,16.553310999999997,12.693311,12.873311,17.413311,15.693310999999998,18.333311,12.713311000000001,15.733310999999999,15.713311,15.013310999999998,15.013310999999998,12.013311,12.673311,13.753310999999998,16.061655,13.373311,12.153311,15.233310999999999,10.471655,11.973311,13.341655,13.653310999999999,12.000828,15.453311,15.633310999999999,13.593310999999998,13.046662,10.893311,12.493311,12.524759
24,9,2,16.550113,15.170113,13.350113,20.370113,15.330113,16.290113,14.250113,16.150113,12.570113000000001,13.510113,13.770113,16.250113,13.630113,13.630113,17.690113,15.730113000000001,13.230113000000001,14.570113000000001,17.150113,15.170113,14.170113,16.390113,16.670113,17.590113,17.090113,13.220057,13.370113,18.010113,16.250113,19.110113000000002,13.190113,16.290113,16.290113,15.470113000000001,15.540057000000001,12.450113,13.070113000000001,14.210113,16.590113,13.790113,12.610113,15.730113000000001,10.830113,12.390113000000001,13.810113000000001,14.150113000000001,12.470113000000001,15.910113,16.070113,13.910113,13.490113000000001,11.270113,13.030113,12.990113000000001
25,10,0,17.234989000000002,15.734989,13.694989000000001,20.994989,15.934989000000002,16.734989000000002,14.714989000000001,16.634989,13.034989,13.954989000000001,14.194989000000001,16.834989,14.074989000000002,14.054989,18.194989,16.094989,13.694989000000001,15.014989000000002,17.574989000000002,15.734989,14.654989000000002,16.774989,17.174989,18.134989,17.774989,13.594989000000002,13.854989000000002,18.474989,16.774989,20.054989000000003,13.534989000000001,16.854989,16.814989,15.894989,15.974989,13.034989,13.514989000000002,14.674989000000002,17.214989000000003,14.274989000000001,13.014989,16.334989,11.134989,12.974989,14.162494,14.674989000000002,12.894989,16.554989000000003,16.454989,14.294989000000001,13.834989000000002,11.574989,13.374989000000001,13.314989
26,10,1,17.814557999999998,16.274558,13.972279,21.714558,16.394558,17.154557999999998,15.074557999999998,17.114558,13.434557999999999,14.534557999999999,14.554557999999998,17.454558,14.514558,14.614557999999999,18.634558,16.534557999999997,14.054557999999998,15.474557999999998,18.014557999999997,16.254558,15.082279000000002,17.134558,17.634558,18.634558,18.214558,14.154557999999998,14.274557999999999,18.914558,17.274558,20.572279,13.912279000000002,17.534557999999997,17.274558,16.314557999999998,16.514557999999997,13.474557999999998,13.994557999999998,15.114557999999999,17.634558,14.874557999999999,13.494557999999998,16.794558,11.511139,13.459116,14.534557999999999,15.194557999999999,13.334558,17.074558,16.854557999999997,14.734557999999998,14.172279000000001,11.932279,13.754558,13.614557999999999
27,10,2,18.276076999999997,16.756076999999998,14.336077,22.222154,16.896077,17.536077,15.456076999999999,17.576076999999998,13.776076999999999,14.936077,14.896076999999998,17.876077,14.896076999999998,14.936077,19.036077,16.936076999999997,14.396076999999998,15.836077,18.416076999999998,16.696077,15.416077,17.476077,17.956077,19.096076999999998,18.656077,14.556076999999998,14.616076999999999,19.296077,17.616077,20.936076999999997,14.276076999999999,18.136077,17.796077,16.696077,16.876077,13.876076999999999,14.336077,15.516077,17.996077,15.276076999999999,13.836077,17.296077,11.836077000000001,14.056076999999998,14.936077,15.616076999999999,13.716076999999999,17.516077,17.116077,15.056076999999998,14.516077,12.276077,14.096077,13.916077
28,11,0,18.672766,17.232766,14.592766000000001,22.732766,17.252766,17.852766,15.732766,18.072766,14.112766,15.272766,15.232766,18.252766,15.232766,15.272766,19.392766,17.272766,14.752766000000001,16.172766,18.772766,17.032766,15.752766000000001,17.752766,18.292766,19.472766,19.092766,14.892766,14.952766,19.652766,17.951383,21.352766,14.572766,18.652766,18.152766,17.052766000000002,17.272766,14.192766,14.612766,15.872766,18.372766,15.612766,14.152766,17.692766,12.172766000000001,14.772766,15.272766,16.092766,13.981383,17.932766,17.452766,15.392766,14.852766,12.612766,14.412766,14.212766
29,11,1,19.078481,17.618481,14.858481,23.118481,17.658481,18.087695999999998,16.018481,18.483923,14.438481,15.638481,15.558481,18.658481,15.598481,15.578481,19.758481,17.658481,15.058481,16.538481,19.118481,17.469365,16.11424,18.118481,18.658481,19.838480999999998,19.518481,15.198481,15.238481,20.018481,18.238481,21.718481,14.978481,19.098481,18.538481,17.438481,17.738481,14.598481,14.978481,16.238481,18.738481,15.938481,14.498481,18.058481,12.478481,15.218481,15.646961,16.498480999999998,14.238481,18.358481,17.798481,15.698481,15.098481,12.898481,14.778481,14.50424
30,11,2,19.585465,18.065465,15.185464999999999,23.605465,18.185465,18.525465,16.445465,18.965465,14.845464999999999,16.145464999999998,16.005465,19.185465,16.045465,16.045465,20.365465,18.085465,15.505465,16.965465,19.565465,18.265465,16.485464999999998,18.645464999999998,19.125465,20.325464999999998,19.945465,15.625465,15.685464999999999,20.625465,18.745465,22.145464999999998,15.465465,19.605465,19.085465,17.965465,18.365465,15.027732,15.425464999999999,16.745465,19.185465,16.365465,15.025464999999999,18.525465,12.845464999999999,15.665465,16.165465,16.985464999999998,14.569351999999999,18.825464999999998,18.165465,16.045465,15.565465,13.285465,15.105464999999999,14.925464999999999
31,12,0,20.156304000000002,18.516304,15.676304,24.216304,18.696304,18.983152,17.016304,19.536304,15.356304000000002,16.616304,16.403152,19.836304000000002,16.516304,16.556304,21.316304000000002,18.576304,16.016304,17.496304000000002,20.116304,18.736304,17.036304,19.196304,19.636304,20.836304000000002,20.696304,16.033151999999998,16.236304,21.576304,19.316304000000002,22.876304,15.816304,20.336304000000002,19.716304,18.576304,18.996304000000002,15.583151999999998,15.873152,17.376304,19.616304,16.856304,15.596304,19.016304,13.276304000000001,16.216304,16.636304,17.627823,15.016304000000002,19.276304,18.676304000000002,16.456304,16.036304,13.716304000000001,15.596304,15.316304
32,12,1,20.861973000000003,18.993945999999998,16.341973,24.801973,19.401973,19.421973,17.601973,20.381973000000002,15.901973000000002,17.141973,16.841973,20.461973,17.061973000000002,17.001973,22.121973,19.261973,16.701973000000002,18.021973000000003,20.741973,19.421973,17.681973,19.801973,20.201973000000002,21.501973,21.301973,16.421973,17.001973,22.381973000000002,20.041973000000002,23.461973,16.421973,20.905918,20.621973,19.161973,19.521973000000003,16.081973,16.401973,18.121973,20.001973,17.441973,16.401973,19.541973000000002,13.741973000000002,16.701973000000002,17.333945999999997,18.281973,15.581973000000001,19.782992999999998,19.201973000000002,17.021973000000003,16.641973,14.161973000000001,16.213946,15.781973
33,12,2,21.290226999999998,19.650226999999997,16.846023000000002,25.470226999999998,20.030227,19.700113,18.250227,21.030227,16.450226999999998,17.760057,17.458045000000002,20.870227,17.710227,17.410227,22.770227,19.910227,17.370227,18.590227,21.430227,20.050227,18.290226999999998,20.430227,20.610227,22.230227,21.850227,16.770227,17.623409,23.030227,20.690227,24.090227,17.150226999999997,21.570227,21.270227,19.790226999999998,20.010227,16.470226999999998,16.903371,18.950226999999998,20.490226999999997,18.090227,16.838045,20.130226999999998,14.186023,17.110227,17.990226999999997,18.810226999999998,16.178045,20.390227,19.850227,17.550227,17.263409,14.620038000000001,16.710227,16.160113
34,13,0,21.90941,20.64941,17.54941,26.16941,20.719704999999998,20.40941,18.939705,21.819705,17.119705,18.22941,18.039704999999998,21.58941,18.42941,18.119705,23.74941,20.529410000000002,18.099705,19.239704999999997,22.139705,20.82941,19.029410000000002,20.96941,21.42941,23.00941,22.64941,17.40941,18.259705,23.999705,21.379704999999998,25.189410000000002,17.66941,22.32941,23.04941,20.46941,20.74941,17.079705,17.44941,19.959705,21.199704999999998,18.759705,17.50941,20.759705,14.739704999999999,17.679705,18.69647,19.708821,16.82941,21.029410000000002,20.709410000000002,18.179705,17.88941,15.179704999999998,17.30941,16.739704999999997
35,13,1,22.49979,21.489161,18.249160999999997,26.869161,21.369161,21.209160999999998,19.449161,22.489581,17.629720000000002,18.849161,18.609161,22.289579999999997,19.129161,18.689161,24.329161,21.328322,18.789161,19.789581,22.59958,21.569160999999998,19.583054,21.34972,22.109579999999998,23.709160999999998,23.269160999999997,18.129161,18.823054,24.583054,22.009581,25.929160999999997,18.529161,23.369161,23.749160999999997,20.88958,21.249160999999997,17.609161,17.929160999999997,20.609161,21.723054,19.389160999999998,18.209160999999998,21.379579999999997,15.249160999999999,18.168322,19.309161,20.349161,17.329161,21.513832,21.629161,18.769160999999997,18.349161,15.676387,17.809161,17.169161
36,13,2,22.971088,22.051088,18.911088,27.331088,21.871088,21.590544,20.071088,22.931088,18.111088,19.531088,19.271088,22.891088,19.691088,18.960544,24.891088,22.271088,19.391088,20.271088,22.946218,22.251088,20.111088,21.871088,22.591088,24.271088,23.891088,18.591088,19.271088,25.151088,22.431088,26.691088,19.031088,23.971088,24.411088,21.271088,21.811088,18.091088,18.291088000000002,21.151088,22.191088,20.011088,18.691088,21.871088,15.606848000000001,18.931088,19.871088,21.091088,17.791088000000002,22.051088,22.511088,19.271088,18.911088,16.031088,18.151088,17.651088
37,14,0,24.012857,22.712857,19.412857000000002,28.052857,22.332857,22.012857,20.752857000000002,23.552857,18.732857,20.232857,19.804675,23.593896,20.532857,19.252857000000002,25.432857000000002,22.692857,19.847516,20.932857000000002,23.372857,23.292857,20.632857,22.472857,23.312857,24.972857,24.732857,19.149183999999998,19.752857000000002,25.801429000000002,23.076984,27.292857,19.564286,24.652857,25.212857,21.852857,22.426429000000002,18.772857000000002,18.732857,21.752857000000002,22.612857,20.672857,19.260476,22.432857000000002,16.092857000000002,19.632857,20.572857,21.872857,18.380476,22.890952,23.352857,19.912857000000002,19.332857,16.512857,18.572857,18.152857
38,14,1,24.813379,23.333379,19.990482999999998,28.773379,22.913379,22.473379,21.293379,24.171689,19.353379,20.693379,20.153379,23.893379,21.153379,19.573379,25.845845,23.193379,20.153379,21.530845000000003,23.828338000000002,23.913379,21.153379,22.868721,23.933379000000002,25.493379,25.373379,19.733379,20.193379,26.093379000000002,23.333379,27.913379,19.953379,25.273379000000002,25.793379,22.473379,22.853379,19.371126,19.220845,22.213379,22.993379,21.113379000000002,19.653379,22.896197,16.333379,20.093379000000002,21.030845000000003,22.553379,18.913379,23.333379,23.853379,20.590483,19.648338,16.773379000000002,18.853379,18.473379
39,14,2,25.276485,23.796485,20.376485,29.236485,23.336485,22.876485,21.616485,24.596485,19.676485,21.276485,20.516485,24.276485,21.576485,19.916485,26.256484999999998,23.636485,20.496485,21.896485000000002,24.196485,24.476485,21.616485,23.245495000000002,24.356485,25.916485,26.056485000000002,20.216485000000002,20.536485,26.476484999999997,23.751621,28.435940999999996,20.316485,25.836485,26.276484999999997,23.042970999999998,23.232162,19.756485,19.496485,22.576485,23.336485,21.576485,20.076485,23.236485000000002,16.756485,20.616485,21.396485000000002,22.956485,19.336485,23.756485,24.276485,20.876485,20.010926,17.196485,19.156485,18.896485000000002
