,measure_number,beat_number,pid1263b-03,pid510262-04,pid52932-18,pid5667249-20,pid5667271-04,pid5667291-18,pid610003b-07,pid9048b-07,pid9049b-03,pid9050b-03,pid9052b-10,pid9054b-03,pid9055b-03,pid9056-11,pid9057f-13,pid9058b-03,pid9059b-07,pid9060b-01,pid9061-32,pid9062b-06,pid9063b-07,pid9064-14,pid9065-21,pid9066b-03,pid9069-03,pid9070b-15,pid9072b-07,pid9073b-07,pid9074g-03,pid9075b-03,pid9085-05,pid9088-19,pid9089-17,pid9090-16,pid9093b-09,pid9094b-03,pid9099b-07,pid9101b-14,pid9103-15,pid9104b-03,pid9111b-05,pid9113-18,pid9114b-12,pid9117-07,pid9118b-07,pid9119-08,pid9120-10,pid9121-11,pid9129-23,pid9130-09,pid9134-09,pid9137-16,pid9138b-03,pid9139b-03,pid9153b-03,pid9161-09,pid9166j-03,pid9170b-03,pid9174b-03,pid917509-09,pid917520-19,pid917525-03,pid9176-11,pid918713-09,pid918819-07,pid918904-11,pid9192b-03
10,5,0,6.5093879999999995,6.169388,4.874847,6.909388000000001,7.569388000000001,7.969388,5.429387999999999,7.829388000000001,6.309387999999999,5.9693879999999995,6.089388,7.429388,7.6293880000000005,7.649388,6.189388,6.729388,5.489388,5.729388,7.1693880000000005,7.029388000000001,8.989388,5.729388,10.289388,6.409388,6.969388,6.749388000000001,6.849388,6.569388000000001,6.969388,6.349387999999999,6.429387999999999,7.529388000000001,8.449388,8.249388,9.489388,8.329388,6.489388,6.5493879999999995,8.169388,6.6293880000000005,9.609388000000001,7.869388000000001,6.229388,6.729388,6.829388000000001,4.809387999999999,7.5893880000000005,7.909388000000001,7.289388000000001,9.089388,8.089388,8.389388,6.689388,5.669388,8.149388,5.849387999999999,6.5093879999999995,6.809388,4.709388,5.809387999999999,4.729388,7.329388000000001,5.269387999999999,6.789694,6.749388000000001,6.0493879999999995,5.889387999999999
11,5,1,6.948844,6.752692,5.2694220000000005,7.328844,8.028844,8.408844,5.868844,8.428844,6.648844,6.408844,6.588844,7.808844000000001,8.188844,8.508844,6.709422,7.328844,6.013141,6.148844,7.788844,7.628844,9.448844,6.328844,10.948844,6.988844,7.528844,7.148844,7.348844000000001,7.008844,7.388844000000001,6.788844,7.048844,8.208844000000001,8.948844,8.689422,10.308844,8.988844,6.996281,7.048844,8.828844,7.108844,10.288844000000001,8.308844,6.628844,7.108844,7.319422,5.248844,8.148844,8.508844,7.988844,9.688844,8.688844,8.928844,7.088844,6.136280999999999,8.669422,6.353141,6.948844,7.468844,5.249422,6.214316,5.168844,7.928844000000001,5.7694220000000005,7.242947999999999,7.219422,6.609422,6.428844000000001
12,5,2,7.552561999999999,7.107819999999999,5.6125620000000005,7.932562,8.632562,8.972562,6.472562,9.032561999999999,7.112562,7.012562,7.0964100000000006,8.315897,8.752562,9.112561999999999,7.312562,7.932562,6.512562,6.752561999999999,8.412562,8.292562,10.072562,6.932562,11.592562,7.752561999999999,8.132562,7.541795,7.9525619999999995,7.612562,7.932562,7.412561999999999,7.9525619999999995,8.872562,9.552562,9.132562,11.152562,9.792562,7.5325619999999995,7.652562,9.712562,7.852562,10.892562,8.912562,7.172561999999999,7.712561999999999,7.612562,5.734587,8.772561999999999,9.132562,8.832562,10.452562,9.312562,9.812562,7.5325619999999995,6.592561999999999,9.272561999999999,6.692562,7.532255999999999,8.412562,5.744187,6.692562,5.5725620000000005,8.592562,6.156951,7.732562,7.741795,7.072562,7.072562
13,6,0,8.057551,7.677550999999999,6.097551,8.617550999999999,9.197550999999999,9.477551,7.057550999999999,9.717551,7.717550999999999,7.597550999999999,7.477550999999999,8.617550999999999,9.357550999999999,10.037550999999999,7.977550999999999,8.577551,7.157551,7.137550999999999,9.105102,9.177551,10.757551,7.597550999999999,12.357550999999999,8.765102,8.697550999999999,8.077551,8.497551,8.217551,8.517551,8.097551,8.697550999999999,9.817551,10.097551,9.633776,11.977551,10.697550999999999,8.153444,8.197550999999999,10.577551,8.577551,11.977551,9.590408,7.657551,8.557551,8.177551,6.137551,9.517551,9.877550999999999,9.617550999999999,11.145102,10.032653,10.657551,7.917551,7.237551,9.937551,7.3775509999999995,7.937550999999999,9.257551,6.277551,7.117551,6.237551,9.277550999999999,6.517551,8.277550999999999,8.237551,7.737551,7.737551
14,6,1,8.930947999999999,8.354739,6.570948,9.294739,9.914738999999999,10.394739,7.814739,10.634739,8.354739,8.354739,8.013534,9.054739,10.419478,10.894739,8.774739,9.134739,7.8947389999999995,7.714739,10.054739,10.174739,11.748957,8.493534,13.163860000000001,9.708957,9.570789999999999,8.754739,9.314739,8.954739,9.154739,8.934739,9.734739,11.103175,10.954739,10.294739,13.319478,11.734739,8.954739,8.974739,11.554739,9.494739,13.366871,10.639478,8.554739,9.474739,8.834739,6.574739,10.434739,10.814739,10.404218,12.254739,11.123175,11.914738999999999,8.534739,7.9347389999999995,10.674739,8.074739,8.534739,10.499478,6.754739,7.714739,7.034739,10.214739,6.994739,8.854739,9.014739,8.639478,8.514739
15,6,2,9.345305999999999,8.832187,6.934413,9.685306,10.228435000000001,11.097653,8.165306,11.245306,8.837653,8.725306,8.385306,9.417653,11.037653,11.505306,9.365306,9.545306,8.425305999999999,8.145306,10.605306,10.785306,12.357652999999999,8.845305999999999,13.685306,10.255102,10.057653,9.185306,9.925305999999999,9.305306,9.687653,9.385306,10.277652999999999,11.825306,11.525306,10.637653,13.945306,12.285306,9.545306,9.465306,12.165306,10.037653,14.137653,11.265305999999999,9.085306,10.065306,9.165306,6.885306,11.037653,11.367653,11.025306,13.025306,11.857652999999999,12.605306,9.005306,8.465306,11.185306,8.557653,9.057653,11.085306,7.065306,8.145306,7.385306,10.925305999999999,7.325305999999999,9.285306,9.465306,9.245306,8.985306
16,7,0,9.705805,9.085805,7.307902,10.045805,10.625805,11.565805000000001,8.525805,11.805805,9.205805,9.085805,8.705805,9.835268,11.425805,11.965805,9.797902,9.985805000000001,8.865805,8.485805000000001,11.105805,11.157902,12.805805,9.205805,14.145805,10.565805000000001,10.465805,9.537902,10.425805,9.665805,10.057902,9.765805,10.725805000000001,12.253950999999999,11.945805,11.005805,14.505804999999999,12.727902,9.945805,9.885805,12.565805000000001,10.465805,14.645805,11.705805,9.445805,10.325805,9.485805000000001,7.205805000000001,11.497902,11.765805,11.585805,13.565805,12.275267999999999,13.045805,9.345805,8.887902,11.617902,8.885805,9.465805,11.565805000000001,7.405805,8.535267999999999,7.697902,11.365805,7.685805,9.657902,9.845805,9.645805000000001,9.405805
17,7,1,10.124626,9.484625999999999,7.604626,10.484625999999999,10.997313,12.024626,8.944626,12.364626,9.624626,9.564625999999999,9.004626,10.264626,11.924626,12.584626,10.224625999999999,10.524626,9.344626,8.864626,11.664626,11.664626,13.204626000000001,9.684626,14.804626,10.884625999999999,10.997313,9.917313,10.944626,10.084626,10.464625999999999,10.184626,11.284626,12.824626,12.364626,11.444626,15.064626,13.244626,10.424626,10.324626,13.064625999999999,10.864626,15.104626000000001,12.224625999999999,9.864626,10.744626,9.804625999999999,7.604626,11.944626,12.244626,12.104626,14.084626,12.804625999999999,13.504626000000002,9.704626,9.304625999999999,12.104626,9.264626,9.924626,12.104626,7.733656,8.934947,8.181542,11.821541999999999,8.084626,10.044626,10.224625999999999,10.004626,9.877313000000001
18,7,2,10.696735,10.076735000000001,8.016735,11.076735000000001,11.476735000000001,12.616735,9.356735,12.956735,10.156735000000001,9.896735000000001,9.271122,10.876735,12.516735,13.176735,10.816735000000001,11.056735,9.896735000000001,9.476735000000001,12.363673,12.417143,13.716735,10.136735,15.376735,11.296735,11.576735000000001,10.416735000000001,11.476735000000001,10.476735000000001,10.896735000000001,10.830204,11.963878,13.496735000000001,12.956735,11.943367,15.663469000000001,13.716735,10.956735,10.916735000000001,13.656735000000001,11.296735,15.636735,12.816735000000001,10.316735000000001,11.176735,10.176735,7.913367,12.516735,12.836735000000001,12.690204,14.636735,13.376735,14.296735,10.116735,9.896735000000001,12.656735000000001,9.716735,10.376735,12.736735000000001,8.176735,9.376735,8.523367,12.356735,8.456735,10.496735000000001,10.736735000000001,10.357789,10.376735
19,8,0,11.182993,10.402992999999999,8.422993,11.782993,11.982992999999999,13.062992999999999,9.962992999999999,13.722992999999999,10.562992999999999,10.502993,9.742992999999998,11.502993,13.062992999999999,13.942993,11.482992999999999,11.582993,10.422993,9.962992999999999,13.042993,13.142992999999999,14.342993,10.642992999999999,16.102992999999998,11.782993,12.122993,11.002993,12.10898,11.082993,11.382992999999999,11.462992999999999,12.742992999999998,14.262993,13.562992999999999,12.402992999999999,16.442992999999998,14.462992999999999,11.502993,11.442993,14.322992999999999,11.882992999999999,16.362993,13.422993,10.822992999999999,11.822992999999999,10.682993,8.402992999999999,13.222992999999999,13.542993,13.362993,15.342993,13.962992999999999,14.922993,10.522993,10.282993,13.262993,10.322992999999999,10.962992999999999,13.542993,8.562992999999999,9.902992999999999,9.042993,13.222992999999999,8.962992999999999,11.002993,11.362993,11.022993,11.002993
20,8,1,11.649252,11.049626,8.849252,12.489252,12.529252,13.829251999999999,10.589252,14.489251999999999,11.049252000000001,11.174813,10.029252,12.189252,13.789252,14.549252,12.249252,12.009252,11.009252,10.409252,13.889251999999999,13.989251999999999,14.989251999999999,11.049252000000001,16.829252,12.209252000000001,12.629252000000001,11.869252000000001,12.909252,11.799626,11.869252000000001,12.149626,13.529252,15.309251999999999,14.189252,12.869252000000001,17.229252,14.989251999999999,12.149252,12.149252,15.189252,12.469252000000001,17.209252,14.249251999999998,11.449252,12.406542,11.249252,8.789252000000001,14.029252,14.249251999999998,13.889251999999999,15.949252,14.709252,15.689252,11.049252000000001,10.749252,13.889251999999999,10.829252,11.489252,14.249251999999998,8.849252,10.329252,9.609252,13.709252,9.269252,11.469252000000001,11.969252000000001,11.209252000000001,11.569252
21,8,2,12.046531,11.466531,9.166530999999999,12.886531,13.066531,14.326531,10.966531,15.046531,11.526531,11.526531,10.389306,12.786531,14.366531,15.146531,12.826531,12.486531,11.486531,10.766531,14.606531,14.566531,15.546531,11.426530999999999,17.366531,12.546531,13.026531,12.359133,13.586530999999999,12.166530999999999,12.346531,12.666530999999999,14.186531,15.988265,14.606531,13.258265,17.966531,15.466531,12.626531,12.706531,15.706531,12.926530999999999,17.766531,14.786531,11.866531,12.906531,11.586530999999999,9.166530999999999,14.626531,14.766531,14.446531,16.466531,15.246531,16.406531,11.546531,11.186531,14.406531,11.266531,11.986531,14.806531,9.186531,10.706531,9.946531,14.266531,9.626531,11.878264999999999,12.346531,11.726531,12.066531
22,9,0,12.475419,11.81542,9.515419999999999,13.295420000000002,13.435419,14.715419,11.435419,15.61542,11.868177000000001,11.995419,10.73542,13.195419000000001,14.93542,15.69542,13.315420000000001,12.882710000000001,11.90757,11.088177,15.155420000000001,14.98271,15.935419,11.84271,17.84271,12.86271,13.435419,12.70271,14.095419,12.595419999999999,12.722710000000001,13.042710000000001,14.635419,16.415419,15.00271,13.562710000000001,18.551678,15.935419,13.05542,13.155419,16.13542,13.315419,18.235419,15.17542,12.312710000000001,13.235420000000001,11.868177000000001,9.542710000000001,15.195419000000001,15.251354999999998,14.975420000000002,16.995420000000003,15.755419,16.81542,11.855419,11.61542,14.855419,11.595419999999999,12.415419,15.235419,9.515419999999999,11.02271,10.29542,14.715419,9.99542,12.175419,12.73542,12.135419,12.43542
23,9,1,13.024602999999999,12.272434,9.884603,13.807301999999998,13.849229000000001,15.344603,11.964603,16.244603,12.264603,12.524602999999999,11.132086,13.724603,15.344603,16.504603,13.817302,13.564603,12.464603,11.544603,15.764603,15.704603,16.384603,12.387302,18.544603,13.244603,13.848920999999999,13.284603,14.704603,13.152921,13.169229000000001,13.524602999999999,15.304603,17.164603,15.544603,14.144603,19.284603,16.63381,13.644603,13.704603,16.764603,13.764603,18.864603,15.724603,12.757302000000001,13.684603,12.289228999999999,10.084603,15.824603,15.724603,15.659206,17.844603,16.444603,17.424603,12.249229,12.077302,15.524602999999999,12.088921000000001,13.024602999999999,15.884603,9.987302,11.444603,10.664603,15.337302,10.464603,12.607302,13.204603,12.724603,12.964603
24,9,2,13.690721,12.860816,10.380816000000001,14.436163,14.360816,15.832370000000001,12.560816,16.920816000000002,12.877704,13.105408,11.700816,14.640816000000001,16.200816,17.240816,14.360816,14.240816,13.220816000000001,12.060816,16.440816,16.440816,17.000272,12.980816,19.220816,13.794402,14.360816,13.837704,15.380816000000001,13.760816,13.840816,14.200816,16.200816,18.140816,16.160272,14.505408,20.500816,17.320816,14.340816,14.460816000000001,17.440816,14.440816,19.360816,16.331926,13.245408,14.353604999999998,12.860816,10.652567999999999,16.404082,16.340816,16.420816000000002,18.680816,17.100816000000002,18.100816000000002,12.620816,12.640816000000001,16.360816,12.640816000000001,13.605407999999999,16.680816,10.660816,11.957704,11.165408,15.980816,10.877704,13.040816,13.792801,13.300816000000001,13.617704000000002
25,10,0,14.223265,13.556657999999999,11.123265,15.383265,15.143265,16.523265,13.326633,17.763265,13.476632999999998,13.903265,12.303265,15.523264999999999,17.043264999999998,18.196633,15.343264999999999,15.143265,14.063265,12.583264999999999,17.463265,17.563264999999998,17.823265,13.943265,20.323265,14.703265,14.843264999999999,14.563265,16.363265,14.503264999999999,14.603264999999999,15.163264999999999,17.043264999999998,19.363265,17.063264999999998,15.086632999999999,21.483265,18.603265,15.343264999999999,15.363265,18.503265,15.323265,20.463265,16.983265,13.983265,15.403265,13.583264999999999,11.323265,17.443265,17.243265,17.643265,19.803265,18.363265,19.123265,13.083264999999999,13.463265,17.503265,13.423264999999999,14.583264999999999,18.003265,11.503264999999999,12.576633000000001,11.803265,16.903265,11.523264999999999,13.563265,14.383265,14.374422000000001,14.216632999999998
26,10,1,15.069524,14.129841,11.729524000000001,16.169841,15.789523999999998,17.529524,14.169524,18.529524,14.029523999999999,14.709523999999998,12.749524000000001,16.009905,17.989524,18.849524,15.812937,16.229762,14.729524,13.029524,18.389523999999998,18.329762,18.709905,14.669524,21.129524,15.589762,15.389524,15.489524,17.089524,15.289523999999998,15.129523999999998,15.769841,17.689881,20.989524,17.709524,15.629523999999998,22.749523999999997,19.669524,16.309048,15.849881,19.229523999999998,15.909761999999999,21.269762,18.069523999999998,14.909524,16.549523999999998,14.289523999999998,11.749524000000001,18.469524,17.809524,18.549523999999998,20.908095,19.349524,19.909523999999998,13.849523999999999,14.109523999999999,18.309524,14.089523999999999,15.489524,18.529524,12.408571,13.009905,12.249524000000001,17.669524,12.189524,14.049524,14.849523999999999,15.029523999999999,14.789905
27,10,2,15.453923000000001,14.513923000000002,12.033923,16.473923000000003,16.061961,17.873923,14.493923,18.993923000000002,14.313923,15.053923000000001,12.973923,16.253923,18.333923000000002,19.213923,15.817489000000002,16.633923,15.153923,13.351961,18.853923,18.633923,19.093923,15.053923000000001,21.593923,15.833923,15.773923000000002,15.773923000000002,17.513923000000002,15.653923,15.453923000000001,16.073923,18.053923,21.453923,18.073923,15.952175,23.273923,20.193923,16.753923,16.293923,19.513923000000002,16.293923,21.733923,18.413923,15.293923000000001,16.873923,14.593923,12.053923,18.993923000000002,18.113923,19.073923,21.373923,19.773923,20.253923,14.153923,14.493923,18.713923,14.453923000000001,15.913923,18.895981,12.853923,13.333923,12.573922999999999,17.993923000000002,12.553923,14.393923000000001,15.193923000000002,15.313923,15.213923000000001
28,11,0,15.823492000000002,14.749407999999999,12.383492,16.763492000000003,16.336745999999998,18.223492,14.783492,19.423492,14.583492000000001,15.316745999999998,13.123492,16.426123999999998,18.723492,19.464698000000002,15.821701000000001,17.021164000000002,15.483492000000002,13.706745999999999,19.143492000000002,18.983492000000002,19.483492000000002,15.403492000000002,21.943492000000003,16.143492000000002,16.203492,15.983492000000002,17.868373000000002,15.923492000000001,15.688373,16.378373,18.367831,21.903492,18.423492,16.106745999999998,23.723492,20.463492000000002,17.163492,16.683492,19.891927,16.563492,22.163492,18.772698000000002,15.723492000000002,17.123492000000002,14.933349,12.323492,19.403492,18.463492000000002,19.483492000000002,21.843492,20.143492000000002,20.607831,14.456745999999999,14.866746,19.056746,14.723492000000002,16.283492000000003,19.203492,13.143492000000002,13.661164000000001,12.863491999999999,18.343492,12.903492,14.619187,15.454497,15.566745999999998,15.503492000000001
29,11,1,16.229160999999998,15.109160999999999,12.749161,17.209160999999998,16.589160999999997,18.649161,15.149161,19.969161,14.869160999999998,15.689160999999999,13.347023000000002,16.849161,19.269160999999997,19.989161,15.827051,17.329581,15.909161,14.109160999999999,19.509161,19.343054000000002,19.969161,15.819581,22.449161,16.589160999999997,16.769160999999997,16.449161,18.289161,16.289161,16.169161,16.689161,18.849161,22.689161,18.749581,16.409160999999997,24.269160999999997,21.009161,17.689161,17.06972,20.329161,17.05958,22.589160999999997,19.229160999999998,16.189161,17.529161,15.289160999999998,12.669161,19.869161,18.929160999999997,20.009161,22.309161,20.609161,20.989161,14.689160999999999,15.249160999999999,19.449579999999997,15.109160999999999,16.769160999999997,19.589160999999997,13.549160999999998,14.009160999999999,13.229160999999998,18.789161,13.409161,14.989161,15.829161,15.869160999999998,15.989161
30,11,2,16.577460000000002,15.377460000000001,13.01746,17.417460000000002,16.85746,18.95746,15.457460000000001,20.31746,15.13746,15.99746,13.505351000000001,17.05746,19.67746,20.31746,15.863729999999999,17.67746,16.21746,14.377460000000001,19.87746,19.65746,20.33746,16.053729999999998,22.81746,16.89746,17.11746,16.63746,18.65746,16.59746,16.51746,16.933729999999997,19.11746,23.17746,19.09746,16.61746,24.65746,21.37746,18.05746,17.39746,20.83746,17.29746,22.917460000000002,19.53746,16.53746,17.77746,15.537460000000001,12.89746,20.237460000000002,19.15746,20.37746,22.71746,20.95746,21.237460000000002,14.97746,15.59746,19.71746,15.377460000000001,17.077460000000002,19.89746,13.857460000000001,14.357460000000001,13.537460000000001,19.09746,13.75746,15.297460000000001,16.03746,16.12373,16.31746
31,12,0,16.95737,15.63737,13.31737,17.74579,17.11737,19.223685,15.777370000000001,20.67737,15.39737,16.33737,13.747895000000002,17.33737,20.037370000000003,20.717370000000003,15.881978,18.037370000000003,16.577370000000002,14.71737,20.29737,19.897370000000002,20.703685,16.377370000000003,23.197370000000003,17.217370000000003,17.47737,16.917370000000002,19.037370000000003,16.917370000000002,16.917370000000002,17.217370000000003,19.45737,23.61737,19.47737,16.897370000000002,25.077370000000002,21.79737,18.504739,17.75737,21.45737,17.63737,23.29737,19.83737,16.871474,18.17737,15.807474,13.143685000000001,20.59737,19.47737,20.77737,23.112109,21.45737,21.61737,15.21737,15.97737,20.057370000000002,15.663685000000001,17.45737,20.217370000000003,14.257370000000002,14.693685,13.87737,19.621586999999998,14.103685,15.617370000000001,16.29737,16.45737,16.717370000000003
