,measure_number,beat_number,pid1263-13,pid50534-05,pid52932-06,pid54293-09,pid5667267b-10,pid7992-03,pid9048-13,pid9050-13,pid9052b-09,pid9054-13,pid9055-13,pid9056-15,pid9058-13,pid9059-13,pid9062-13,pid9063-13,pid9064-04,pid9065-08,pid9066-13,pid9067-13,pid9068-08,pid9070-21,pid9072-13,pid9074f-13,pid9085-15,pid9087-07,pid9088-08,pid9089-15,pid9090-06,pid9093-13,pid9094-13,pid9098-20,pid9099-13,pid9100b-17,pid9101-13,pid9103-07,pid9104-13,pid9105-13,pid9111-13,pid9118-13,pid9130-01,pid9138-13,pid9139-13,pid9152-13,pid9153-13,pid915406-13,pid9156-10,pid9159-04,pid9160-02,pid9161-12,pid9165-04,pid9166d-20,pid9167-13,pid9170-13,pid9173-18,pid9174-13,pid9176-06,pid917803b-08,pid917807-08,pid917811-09,pid917812-05,pid917813-02,pid9181-07,pid9186c-13,pid918818-11,pid9192-13,pid9193-03
14,6,0,13.185556,9.205556,12.525556,11.845556,11.385556,8.665556,13.585556,12.745556,12.285556,14.465556,11.705556,13.845556,13.185556,12.125556,9.725556,12.625556,14.685556,12.965556,13.805556,11.705556,12.885556,11.945556,12.725556,11.845556,14.365556,10.465556,13.825556,12.325556,13.645556,12.285556,15.565555999999999,13.285556,11.485555999999999,12.305556,12.625556,11.785556,13.265556,7.665556,17.965556,13.545556,16.025555999999998,13.925556,12.365556,11.785556,12.105556,9.605556,12.785556,13.325556,9.445556,11.005556,9.465556,10.705556,13.185556,10.085556,12.445556,9.605556,11.165556,15.405555999999999,13.085556,12.225556,12.485555999999999,11.025556,11.125556,11.765556,10.205556,14.445556,8.665556
15,6,1,13.933333,9.91619,13.033333,12.693333,11.933333,9.117778,14.353333,13.493332999999998,13.273333,15.053332999999999,12.261667,14.713332999999999,13.833332999999998,12.713333,10.293333,13.336667000000002,15.593333,13.613332999999999,14.793332999999999,12.393333,13.653332999999998,12.533333,13.573332999999998,12.393333,14.932592999999999,10.993333,14.953332999999999,13.093333,14.413332999999998,12.873333,16.513333,14.053332999999999,12.133333,12.933333,13.233332999999998,12.313333,14.153332999999998,7.957222,18.793332999999997,14.313332999999998,16.873333,14.353333,13.073333,12.391667,12.673333,10.153333,13.537778,14.153332999999998,10.193333,11.573333,10.053333,11.273333000000001,13.953332999999999,10.613333,13.293332999999999,10.320833,11.893333,16.173333,13.553332999999999,12.711667,13.133332999999999,11.773333000000001,11.893333,12.193333,10.953333,15.057777999999999,9.091667
16,6,2,14.583107,10.303107,13.623107000000001,13.243107,12.363107000000001,9.543107000000001,15.203107000000001,14.043107000000001,13.823107,15.583107,12.783107000000001,15.303107,14.503107,13.283107000000001,10.843107,13.983107,16.223107000000002,14.303107,15.463107,12.903107,14.203107000000001,13.083107,14.023107000000001,12.823107,15.323107,11.623107000000001,15.603107000000001,13.783107000000001,15.203107000000001,13.443107000000001,17.163107,14.603107000000001,12.643107,13.623107000000001,13.823107,13.063107,15.223107,8.443107000000001,19.423107,15.163107,17.623107,14.863107000000001,13.623107000000001,12.803107,13.463107,10.663107,14.063107,15.003107,10.703107000000001,12.163107,10.663107,11.803107,14.603107000000001,11.123107000000001,13.843107,10.643107,12.423107,16.803107,14.063107,13.183107000000001,13.683107000000001,12.383107,12.603107000000001,12.943107000000001,11.483107,15.383107,9.521036
17,7,0,15.299025,10.699025,14.179025,13.719025,12.839025,9.899025,15.739025,14.579025,14.239025,16.079025,13.339025,15.939025,15.079025,13.739025,11.259025,14.439025,16.699025,14.779025,15.919025,13.379025,14.639025,13.619025,14.554511999999999,13.299025,15.779025,12.039025,16.039025,14.299025,15.659025,13.919025,17.759025,14.994512,13.099025,14.099025,14.279025,13.699025,15.799025,8.799025,19.939025,15.539025,18.379025,15.319025,14.319025,13.159025,14.059025,11.099025,14.579025,15.579025,11.059025,12.599025,11.159025,12.539025,15.199025,11.679025,14.299025,11.099025,12.899025,17.379025,14.539025,13.539025,14.119025,12.799025,13.199025,13.374512,11.959025,15.819025,9.879025
18,7,1,15.812902,11.152902000000001,14.672901999999999,14.232902,13.372901999999998,10.272902,16.332902,15.132902,14.672901999999999,16.632901999999998,13.752901999999999,16.692902,15.692901999999998,14.212902,11.675805,14.932901999999999,17.372902,15.272901999999998,16.392902,13.892902,15.152902,14.192901999999998,15.052902,13.832901999999999,16.232902,12.472902000000001,16.552902,14.752901999999999,16.132901999999998,14.392902,18.312901999999998,15.452901999999998,13.592901999999999,14.592901999999999,14.812902,14.172901999999999,16.272902,9.212902,20.772902,15.972902,19.092902,15.795805,14.932901999999999,13.572902,14.612901999999998,11.452902,15.272901999999998,16.112902,11.452902,13.032902,11.592902,13.152902,15.752901999999999,12.212902,14.812902,11.512902,13.452901999999998,17.972901999999998,15.092901999999999,13.912901999999999,14.632902,13.272901999999998,13.892902,13.772901999999998,12.432902,16.232902,10.252902
19,7,2,16.509569,11.769569,15.309569,14.829569000000001,14.069569,10.829569000000001,17.187846,15.849569,15.409569,17.249569,14.369569,17.469569,16.349569,14.829569000000001,12.369569,15.709569,18.309569,15.969569,17.189569,14.549569,15.789569,14.929569,15.629569,14.529569,16.869569,13.069569,17.369569,15.429569,16.829569,14.849569,19.089569,15.969785,14.289138000000001,15.269138,15.429569,14.909569,17.049569,9.709785,21.889569,16.649569,19.929569,16.449569,15.569569,14.209569,15.369569,12.109569,16.069569,16.769569,11.989569,13.669569000000001,12.169569000000001,13.809569,16.389569,12.909569,15.587845999999999,12.049569,14.049569,18.689569,15.889569,14.349569,15.149569,13.909569,14.569569,14.349569,13.029569,16.849569,10.829569000000001
20,8,0,17.349273999999998,12.529637,16.169636999999998,15.629636999999999,14.969636999999999,11.389636999999999,18.129637,16.649637,16.129637,17.889637,15.409637,18.329636999999998,17.169636999999998,15.649637,13.229637,16.689637,19.569637,16.869637,18.389637,15.309637,16.509636999999998,15.629636999999999,16.528548999999998,15.449637,17.789637,13.849637,18.349637,16.149637,17.769637,15.769637,20.109637,16.489637,15.109637,16.189637,16.249637,15.929637,18.109637,10.189637,23.649637,17.629637,20.869637,17.449637,16.568185999999997,14.909637,16.329636999999998,12.829637,17.089637,17.609637,12.709636999999999,14.389636999999999,12.929637,14.749637,17.149637,13.769637,16.489637,12.709636999999999,14.669637,19.449637,16.889637,14.849637,15.869636999999999,14.669637,15.729637,15.049636999999999,13.889636999999999,17.749637,11.369636999999999
21,8,1,18.019546,13.179545999999998,16.839546,16.439546,15.799546,11.976322,19.039545999999998,17.319546,17.179546,18.483909,16.079546,19.059545999999997,17.819546,16.259546,13.959546,17.339546,20.419546,17.519546,19.459546,16.119546,17.159546,16.279546,17.199545999999998,16.259546,18.459546,14.374773000000001,19.479546,16.739546,18.519546,16.379545999999998,21.059545999999997,17.119546,15.839545999999999,16.839546,16.939546,16.579546,18.959546,10.679546,24.699545999999998,18.379545999999998,21.779546,18.159546,17.319546,15.507387,17.379545999999998,13.455909,17.779546,18.399546,13.459546,15.039546,13.659545999999999,15.499545999999999,17.799546,14.439546,17.279546,13.299546,15.339545999999999,20.299546,17.659546,15.299546,16.539545999999998,15.359546,16.379545999999998,15.659545999999999,14.499545999999999,18.459546,11.974955
22,8,2,18.553604999999997,13.710328,17.393604999999997,16.993605,16.373604999999998,12.371803,19.713604999999998,17.893604999999997,17.713604999999998,18.993605,16.613605,19.593605,18.293605,16.793605,14.373605,17.973605,21.073605,18.053604999999997,19.973605,16.653605,17.693604999999998,16.793605,17.713604999999998,16.833605,18.993605,14.893604999999999,20.013605,17.213604999999998,18.993605,16.913605,21.673605,17.664535,16.333605,17.373604999999998,17.433605,17.033604999999998,19.553604999999997,11.073605,25.553604999999997,18.913605,22.553604999999997,18.693604999999998,17.873604999999998,16.033604999999998,17.913605,13.895451000000001,18.284535,18.953605,13.993604999999999,15.573604999999999,14.153604999999999,16.073605,18.453605,14.973605,17.833605,13.773604999999998,15.853604999999998,20.913605,18.173605,15.773604999999998,17.073605,15.873605,16.884535,16.142720999999998,15.033605,18.953605,12.371803
23,9,0,19.755351,14.075351000000001,18.335351,17.615351,16.955351,12.835351,20.515351000000003,18.695351000000002,18.475351,19.695351000000002,17.315351,20.335351,19.075351,17.415351,14.835351000000001,18.695351000000002,22.015351000000003,18.735351,20.435351,17.195351000000002,18.435351,17.335351,18.235351,17.415351,19.455351,15.595351,20.735351,17.895351,19.735351,17.595351,22.575351,18.155351,16.991784,18.055351,18.135351,17.715351000000002,20.415351,11.535351,26.895351,19.535351000000002,23.495351,19.155351,18.575351,16.695351000000002,18.655351,14.535351,19.055351,19.775351,14.415351000000001,16.335351,14.715351,16.595351,19.275351,15.495351000000001,18.755351,14.335351000000001,16.435351,21.535351000000002,18.935351,16.435351,17.835351,16.615351,17.615351,16.835351,15.475351000000002,19.375351000000002,12.835351
24,9,1,20.592902,14.472902,19.052902,18.212902,17.512902,13.532901999999998,21.372902,19.332902,19.212902,20.332902,18.252902,21.032902,19.612902,18.052902,15.332901999999999,19.372902,22.672902,19.272902,21.332902,17.795804999999998,19.052902,17.932902,18.752902,17.972901999999998,20.092902,16.172902,21.472901999999998,18.652901999999997,20.535805,18.252902,23.312901999999998,18.672902,17.572902,18.572902,18.792901999999998,18.452901999999998,21.032902,12.012902,27.812902,20.352902,24.352902,19.772902,19.332902,17.232902,19.512902,15.332901999999999,19.972901999999998,20.472901999999998,14.972902,16.932902,15.392902,17.412902,19.992901999999997,16.172902,19.672902,14.952901999999998,17.092902,22.232902,19.712902,17.012902,18.552902,17.152901999999997,18.352902,17.492901999999997,16.132901999999998,19.912902,13.532901999999998
25,9,2,21.226372,14.978185999999999,19.746372,18.886372,18.086372,13.966372,22.086372,20.026372,19.826372,20.926372,18.806372,21.782744,20.086372,18.566372,15.802744,20.166372,23.306372,19.986372,21.846372,18.426372,19.566372,18.486372,19.526372,18.546372,20.706372,16.646372,22.026372,19.226372,21.186372,18.986372,24.206372,19.148186,18.166372,19.306372,19.306372,18.928186,21.802744,12.406372,28.786371999999997,20.886372,25.202744,20.306372,20.106372,17.746372,20.026372,15.902744,20.626372,21.086372,15.346372,17.546372,15.888186,18.046372,20.626372,16.686372,20.286372,15.466372,17.746372,22.826372,20.286372,17.426372,19.066372,17.826372,19.166372,18.126372,16.646372,20.498185999999997,14.026372
26,10,0,21.821474,15.461473999999999,20.281474,19.501473999999998,18.621474,14.361474,22.721474,20.461474,20.341473999999998,21.441474,19.401474,22.461474,20.641474,19.281474,16.421474,20.761474,23.861473999999998,20.561474,22.301474,19.001473999999998,20.121474,19.101474,20.021473999999998,19.081474,21.181473999999998,17.141474,22.621474,19.721474,21.881474,19.421474,24.841473999999998,19.641474,18.721474,19.861473999999998,19.861473999999998,19.481474,22.761474,12.781474000000001,29.441474,21.421474,25.961474,20.741474,20.681473999999998,18.141474,20.921474,16.521473999999998,21.201473999999997,21.821474,15.881473999999999,18.181473999999998,16.421474,18.581474,21.181473999999998,17.221474,20.761474,15.981473999999999,18.281474,23.441474,20.781474,17.821474,19.621474,18.381474,19.721474,19.141474,17.061474,20.941474,14.361474
27,10,1,22.421066,15.881066,20.921066,20.101066,19.181066,15.381066,23.421066,21.101066,20.961066,22.101066,20.161066,23.161066,21.161066,19.861066,17.081066,21.361066,24.381066,21.021066,22.921066,19.701066,20.761066,19.741066,20.601066,19.641066,21.761066,17.581066,23.181066,20.361066,22.661066,20.061066,25.532132,20.201066,19.281066,20.341066,20.341066,20.041066,23.301066,13.181066,30.061065999999997,22.221066,26.861065999999997,21.301066,21.301066,18.741066,21.561066,17.201066,21.981066000000002,22.481066000000002,16.501066,18.761066,17.041066,19.261066,21.741066,17.841066,21.321066000000002,16.461066,18.841066,24.081066,21.301066,18.241066,20.241066,18.881066,20.301066,19.821066000000002,17.681066,21.521066,15.361066000000001
28,10,2,23.054376,16.534376,21.414376,20.634376,19.714376,15.814376000000001,24.194376000000002,21.614376,21.694376000000002,22.614376,20.674376000000002,23.954376,21.611459,20.514376000000002,17.594376,21.954376,25.114376,21.554376,23.404792,20.274376,21.274376,20.254376,21.314376,20.174376000000002,22.294376,17.938875,23.782188,20.814063,23.314376,20.574376,26.034376,20.710729,19.764792,20.854376000000002,20.818875,20.534376,24.074376,13.534376000000002,30.854376000000002,22.774376,27.754376,21.736094,22.014376000000002,19.256094,22.074376,17.714376,22.534376,22.994376000000003,16.994376000000003,19.434376,17.552188,19.771094,22.254376,18.352188,21.854376000000002,16.962188,19.434376,24.654376,21.814376,18.558875,20.697395999999998,19.531458999999998,20.994376000000003,20.334376000000002,18.131459,22.034376,15.794376000000002
29,11,0,23.739637,17.179637,22.059637,21.279637,20.359637,16.479637,24.999637,22.234819,22.339637,23.222409,21.319637,24.699637,22.214819,21.219637,18.279637,22.939637,25.769274,22.106545999999998,24.099637,21.119637,21.919636999999998,20.999637,21.959637,20.819637,22.759636999999998,18.479637,24.659637,21.359637,24.059637,21.124819,26.778185999999998,21.239637,20.399637,21.42494,21.559637,21.459637,25.005646,14.039636999999999,31.366546000000003,23.599637,28.739637,22.259636999999998,22.659637,19.939637,23.479637,18.214819,23.299637,24.039637,17.579879000000002,19.86724,18.198912,20.479637,23.259636999999998,18.879637,22.558912,17.494819,20.079636999999998,25.559637,22.454819,18.942409,21.279637,20.079636999999998,21.639637,21.199637,18.642409,22.502409,16.479637
30,11,1,24.320135999999998,17.800136,22.520135999999997,21.860135999999997,21.080136,17.020135999999997,25.640136,22.800136,22.800136,23.780136,21.900136,25.320135999999998,22.600136,21.800136,18.840135999999998,23.380136,26.320135999999998,22.680135999999997,24.940136,21.700135999999997,22.500135999999998,21.680135999999997,22.460136,21.540135999999997,23.260136,18.960136,25.200135999999997,21.800136,24.640136,21.620136,27.480135999999998,21.760136,20.960136,21.980135999999998,21.960136,21.960136,25.740136,14.420136,32.000136,24.040135999999997,29.320135999999998,22.700135999999997,23.140136,20.380136,24.100136,18.580136,23.960136,24.600136,17.960136,20.380136,18.720136,20.920136,23.840135999999998,19.380136,23.160135999999998,17.880136,20.560136,26.000135999999998,23.160135999999998,19.335068,21.660135999999998,20.600136,22.320135999999998,21.700135999999997,19.120136,22.940136,17.020135999999997
31,11,2,24.990975,18.530975,23.270975,22.370975,21.630975,17.550975,26.150975,23.370975,23.670975,24.530975,22.470975,26.130975,23.110975,22.310975,19.590975,24.030975,27.070975,23.290975,26.030975,22.330975,23.010975,22.190975,23.030975,22.070975,23.930975,19.470975,26.070975,22.310975,25.190975,22.130975,28.010975,22.210975,21.470975,22.610975,22.690975,22.470975,26.250975,14.856829000000001,32.550975,24.830975,30.590975,23.210975,23.670975,20.790975,24.670975,19.090975,24.460488,25.110975,18.470975,20.890975,19.230975,21.550975,24.350975,19.890975,23.590975,18.390975,21.290975,26.510975,23.730975,19.790975,22.170975,21.110975,22.970975,22.290975,19.630975,23.450975,17.530975
32,12,0,25.733129,19.101565,23.881565,22.941565,22.201565,18.113129,27.521565000000002,23.941565,24.373129000000002,25.101565,23.301565,27.121565000000004,23.761565,22.861565,20.301565,24.833129,27.741565,23.981565,26.741565,22.961565,23.581564999999998,22.861565,23.753129,22.661565,24.421565,20.201565,26.701565000000002,22.861565,26.001565,22.701565,28.581565,22.821565,22.121565,23.321565,23.433129,23.081564999999998,27.313128999999996,15.241565,33.661565,25.501565,31.601565,24.013129,24.861565,21.881565,25.373129000000002,19.741564999999998,24.993129,26.013129,18.981565,21.461565,19.961565,22.121565,25.261565,20.561564999999998,24.221565,18.981565,22.041565,27.593128999999998,24.381565,20.301565,22.761565,21.893129000000002,23.713129000000002,22.961565,20.201565,24.021565,18.101565
