,measure_number,beat_number,pid1263b-08,pid5667203-04,pid5667207-03,pid58917-02,pid6100022-02,pid6100022-05,pid610003b-12,pid9048b-12,pid9049b-08,pid9050b-08,pid9054b-08,pid9055b-08,pid9058b-08,pid9059b-12,pid9060b-06,pid9061b-05,pid9062b-11,pid9063b-12,pid9064-19,pid9065-24,pid9066b-08,pid9068-17,pid9069-08,pid9070b-20,pid9072b-12,pid9073b-12,pid9074g-08,pid9075b-08,pid9079-07,pid9089-03,pid9090-19,pid9093b-14,pid9094b-08,pid9099b-12,pid9101c-02,pid9103-18,pid9104b-08,pid9111b-10,pid9118b-12,pid9119-12,pid9129-22,pid9133-08,pid9138b-08,pid9139b-08,pid9149-13,pid9153b-08,pid9157-11,pid9166l-02,pid9170b-08,pid9174b-08,pid917506-06,pid9179-10,pid918807-13,pid918821-10,pid918824-06,pid9192b-08
10,4,1,5.795102,5.955102,6.375102,7.195102,4.395102,4.295102,6.955102,6.535101999999999,6.055102,5.3151019999999995,5.935102,5.755102,4.755102,4.555102,4.675102,7.635102000000001,5.455102,6.515102,5.695101999999999,5.935102,5.655101999999999,4.820204,8.595102,5.015102,4.7751019999999995,5.915102,6.175102,4.635102,5.435102,6.475102,7.255102000000001,5.455102,5.145306,4.435102,4.475102,4.855102,6.115101999999999,4.715102,7.035102,4.455102,5.7351019999999995,5.7751019999999995,5.595102,5.475102,4.935102,5.475102,5.655101999999999,6.035101999999999,5.555102,5.115101999999999,6.155101999999999,5.2351019999999995,6.835102,4.895102,6.555102000000001,4.795102
11,4,2,6.387347,6.707347,6.968673,7.887347,4.847347,4.8673470000000005,7.567347,7.067347,6.427347,5.967347,6.427347,6.3673470000000005,5.2873470000000005,5.047347,5.187347,8.487347,6.027347,7.047347,6.387347,6.3673470000000005,6.087347,5.387347,9.347347000000001,5.482449,5.247347,6.467347,6.627347,5.139779,5.927347,7.087347,7.727347,6.047347,5.707347,4.927347,4.987347,5.447347,6.607347,5.307347,7.8673470000000005,4.907347,6.587347,6.347347,6.167347,6.047347,5.547347,6.007347,6.247347,6.667347,6.247347,5.667347,6.767347,5.847347,7.247347,5.387347,7.187347,5.307347
12,5,0,6.904082000000001,7.384082,7.444082000000001,8.664082,5.484082,5.30852,8.204082000000001,7.744082000000001,6.884082,6.45852,6.804082000000001,7.104082000000001,5.762347,5.524082,5.824082,9.117041,6.56568,7.476816,7.304082000000001,6.818149000000001,6.680816,5.991408,10.984082,6.06352,5.854694,7.044082,7.023408,5.600583,6.564082000000001,7.4661729999999995,8.316816000000001,6.684082000000001,6.204082,5.541361,5.597041,5.904929,7.144082000000001,5.924082,8.784082000000001,5.3528459999999995,7.224082000000001,7.084082,6.625408,6.580816,6.120583,6.599014,6.884082,7.304082000000001,6.904082000000001,6.384082,7.764082000000001,6.484082,7.7370410000000005,5.997041,7.844082000000001,5.937041000000001
13,5,1,7.4681630000000006,7.988163,7.688163,9.548163,6.068162999999999,5.788163,8.808163,8.228163,7.308163,6.8481630000000004,7.368163000000001,7.808163,6.328163,6.168163,6.028163,9.708163,7.148163,8.028163000000001,7.948163,7.268163,6.768163,6.428163,11.448163000000001,6.428163,6.2681629999999995,7.448163,7.568163,6.128163,7.168163000000001,7.988163,8.868163000000001,7.128163000000001,6.808163,6.028163,6.108162999999999,6.368163,7.4681630000000006,6.528163,9.548163,5.648162999999999,7.908163,7.788163000000001,7.208163000000001,7.148163,6.648163,7.228163,7.568163,7.508163000000001,7.608163,6.988163,8.408163,7.088163000000001,8.306327,6.208163,8.628163,6.448163
14,5,2,7.8653059999999995,8.445306,8.145306,10.145306,6.347755,6.105306,9.265305999999999,8.765305999999999,7.725306,7.305306,7.805306,8.285306,6.825305999999999,6.645306,6.4053059999999995,10.245306,7.845306,8.485306,8.387653,7.645306,7.225306,6.765306,11.905306,6.885306,6.725306,7.9053059999999995,8.205306,6.545306,7.625306,8.325306,9.365306,7.525306,7.185306,6.305306,6.429412999999999,6.725306,8.065306,6.985306,10.105306,5.965306,8.345305999999999,8.245306,7.581769,7.605306,7.105306,7.685306,8.065306,8.005306,8.105306,7.425306,8.841769000000001,7.545306,8.885306,6.585306,9.085306,6.8653059999999995
15,6,0,8.257143,8.763571,8.317143,10.577143,6.653571,6.463571,9.657143,9.237143,8.037142999999999,7.737143,8.117142999999999,8.737143,7.237143,6.937142999999999,6.917142999999999,10.697142999999999,8.277142999999999,8.897143,8.737143,8.017142999999999,7.517142999999999,7.0771429999999995,12.797143,7.257142999999999,7.017142999999999,8.337143,8.597142999999999,6.877142999999999,8.157143,8.797143,9.797143,7.837142999999999,7.5635710000000005,6.697143,6.737143,7.237143,8.457142999999999,7.5371429999999995,10.817143,6.277143,8.737143,8.597142999999999,7.917142999999999,7.9971429999999994,7.433571000000001,8.577143,8.617142999999999,8.497143,8.557143,7.777143,9.137143,7.937142999999999,9.317143,6.837142999999999,9.597142999999999,7.177142999999999
16,6,1,8.563673,9.023672999999999,8.643673,10.983673,6.963673,6.663672999999999,9.983673,9.583673,8.383673,8.103672999999999,8.433418,9.043673,7.563673,7.303673,7.243672999999999,11.103672999999999,8.603672999999999,9.223673,9.063673,8.263672999999999,8.017347000000001,7.383673,13.343673,7.583672999999999,7.283672999999999,8.703673,8.943673,7.203672999999999,8.503673,9.123673,10.123673,8.123673,7.883673,6.923673,7.003672999999999,7.623672999999999,8.763672999999999,7.8636729999999995,11.223673,6.583672999999999,9.063673,8.943673,8.243673,8.306837,7.743672999999999,9.023672999999999,8.943673,8.843672999999999,8.943673,8.063673,9.483673,8.263672999999999,9.643673,7.143673,9.923672999999999,7.503672999999999
17,6,2,8.993469000000001,9.377823,9.033469,11.453469,7.293469,6.953469,10.473469,10.073469000000001,8.773469,8.533469,8.873469,9.493469000000001,7.973469000000001,7.753469,7.793469,11.573469000000001,9.033469,9.693469,9.573469000000001,8.693469,8.533469,7.833469,14.053469,7.953469,7.633469,9.133469,9.353469,7.573469,8.933469,9.593469,10.593469,8.493469000000001,8.293469,7.333469,7.3534690000000005,7.973469000000001,9.093469,8.313469,11.633469,6.8934690000000005,9.533469,9.373469,8.633469,8.793469,8.233469,9.513469,9.433469,9.373469,9.473469,8.453469,9.793469,8.753469,10.093469,7.533469,10.333469000000001,7.8934690000000005
18,7,0,9.393469,9.753469,9.460408000000001,11.876939,7.633469,7.273469,10.873469,10.573469000000001,9.237755,8.913469000000001,9.347347000000001,9.953469,8.413469000000001,8.163878,8.193469,12.096939,9.433469,10.143877999999999,10.093469,9.045867,8.873469,8.253469,14.673469,8.333469000000001,7.973469000000001,9.533469,9.733469,7.973469000000001,9.333469000000001,9.993469000000001,10.996939,8.793469,8.737755,7.733469,7.733469,8.730816,9.553469,8.727347,12.033469,7.293469,9.933469,9.773469,8.973469,9.193469,8.693469,9.936939,9.853469,9.887347,9.873469,8.793469,10.153469,9.133469,10.473469,7.9334690000000005,10.753469,8.273469
19,7,1,9.801633,10.181633,9.901633,12.301633,8.021633,7.6016330000000005,11.281633,11.001633,9.761633,9.361633,9.821633,10.381633,8.941633,8.621633000000001,8.561633,12.681633,9.841633,10.601633,10.521633,9.361633,9.181633,8.721633,15.281633,8.735816,8.281633,9.961633,10.081633,8.381633,9.821633,10.361633,11.421633,9.141633,9.261633,8.141633,8.141633,9.241633,9.961633,9.261633,12.481633,7.661633,10.341633,10.161633,9.381633,9.561633,9.101633,10.361633,10.255816000000001,10.361633,10.321633,9.141633,10.535816,9.561633,10.833878,8.401633,11.321633,8.681633
20,7,2,10.283265,10.583264999999999,10.383265,12.943265,8.383265,7.863264999999999,11.763264999999999,11.403265,10.143265,9.843264999999999,10.263264999999999,10.803265,9.403265,9.103264999999999,8.843264999999999,13.303265,10.323265,11.163264999999999,10.943265,9.623265,9.543265,9.083264999999999,15.963265,9.103264999999999,8.605751,10.443265,10.503264999999999,8.863265,10.243265,10.683264999999999,11.903265,9.503264999999999,9.543265,8.563265,8.563265,9.723265,10.329038,9.743265,13.049796,7.9433240000000005,10.663264999999999,10.543265,9.723265,10.023264999999999,9.503264999999999,10.723265,10.683264999999999,10.843264999999999,10.723265,9.563265,11.003264999999999,10.043265,11.223265,8.763264999999999,11.683264999999999,9.063265
21,8,0,10.691429,10.971428999999999,10.852857,13.351429000000001,8.831429,8.271429,12.171429,11.811428999999999,10.551428999999999,10.291428999999999,10.551428999999999,11.451429,9.810714,9.551428999999999,9.251429,13.871429000000001,10.871429,11.611429,11.311428999999999,10.031429,9.971428999999999,9.491429,16.771429,9.411429,8.971428999999999,10.871429,10.871429,9.271429,10.651428999999998,11.091429,12.311428999999999,9.911429,9.951429,8.911429,8.951429,10.171429,10.851429,10.211428999999999,13.572857,8.271429,11.071429,10.911429,10.131428999999999,10.431429,9.831429,11.311428999999999,11.151428999999998,11.414286,11.111429,9.971428999999999,11.471428999999999,10.451429,11.611429,9.171429,12.091429,9.471428999999999
22,8,1,11.148912,11.208494,11.348912,13.708912,9.248911999999999,8.568912,12.648912,12.327823,11.008911999999999,10.788912,10.948912,11.988912,10.228912,10.048912,9.668911999999999,14.468912,11.248911999999999,12.228912,11.688912,10.388912,10.528912,9.908911999999999,17.568912,9.768912,9.388912,11.388912,11.208912,9.748911999999999,11.188912,11.488912,12.768912,10.388912,10.448912,9.248911999999999,9.288912,10.568912,11.328911999999999,10.688912,14.266735,8.708912,11.708912,11.328911999999999,10.608912,10.868912,10.148912,11.908911999999999,11.608912,11.928912,11.608912,10.448912,11.988912,10.928912,11.968912,9.588911999999999,12.508911999999999,9.948912
23,8,2,11.56898,11.74949,11.76898,14.247959,9.60898,8.98898,13.24898,12.928980000000001,11.428980000000001,11.22898,11.38898,12.36898,10.588980000000001,10.60898,9.96898,15.00898,11.78898,12.62898,12.24898,10.84949,10.928980000000001,10.38898,18.26898,10.06898,9.88898,11.848980000000001,11.60898,10.18898,11.74898,11.90898,13.24898,10.928980000000001,10.928980000000001,9.60898,9.60898,11.16898,11.68898,11.384898,14.92898,9.14898,12.28898,11.72898,11.18898,11.36898,10.588980000000001,12.48898,12.14898,12.348980000000001,12.27949,10.88898,12.74898,11.508980000000001,12.30898,9.94898,13.06898,10.588980000000001
24,9,0,12.254694,12.314694,12.230427,15.094694,10.068823,9.374694,13.934694,13.546939000000002,11.914694,11.744898,11.814694,12.894694,11.034694,11.154694000000001,10.354694,15.694694,12.214694,13.114694,12.794694,11.354694,11.334694,11.074694000000001,19.094694,10.514694,10.487449,12.334694,12.034694,10.614694,12.404898,12.414694,13.754694,11.527449,11.474694,10.134694,9.874694,11.414694,12.054694,12.194694,15.874694,9.594694,13.054694,12.174694,11.554694,11.854694,10.994694,13.232347,12.754694,12.894694,12.954694,11.374694,13.453469,12.194694,12.674694,10.448609,13.624898000000002,11.148087
25,9,1,12.891428999999999,13.071429,12.611429,16.071429000000002,10.671429,9.991429,14.571429,14.311429,12.411429,12.371429,12.371429,13.591429000000002,11.511429,11.791428999999999,10.991429,16.571429000000002,12.851429,13.771429000000001,13.411429,11.851429,12.031429,11.631428999999999,20.111429,11.111429,11.111429,12.971428999999999,12.531429,11.151428999999998,13.031429,13.051428999999999,14.371429000000001,12.151428999999998,12.111429,10.771429,10.351429,11.891428999999999,12.711428999999999,12.871429,16.911429000000002,10.091429,13.791429,12.831429,12.271429,12.431429,11.491429,13.731429,13.471429,13.351429000000001,13.612857,12.211428999999999,14.291429,12.831429,13.231429,10.991429,14.311429,11.571429
26,9,2,13.381224,13.561224,13.091403,16.561224,10.981224000000001,10.401224000000001,15.061224,14.901224,12.821224,12.861224,12.701224,14.141224,11.901224000000001,12.241224,11.501224,17.261224,13.481224,14.261223999999999,14.081223999999999,12.261224,12.641224000000001,12.081224,20.981223999999997,11.561224000000001,11.601224,13.481224,13.061224000000001,11.541224,13.521223999999998,13.441223999999998,14.821223999999999,12.635612,12.445611999999999,11.141224000000001,10.681224,12.261224,13.301224,13.361223999999998,17.501224,10.515122,14.281224,13.281224,12.681224,13.001224,11.881224000000001,14.201224,13.961224,13.821223999999999,14.121224,12.681224,14.781224,13.321223999999999,13.641224,11.361224,14.801224,11.981224000000001
27,10,0,13.824898000000001,13.89298,13.304898000000001,16.924898000000002,11.284898,10.684898,15.444898,15.324898000000001,13.164898,13.284898000000002,12.984898,14.544898000000002,12.244898,12.624898,11.864898,17.804898,13.944898,14.684898,14.424898,12.604898,13.004897999999999,12.424897999999999,21.724898,12.004897999999999,11.964898,13.884898000000002,13.464898000000002,11.844897999999999,13.904898000000001,13.804898000000001,15.204898000000002,12.944898,12.844897999999999,11.457449,11.004897999999999,12.764897999999999,13.764898,13.717448999999998,17.944898000000002,10.724898,14.724898000000001,13.644898000000001,13.064898,13.444898,12.197449,14.624898000000002,14.344898,14.244898000000001,14.504898,13.064898,15.124898000000002,13.704898000000002,14.007449,11.704898,15.204898000000002,12.284898
28,10,1,14.155918,14.155918,13.615917999999999,17.315918,11.555918,10.995918,15.795917999999999,15.715917999999999,13.495918,13.635917999999998,13.295917999999999,14.822273999999998,12.535917999999999,12.975918,12.155918,18.195918,14.295917999999999,15.035917999999999,14.815918,12.874319999999999,13.255918,12.735918,22.335918,12.335918,12.195917999999999,14.235918,13.755918,12.155918,14.275917999999999,14.155918,15.575918,13.235918,13.175918,11.755918,11.275917999999999,13.075918,14.095918,14.035917999999999,18.295918,11.035917999999999,15.037653,14.075918,13.335918,13.782959,12.495918,14.975918,14.675918,14.595918,14.895918,13.421837,15.435918,14.055918,14.275917999999999,11.995918,15.595918,12.595918
29,10,2,14.520544000000001,14.500544,13.960544,17.820544,11.920544,11.300544,16.300544,16.220544,13.835272,14.080544,13.760544,15.240544,12.900544,13.460544,12.600544000000001,18.700544,14.800544,15.500544,15.300544,13.255272,13.620544,13.200544,23.300544,12.720544,12.600544000000001,14.680544,14.175272,12.520544000000001,14.660544,14.520544000000001,16.000544,13.600544000000001,13.520544000000001,12.180544,11.620544,13.460544,14.435272,14.500544,18.720544,11.360544,15.480544,14.580544,13.775272,14.220544,12.920544,15.440544000000001,15.120544,15.100544000000001,15.360544,13.960544,15.760544,14.560544,14.660544,12.400544,16.120544,13.000544
30,11,0,14.905714000000001,14.865714,14.345714000000001,18.245714000000003,12.265714,11.681429,16.685714,16.705714,14.185714,14.465714000000002,14.145714000000002,15.645714000000002,13.285714000000002,13.865714,12.945714,19.205714,15.185714,15.925714000000001,15.705714000000002,13.625714000000002,13.985714000000002,13.561429,24.045714,13.105714,12.945714,15.065714000000002,14.525714,12.925714,15.025714,14.865714,16.405714,13.925714000000001,13.885714000000002,12.545714,11.965714,13.845714000000001,14.805714000000002,14.825714000000001,19.065714,11.725714,15.805714000000002,14.905714000000001,14.105714,14.605714,13.285714000000002,15.805714000000002,15.645714000000002,15.565714000000002,15.705714000000002,14.345714000000001,16.085714000000003,14.945714,15.045714000000002,12.825714,16.445714000000002,13.345714000000001
31,11,1,15.393877999999999,15.273878,14.693878,18.653878,12.593878,12.093878,17.093878,17.113878,14.553878,14.913878,14.513878,16.021939,13.690646,14.273878,13.333878,19.653878,15.613878,16.393878,16.113878,13.973878,14.331292999999999,14.053878,24.793878,13.493878,13.273878,15.513878,14.913878,13.353878,15.421939000000002,15.233878,16.833878,14.213878,14.273878,12.973878,12.373878,14.293878,15.213878,15.233878,19.433878,12.133878,16.213878,15.273878,14.533878,15.013878,13.653878,16.233878,16.193878,16.013878,16.153878,14.673878,16.453878,15.373878,15.433878,13.193878,16.833878,13.713878
32,11,2,15.675510000000001,15.69551,15.042755,19.11551,12.826367,12.542755,17.57551,17.59551,14.97551,15.29551,14.77551,16.27551,14.075510000000001,14.735510000000001,13.69551,20.13551,16.05551,16.812755,16.65551,14.377773999999999,14.655510000000001,14.415510000000001,25.51551,13.962755,13.63551,15.89551,15.335510000000001,13.751837,15.858503,15.575510000000001,17.25551,14.486107999999998,14.63551,13.37551,12.79551,14.606864999999999,15.63551,15.69551,19.875510000000002,12.51551,16.51551,15.61551,14.835510000000001,15.47551,14.03551,16.695510000000002,16.79551,16.47551,16.59551,15.13551,16.896378,15.835510000000001,15.85551,13.602754999999998,17.17551,14.09551
33,12,0,16.100816000000002,16.060816,15.440816,19.620816,13.240816,12.920816,18.040816,17.920816000000002,15.300816000000001,15.760816,15.060816,16.680816,14.460816000000001,15.100816,14.040816,20.600816000000002,16.460816,17.180816,17.040816,14.600816,15.080816,14.740816,26.200816,14.260816,14.020816,16.360816,15.640816000000001,14.080816,16.200816,16.040816,17.620816,14.840816,14.960816000000001,13.760816,13.120816,14.960816000000001,16.060816,16.040816,20.220816,12.760816,16.880816,15.980816,15.271633,15.780816,14.360816,17.080816,17.180816,16.940816,16.920816000000002,15.600816,17.300816,16.300816,16.220816,13.900816,17.580816,14.400816
34,12,1,16.429796,16.469796,15.889795999999999,20.049796,13.549795999999999,13.389795999999999,18.489796,18.289796,15.669796,16.149796,15.389795999999999,17.069796,14.889795999999999,15.429796,14.369796,21.089796,16.849795999999998,17.569796,17.549796,14.969795999999999,15.549795999999999,15.109796,27.069796000000004,14.529796,14.329796,16.809796,16.069796,14.469795999999999,16.589796,16.429796,18.049796,15.249796,15.329796,14.149795999999998,13.529796,15.209795999999999,16.329795999999998,16.509795999999998,20.669795999999998,13.129795999999999,17.269796,16.369796,15.669796,16.189795999999998,14.729795999999999,17.549796,17.589796,17.269796,17.409796,16.009795999999998,17.789796,16.749796,16.589796,14.289795999999999,17.999898,14.829796
35,12,2,17.027347,17.147347,16.567347,20.747347,14.107347,14.144694,19.167347,18.907347,16.127347,16.747347,15.927347,17.767347,15.547347,16.047347,14.947347,21.807347,17.447347,18.127347,18.367347,15.467347,15.927347,15.667347,28.027347,15.107347,14.907347,17.347347,16.687347,15.087347,17.207347,17.067347,18.647347,15.887347,15.987347,14.747347,14.147347,15.827347,16.807347,17.247347,21.367347,13.687347,18.027347,16.887347000000002,16.387347000000002,16.807347,15.367347,18.247347,18.287347,17.847347,18.167347,16.707347,18.467347,17.427347,17.167347,14.947347,18.607347,15.427347
36,13,0,17.527449,17.544898,16.968299,21.584898000000003,14.504898,14.884898000000002,19.844898,19.484898,16.564898,17.424898000000002,16.324898,18.344898,16.064898,16.624898,15.564898000000001,22.664898,17.995816,18.564898,19.204898,15.904898000000001,16.204898,16.224898,29.204897999999996,15.548298999999998,15.401632999999999,18.024898,17.204898,15.641632999999999,17.724898,17.550621,19.224898,16.744898000000003,16.364898,15.204898000000002,14.804898000000001,16.207449,17.224898,18.164898,21.904898,14.191654999999999,18.404898,17.444898000000002,17.044898,17.304898,16.044898,18.744898000000003,19.204898,18.324898,18.924898000000002,17.184898,19.014966,18.104898000000002,17.824898,15.464898000000002,19.264898000000002,16.004898
37,13,1,17.982449,18.142449,17.402449,22.242449,15.062448999999999,15.402448999999999,20.522448999999998,20.042448999999998,17.042448999999998,17.922449,17.002449,18.942449,16.642449,17.142449,16.102449,23.342449,18.582449,19.142449,19.662449,16.322449,16.522448999999998,16.702448999999998,30.362448999999998,15.962449,15.782449,18.542448999999998,17.782449,16.102449,18.202448999999998,17.782449,19.722448999999997,17.142449,16.822449,15.882449,15.462449,16.522448999999998,17.842449,18.702448999999998,22.482449,14.496224,18.902449,17.922449,17.702448999999998,17.782449,16.522448999999998,19.242449,19.722448999999997,18.722448999999997,19.502449,17.762449,19.402449,18.802449,18.622449,16.002449,19.782449,16.482449
38,13,2,18.379184,18.739183999999998,17.999184,22.799184,15.679184,15.899184,21.159184,20.459184,17.499184,18.379184,17.634592,19.439184,17.219184,17.699184,16.539184,23.879184,19.139184,19.679184,20.319184,16.999184,16.971312,17.139184,31.139184000000004,16.379184,16.199184,18.974592,18.299184,16.594592000000002,18.659184,18.179184,20.139184,17.759184,17.459184,16.359184,16.119184,16.999184,18.259184,19.359184,22.999184,14.939184,19.399183999999998,18.519184,18.219184,18.279184,16.959184,19.859184,20.259184,19.239183999999998,19.999184,18.379184,19.779184,19.419184,19.199184,16.499184,20.479184,17.019184
