,measure_number,beat_number,pid1263-12,pid9048-12,pid9054-12,pid9055-12,pid9058-12,pid9059-12,pid9060-12,pid9062-12,pid9063-12,pid9066-12,pid9067-12,pid9068-07,pid9072-12,pid9075-12,pid9087-06,pid9088-07,pid9090-05,pid9093-12,pid9097-14,pid9100b-16,pid9101-12,pid9104-12,pid9105-12,pid9111-12,pid9118-12,pid9137-08,pid9138-12,pid9139-12,pid9166d-19,pid9170-12,pid9173-17,pid9174-12,pid917803b-07,pid917807-07,pid9186c-12,pid9192-12
20,8,1,13.768026999999998,12.148027,11.148027,12.788027,9.628027000000001,9.508027,12.988027,14.848026999999998,12.908027,13.788027,11.048027000000001,11.768027,12.868027,10.169507000000001,11.008027,13.909507000000001,14.768026999999998,13.248026999999999,10.368027,11.748027,12.788027,14.148026999999999,16.108027,13.728026999999999,12.968027000000001,13.228026999999999,9.628027000000001,13.088027,11.788027,11.908027,11.388027000000001,11.268027,13.468027,13.208027,10.308027000000001,12.628027000000001
21,8,2,14.582381,12.742381,11.842381,13.202380999999999,10.002381,10.076189999999999,13.622380999999999,15.354126999999998,13.442381,14.162381,11.514626,12.362381,13.422381,10.612063000000001,11.462381,14.382381,15.302381,13.702380999999999,10.834127,12.262381,13.422381,15.102381,16.882381,14.242381,13.478095000000001,13.762381,10.27619,13.882381,12.242381,12.382381,11.902381,11.742381,14.002381,13.682381,10.782380999999999,13.522381
22,9,0,15.129705,13.229705,12.389705000000001,13.669704999999999,10.489705,10.449705,14.209705,15.949704999999998,13.969705,14.609704999999998,11.909705,13.009705,14.029704999999998,11.009705,12.069705,15.029704999999998,15.789705,14.069704999999999,11.289705,12.909705,13.949704999999998,15.589704999999999,17.809704999999997,14.609704999999998,13.849704999999998,14.289705,10.749705,14.449704999999998,12.729705000000001,12.789705,12.389705000000001,12.509705,14.509704999999999,14.129705,11.169902,14.109704999999998
23,9,1,15.623764000000001,13.703764000000001,13.163764000000002,14.083764000000002,10.883764,11.023764,14.823764,16.603764,14.523764000000002,15.023764000000002,12.363764,13.703764000000001,14.803764000000001,11.476882000000002,12.763764,15.583764000000002,16.323764,14.603764000000002,11.903764,13.683764000000002,14.823764,16.423764000000002,18.543764000000003,15.223764000000001,14.503764000000002,14.823764,11.203764,15.083764000000002,13.263764000000002,13.383764000000001,12.963764,12.843764,15.163764000000002,14.763764000000002,11.626882,15.003764000000002
24,9,2,16.456871,14.236870999999999,13.896870999999999,15.036871,11.396871,11.556871000000001,15.596870999999998,17.516871,15.196871,15.876871,12.976871000000001,14.236870999999999,15.676870999999998,12.056871000000001,13.516870999999998,16.356870999999998,17.016871,15.236870999999999,12.816871,14.456871,15.696871,17.376870999999998,19.356870999999998,15.956871,15.504354000000001,15.576870999999999,11.736871,15.876871,13.996870999999999,14.116871,13.676870999999998,13.556871,15.816870999999999,15.556871,12.156871,16.016871
25,10,0,17.375646,14.995645999999999,14.715646,15.995645999999999,12.035646,12.175646,16.375646,18.775646,16.175646,16.915646,13.622823,15.675645999999999,16.755646,12.795646000000001,14.315646,17.535646,17.835646,16.095646,13.655645999999999,15.315646,16.795645999999998,18.595646,20.415646,16.915646,16.655646,16.438549,12.355646,16.775646,14.875646,14.855645999999998,14.395646,14.155645999999999,16.475645999999998,16.475645999999998,12.575646,16.935646
26,10,1,18.177415,15.517415,15.257415,16.737415,12.497415,12.717414999999999,17.197415,19.757414999999998,16.917415,17.577415,14.137414999999999,16.317415,17.577415,13.497415,14.877415,18.257414999999998,18.477415,16.817415,14.297414999999999,15.957415,17.637415,19.357415,21.137415,17.697415,17.217415,16.997415,12.917415,17.637415,15.437415,15.437415,14.857415,14.657415,17.057415,17.097414999999998,12.997415,17.677415
27,10,2,18.615329,15.975329,15.615329000000001,17.175329,12.855329,13.138442999999999,17.935329,20.495329,17.375329,18.132664000000002,14.475329,16.795329000000002,18.035329,13.855329000000001,15.235329,18.595329,18.942664,17.255329,14.632664000000002,16.475329000000002,18.035329,19.915329,21.795329000000002,18.115329,17.595329,17.370888,13.235329,18.055329,15.875329,15.895329,15.235329,15.064221,17.455329000000003,17.555329,13.395329,18.032664
28,11,0,19.310204000000002,16.670068,16.070068,17.790067999999998,13.270067999999998,13.590067999999999,18.670068,21.130067999999998,18.010068,18.570068,14.970068,17.430135999999997,18.710068,14.410067999999999,15.770067999999998,19.110068,19.590068,17.870068,15.230068,17.050068,18.630067999999998,20.510068,22.410068,18.670068,18.070068,18.050068,13.610068,18.790067999999998,16.390068,16.350068,15.610068,15.550068,18.030068,17.930068,13.850067999999998,18.570068
29,11,1,19.867982,17.107982,16.407982,18.387982,13.647982,14.067982,19.147982,21.607982,18.507982000000002,18.947982,15.427982,17.925964,19.147982,14.848991,16.167982000000002,19.627982,20.067982,18.347982000000002,15.707982000000001,17.627982,19.207982,21.247982,23.127982,19.207982,18.507982000000002,18.507982000000002,13.967982000000001,19.427982,16.787982,16.747982,15.967982000000001,15.987982,18.567982,18.348991,14.247982,19.127982
30,11,2,20.306576,17.566576,16.766576,18.875525,14.066576000000001,14.458288,19.826576,22.326576,18.886576,19.326576,15.746576000000001,18.338288000000002,19.706576000000002,15.226576000000001,16.478288,19.986576,20.526576000000002,18.846576000000002,16.018288000000002,18.006576000000003,19.586576,21.706576000000002,23.786576,19.746576,18.926576,19.046576,14.246576000000001,19.866576000000002,17.246576,17.206576000000002,16.346576000000002,16.246576,18.966576,18.726576,14.606576,19.626576
31,12,0,21.065102,18.105102,17.305101999999998,19.725102,14.565102,14.985102,20.465101999999998,23.265102,19.545102,19.745102,16.245102,18.985101999999998,20.485101999999998,15.705101999999998,16.985101999999998,20.645101999999998,21.165101999999997,19.485101999999998,16.485101999999998,18.565102,20.225102,22.285102,24.825101999999998,20.345102,19.545102,19.925102,14.585102,20.435306,17.845102,17.805101999999998,16.885102,16.845102,19.485101999999998,19.365102,15.025101999999999,20.425102
32,12,1,21.90941,18.579705,17.919705,20.379704999999998,15.139705,15.639705,21.199704999999998,24.209410000000002,20.239704999999997,20.46941,16.84941,19.639705,21.179705,16.399704999999997,17.539704999999998,21.459705,21.88941,20.399704999999997,16.979705,19.299705,20.939705,23.14941,25.799705,20.930277,20.239704999999997,20.719704999999998,15.039705,21.099705,18.379704999999998,18.359704999999998,17.399704999999997,17.579705,20.039704999999998,20.079705,15.399704999999999,21.059704999999997
33,12,2,22.460907000000002,19.120907,18.485454,20.920907,15.640301999999998,16.240907,21.820907000000002,25.233635999999997,20.720907,21.040907,17.420907,20.140907000000002,21.860907,16.840907,18.060907,21.980907000000002,22.540907,20.953636,17.380907,19.860907,21.540907,23.940907,26.480907000000002,20.94574,20.860907,21.273636,15.490992000000002,21.740907,18.920907,18.840907,17.960907000000002,18.120907,20.580907,20.640907000000002,15.712576,21.680907
34,13,0,23.472925,20.212925,19.272925,22.012925,16.412925,16.912925,23.092925,26.452925,21.732925,22.552925,18.072925,20.852925,23.252925,17.412925,18.952925,23.212925,23.512925,21.952925,17.972925,21.172925,22.378776000000002,24.972925,27.572925,21.021357000000002,22.152925,22.212925,16.092925,22.892925,19.592925,19.792925,19.452925,19.012925,21.592925,21.892925,16.192925,22.772925
35,13,1,24.181110999999998,20.801111,19.861110999999998,22.641111,16.921111,17.441111,23.794444,27.341110999999998,22.361110999999998,23.241111,18.685556,21.421111,24.014444,17.921111,19.601111,23.894444,24.201110999999997,22.581111,18.541110999999997,21.761111,23.161111,25.685556,28.281111,21.275555999999998,22.701110999999997,22.881110999999997,16.575556,23.481111,20.132222,20.421111,20.474444000000002,19.541110999999997,22.181110999999998,22.481111,16.621111,23.503332999999998
36,13,2,24.957143,21.357143,20.417143,23.231429000000002,17.377143,17.893570999999998,24.497142999999998,27.911429,22.877143,24.397143,19.131429,21.997142999999998,24.745714000000003,18.257143,20.097143,24.725714,24.657142999999998,22.997142999999998,18.859048,22.677143,23.897143,26.377143,29.038571,21.296129999999998,23.124285999999998,23.457143,16.857143,23.977142999999998,20.697143,21.098571,21.457143,20.157142999999998,22.737143,23.004285999999997,16.997142999999998,24.177143
37,14,0,25.491179000000002,21.891179,21.071179,24.131179,17.951179,18.323529999999998,25.271179,28.931178999999997,23.411179,25.191179,19.500295,22.791179,25.471179,18.791179,20.791179,25.851179000000002,25.211179,23.511179000000002,19.271179,23.311179,24.551179,27.311179,29.891178999999998,21.302339,23.651179,24.371179,17.251179,24.751179,21.271179,21.811179,22.171179000000002,20.651179,23.206235999999997,23.466863,17.390295000000002,25.14059
38,14,1,26.165193,22.605193,21.585193,24.705192999999998,18.325193,18.967596,26.145193,29.965193,23.965193,25.805193,20.105193,23.465193,26.105193,19.325193,21.505193,26.557039000000003,25.925193,24.085193,19.765193,24.045192999999998,25.285193,28.025192999999998,30.745193,21.365192999999998,24.325193,24.925193,17.665193,25.525192999999998,21.885193,22.380385,22.767595999999998,21.345193,23.765193,24.045192999999998,17.785193,25.807596
39,14,2,26.634762,23.074762,21.974762,25.074762,18.734762,19.412381,26.834761999999998,30.694762,24.374762,26.194762,20.394762,23.934762,26.574762,19.674762,21.974762,26.914762,26.334761999999998,24.514762,20.094762,24.534762,25.694762,28.514762,31.414762,21.711098,24.714762,25.314761999999998,17.974762,25.974762,22.394762,22.834761999999998,23.174762,21.734762,24.174762,24.534762,18.154761999999998,26.234762
40,15,0,27.236712,23.473356,22.373356,25.633356,19.130839,19.793356,27.553356,31.313356,24.893356,26.573356,20.813356,24.453356,27.153356,20.033356,22.533356,27.313356,26.813356,24.913356,20.501678,24.933356,26.293356,29.003424,32.200068,21.717853,25.193356,25.833356,18.290671,26.533356,22.833356,23.293356,23.557785,22.193356,24.713356,24.893356,18.510479,26.653356
41,15,1,27.739501,23.879501,22.819501000000002,26.359501,19.424751,20.239501,28.259501,32.359501,25.359501,27.169002000000003,21.139501,24.959501,27.859501,20.419501,23.099501,27.739501,27.364751000000002,25.259501,20.859501,25.419501,26.979501000000003,29.579501,33.079501,21.724737,25.579501,26.299501,18.659501000000002,27.079501,23.299501,23.699501,23.884751,22.599501,25.219501,25.319501000000002,18.739501,27.199501
42,15,2,28.449796000000003,24.609796,23.689795999999998,27.469796000000002,19.929898,20.889796,29.249796000000003,33.429796,26.109796,28.129796000000002,21.889796,25.569796,28.749796000000003,21.109796,23.929796,28.549796,28.189796,25.809796,21.629796,26.189795999999998,28.149796000000002,30.509796,33.969796,21.737773999999998,26.189795999999998,26.989796000000002,19.469796,27.829796,23.969796,24.369796,24.589796,23.369796,25.889796,26.129898,19.449796,28.249796000000003
43,16,0,29.148639000000003,25.328639000000003,25.008639000000002,28.908639,20.388639,21.668639000000002,29.988639000000003,34.428639000000004,26.968639000000003,29.668639000000002,22.608639,26.288639,29.408639,21.808639000000003,24.688639000000002,29.548639,29.548639,26.448639,22.508639000000002,27.028639000000002,29.028639000000002,31.368639,35.107279,21.791331,26.868639,27.785918,20.368639,28.648639000000003,24.688639000000002,24.908639,24.968639000000003,23.888639,26.548639,26.728639,19.808639000000003,29.387279
44,16,1,29.648027000000003,25.848027,25.648027,29.388027,20.708026999999998,22.188026999999998,30.628027000000003,35.088027000000004,27.528027,30.268027000000004,23.048026999999998,26.788027000000003,29.868027,22.388026999999997,25.168027,30.048027,30.108027000000003,26.868027,23.088027,27.568027,29.668027000000002,32.108027,35.748027,22.048026999999998,27.408027,28.268027000000004,20.888026999999997,29.268027000000004,25.328027,25.388026999999997,25.468027,24.308027,27.068027,27.148027000000003,20.168027,29.948027000000003
45,16,2,30.234331,26.334331,26.134331,29.954331,21.194331,22.674331,31.334331,35.754331,28.174331,30.854331,23.534330999999998,27.354331,30.494331,22.79811,25.634331,30.534330999999998,30.714331,27.354331,23.442166,28.034330999999998,30.214331,32.774331,36.394331,22.451259,27.882165999999998,28.854331,21.454331,29.834331,25.874331,25.894331,26.214331,24.934331,27.614331,27.654331,20.531444,30.514331
46,17,0,30.84644,26.98644,26.68644,30.646440000000002,21.72644,23.26644,32.06644,36.58644,28.886440000000004,32.08644,24.22644,27.966440000000002,31.22822,23.326073,26.302146999999998,31.34644,31.266440000000003,27.886440000000004,23.96644,28.68644,30.946440000000003,33.42644,37.10644,22.460992,28.48644,29.586440000000003,22.18644,30.48644,26.426440000000003,26.51822,27.046440000000004,25.56822,28.306440000000002,28.32822,20.84644,31.306440000000002
47,17,1,31.803015999999996,27.843016,27.223015999999998,31.903015999999997,22.326508,24.003016,33.023016,37.723015999999994,30.123015999999996,33.563016,25.043016,28.643015999999996,32.056032,24.083016,27.023016,32.423016,31.983015999999996,28.663016,24.876507999999998,29.523016,31.923015999999997,34.583016,38.083016,22.701005,29.383015999999998,30.563015999999998,23.003016,31.283015999999996,27.203015999999998,27.363016,28.323016,26.663016,29.036508,29.283015999999996,21.343016,32.363015999999995
48,17,2,32.493152,28.713152,27.913152,33.373152000000005,23.093152,24.873151999999997,34.073152,39.045759999999994,30.993152000000002,34.613152,25.733152,29.473152000000002,33.213152,24.933152,27.973152000000002,33.453152,32.813152,29.953152000000003,25.713151999999997,30.533152,33.353152,35.913152000000004,39.353152,23.019185999999998,30.393152,31.533152,24.153152,32.453152,28.073152,28.593152000000003,29.993152000000002,27.545759999999998,29.893152,30.153152000000002,21.993152,33.633152
49,18,0,32.984626,29.324626000000002,28.424626,34.004626,23.664626000000002,25.424626,34.684626,39.844626,31.524626,35.044626,26.144626000000002,29.964626000000003,33.744626000000004,25.424626,28.664626000000002,33.904626,33.344626,30.364626,26.184626,31.344626,34.024626,36.584626,40.064626000000004,23.256925,30.877313,32.184626,24.764626,33.104626,28.544626,29.084626,30.524626,28.344626,30.404626,30.644626000000002,22.384626,34.053656
50,18,1,33.630272,29.870271999999996,29.030271999999997,34.490272,24.170025,25.990272,35.550272,40.590272,32.030272,35.590272,26.510271999999997,30.430272,34.290271999999995,25.970272,29.170271999999997,34.450272,33.930271999999995,30.778053999999997,26.590272,31.890271999999996,34.710271999999996,37.150271999999994,40.730272,23.536099,31.283424,32.490272,25.350272,33.690272,29.050271999999996,29.530271999999997,31.250272,29.130271999999998,30.850271999999997,31.110272,22.830068,34.410272
51,18,2,34.186916,30.426916,29.486915999999997,34.986916,24.466916,26.606916,36.106916,41.146916,32.526916,36.206916,26.906916,30.866915999999996,34.746916,26.406916,29.666915999999997,35.046915999999996,34.446915999999995,31.226915999999996,27.126915999999998,32.366915999999996,35.266915999999995,37.686916,41.366915999999996,23.786916,31.708971999999996,33.406915999999995,25.786916,34.266915999999995,29.586916,30.006915999999997,31.786915999999998,29.746916,31.326915999999997,31.586916,23.246916,34.846916
52,19,0,34.662313,30.882313,29.926156,35.462313,24.776463,27.242313,36.542313,41.782313,32.982313,36.856156,27.242313,31.262313,35.236156,26.826156,30.102313,35.462313,34.882313,31.552463,27.562313,32.782313,35.762313,38.142313,42.042313,24.262313,32.102313,33.882313,26.142313,34.742313,30.122313000000002,30.382313,32.342313,30.242313,31.716155999999998,32.002313,23.622313000000002,35.094103999999994
53,19,1,35.122857,31.342857000000002,30.342857000000002,35.842857,25.102857,27.622857,37.082857000000004,42.222857,33.422857,37.262857000000004,27.562857,31.566429,35.582857000000004,27.282857,30.502857000000002,35.842857,35.282857,31.882857,28.022857000000002,33.162857,36.222857,38.562857,42.742857,24.722857,32.522857,34.342857,26.502857000000002,35.162857,30.582857,30.802857,32.742857,30.622857,32.102857,32.402857,23.976429,35.422857
54,19,2,35.582744,31.882744,30.742744000000002,36.282744,25.402744000000002,28.032124,37.462744,42.642744,33.862744,37.582744,27.862744,31.916371999999996,35.982744,27.582744,30.862744,36.272549,35.622744,32.146372,28.342744,33.502744,36.602744,39.022744,43.482744,25.242744000000002,32.822744,34.802744,26.762744,35.582744,31.015488,31.202744,33.082744,31.022744,32.476372,32.802744,24.302744,35.742744
55,20,0,36.117687,32.357687,31.177687,36.713844,25.697687,28.397687,37.857687,43.157687,34.297686999999996,37.997687,28.230853999999997,32.317687,36.317687,27.857687,31.337687,36.617687,35.997687,32.497687,28.777687,33.837687,37.037687,39.383844,44.397687,25.661281,33.217687,35.193844,27.037687,36.057687,31.577687,31.523844,33.493844,31.411537,32.877687,33.257687,24.597687,36.070640999999995
56,20,1,36.68322,32.80322,31.58322,37.12322,26.08661,28.823220000000003,38.30322,43.72322,34.763220000000004,38.30322,28.523220000000002,32.60322,36.66322,28.24322,31.60322,37.02322,36.403220000000005,32.69661,29.08322,34.18322,37.443220000000004,39.763220000000004,45.083220000000004,26.04322,33.50322,35.46322,27.40322,36.46322,31.998305,31.96322,33.903220000000005,31.78322,33.32322,33.60322,24.983220000000003,36.30322
57,20,2,37.157323999999996,33.257324,32.077324,37.477323999999996,26.317324,29.277324,38.797323999999996,44.217324,35.197324,38.817324,28.837324,32.937324,37.032441,28.657324,31.957324,37.432441,36.737324,32.997324,29.457324,34.537324,37.857324,40.217324,45.817324,26.413969,33.737324,36.057324,27.697324,36.877324,32.417324,32.337324,34.257324,32.177324,33.697324,33.977323999999996,25.317324,36.637324
58,21,0,37.675125,33.695125,32.415125,37.895125,26.575125,29.775125,39.175125,44.755125,35.575125,39.255125,29.075125,33.195125,37.295125,28.955125,32.235125,37.735125,37.095125,33.275125,29.795125,34.835125,38.250732,40.555125,46.455125,26.452284000000002,34.015125,36.495125,27.955125,37.294187,32.855125,32.635125,34.695125,32.555125,33.975125,34.275125,25.595125,36.950569
59,21,1,38.197143,34.137143,32.837143,38.237142999999996,26.865714,30.257143,39.557142999999996,45.183571,35.997143,39.674524,29.345714,33.513571,37.617143,29.303571,32.551786,38.117143,37.463571,33.525714,30.252381,35.137143,38.517143,40.917142999999996,47.057142999999996,26.614586,34.317143,36.925714,28.219047999999997,37.603571,33.233571000000005,33.057142999999996,35.057142999999996,32.977143,34.333571,34.657143,25.917143,37.157143
60,21,2,38.619637,34.559637,33.219637,38.499637,27.159637,30.615927000000003,39.879637,45.559637,36.399637,40.019637,29.599637,33.799637,37.879637,29.579636999999998,32.859637,38.419637,37.799637,33.759637,30.534819,35.439637,38.879637,41.219637,47.639637,26.759636999999998,34.619637,37.339636999999996,28.499637,37.939637,33.539637,33.399637,35.324819,33.319637,34.644819,34.939637,26.199637,37.419637
