,measure_number,beat_number,pid1263-14,pid52932-07,pid9048-14,pid9050-14,pid9054-14,pid9055-14,pid9058-14,pid9059-14,pid9062-14,pid9063-14,pid9064-09,pid9065-09,pid9066-14,pid9067-14,pid9068-09,pid9072-14,pid9074f-14,pid9075-14,pid9078-06,pid9081-02,pid9088-09,pid9090-07,pid9093-14,pid9094-14,pid9098-01,pid9099-14,pid9100b-10,pid9101-14,pid9103-08,pid9104-14,pid9105-14,pid9115-08,pid9118-14,pid9126-02,pid9128-10,pid9130-06,pid9138-14,pid9139-14,pid9153-14,pid9166e-07,pid9170-14,pid9173-19,pid9174-14,pid9185-01,pid9186c-14,pid9192-14
10,5,0,8.563265,8.163264999999999,8.063265,7.303265,9.603264999999999,6.063265,7.323264999999999,5.643265,6.486633,7.6866330000000005,6.783264999999999,8.423264999999999,6.983264999999999,7.1032649999999995,6.703264999999999,6.723265,7.743264999999999,7.743264999999999,7.383265,7.423265,7.906633,6.983264999999999,7.343265,8.623265,6.983264999999999,6.323265,7.5632649999999995,7.1432649999999995,7.583264999999999,6.863264999999999,7.523264999999999,7.303265,8.343264999999999,6.2632650000000005,5.603265,11.263264999999999,7.343265,7.523264999999999,7.6032649999999995,6.546633,6.823264999999999,5.743265,7.243264999999999,7.623264999999999,8.583264999999999,5.7632650000000005
11,5,1,9.426304,9.006304,8.726303999999999,7.8263039999999995,10.278152,6.646304,8.086304,6.246304,7.206303999999999,8.186304,7.766303999999999,9.086304,7.966303999999999,7.766303999999999,7.246303999999999,7.3663039999999995,8.166304,8.566303999999999,8.146303999999999,7.9063039999999996,8.946304,7.586303999999999,8.246303999999999,9.766304,7.686304,6.9063039999999996,8.219538,8.106304,8.026304,7.486304,8.266304,7.946304,9.126304,6.8663039999999995,6.206304,12.346304,7.8663039999999995,8.466304,8.286304,7.146304,7.606304,6.406304,8.166304,8.206304,9.546304,6.4863040000000005
12,5,2,9.985397,9.585397,9.325397,8.365397,10.725397000000001,7.265397,8.645397,6.685397,7.765397,8.725397000000001,8.325397,9.645397,8.487698,8.205397,7.865397,7.985397,8.725397000000001,9.145397,8.605397,8.363849,9.685397,8.065397,8.805397,10.545397,7.9017990000000005,7.405397,8.705397,8.665397,8.845397,8.045397,8.825397,8.505397,9.725397000000001,7.545397,6.567698,13.445397,8.445397,9.025397,8.845397,7.7053970000000005,8.225397000000001,6.965397,8.825397,8.705397,10.145397,7.045397
13,6,0,11.273061,10.613061,10.193061,9.133061,11.23102,7.813061,9.293061,7.273061,8.445306,9.393061,9.313061,10.328367,8.853061,8.713061,8.833061,8.693061,9.313061,10.093061,9.173061,9.133061,10.353061,8.893061,9.493061,11.313061,8.613061,8.113061,9.313061,9.433061,9.593061,8.833061,9.613061,9.073061000000001,10.653061,8.373061,7.0530610000000005,15.053060999999998,8.953061,9.713061,9.533061,8.533061,9.013061,8.113061,9.353061,9.313061,10.933061,7.753061
14,6,1,12.055601,11.315601,10.955601,9.915600999999999,11.695601,8.275601,9.755600999999999,7.875601,9.115601,10.115601,9.7128,10.995600999999999,9.275601,9.215601,9.4328,9.2528,9.735600999999999,10.815601,9.795601,9.795601,10.995600999999999,9.675601,9.975601,12.155600999999999,9.055601,8.7128,9.9528,10.135601,10.235600999999999,9.515601,10.195601,9.5728,11.255600999999999,9.035601,7.535601,15.895601000000001,9.415600999999999,10.455601,10.1128,9.115601,9.555601,8.8528,9.935601,10.195601,12.035601,8.6528
15,6,2,12.634058999999999,11.954058999999999,11.554059,10.514059,12.274059,8.754059,10.294058999999999,8.354059,9.794058999999999,10.574059,10.214058999999999,11.674059,9.734059,9.794058999999999,9.974059,9.754059,10.314059,11.438118,10.314059,10.274059,11.494059,10.194059,10.394059,12.734059,9.594059,9.234059,10.454058999999999,10.722177,10.734059,10.014059,10.774059,10.014059,11.754059,9.534059,8.034059,16.774059,9.954058999999999,11.054059,10.654059,9.694059,10.134058999999999,9.274059,10.514059,10.754059,12.614059,9.154059
16,7,0,13.317778,12.697778,12.197778,11.137777999999999,12.797778,9.28254,10.837778,8.877778,10.317778,11.157778,10.917778,12.197778,10.277778,10.277778,10.717778,10.297778,10.777778,12.137777999999999,10.877778,10.737778,12.017778,10.797778,10.917778,13.277778,10.077778,9.757778,10.977778,11.277778,11.437778,10.537778,11.377778,10.477778,12.297778,10.077778,8.537778,17.537778,10.397778,11.697778,11.297778,10.257778,10.697778,9.797778,11.177778,11.337778,13.277778,9.597778
17,7,1,13.784059,13.304059,12.684059,11.884058999999999,13.304059,9.664059,11.304059,9.384058999999999,10.724059,11.664059,11.644059,12.604059,10.718515,10.744059,11.344059,10.784059,11.224059,12.564059,11.404059,11.144059,12.424059,11.284059,11.384058999999999,13.764059,10.544058999999999,10.184059,11.464058999999999,11.784059,11.904059,11.304059,11.884058999999999,10.884058999999999,12.804059,10.524059,9.004059,18.564059,10.827029,12.264059,11.964058999999999,10.764059,11.124058999999999,10.187028999999999,11.764059,11.704058999999999,13.904059,10.084059
18,7,2,14.309116,13.889116,13.309116,12.549116,13.789116,10.409116000000001,11.949116,10.049116,11.214779,12.149116000000001,12.089116,13.069116000000001,11.129116,11.289116,12.029116,11.329116,11.809116,13.249116,12.049116,11.709116,13.209116,11.809116,11.949116,14.389116,11.009116,10.789116,12.169116,12.389116,12.469116,11.869116,12.469116,11.369116,13.389116,11.069116000000001,9.709116,19.809116,11.289116,12.869116,12.569116000000001,11.309116,11.749116,10.669116,12.549116,12.509116,14.609116,10.549116
19,8,0,15.100091,14.820091,14.160091,13.380091,14.320091,10.980091,12.600091,10.880091,11.600091,12.720091,12.640091,13.500091000000001,11.680091000000001,11.800091,12.640091,11.960091,12.620091,14.220091,12.860091,12.420091000000001,13.860091,12.360091,12.400091,15.200091,11.400091,11.560091,13.140091,13.180091000000001,13.240091,12.580091,13.000091000000001,12.040091,14.020091,11.560091,10.460091,21.080091,11.860091,13.700091,13.460091,12.040091,12.640091,11.360091,13.360091,13.040091,15.900091,11.400091
20,8,1,15.709432999999999,15.429433,14.729432999999998,14.029433,15.089432999999998,11.549433,13.029433000000001,11.569433,12.169433,13.289432999999999,13.049433,13.969432999999999,12.069433,12.229433,13.129432999999999,12.469433,13.109433,14.829432999999998,13.409432999999998,12.849433,14.269433,12.709433,12.809433,15.709432999999999,11.809433,12.129433,13.449432999999999,13.749432999999998,13.889432999999999,13.009433,13.769433,12.469717,14.689433,12.129433,10.889433,21.949433,12.329433,14.549432999999999,14.149432999999998,12.649433,13.169432999999998,11.869433,14.229432999999998,13.589717000000002,16.429433,11.969433
21,8,2,16.473152,16.001576,15.393151999999999,14.613152,15.973151999999999,12.153152,13.713152,12.353152,12.833152,14.053151999999999,13.684384,14.733151999999999,12.653152,12.693152,13.651576,13.153151999999999,13.693152,15.673151999999998,13.953152,13.371051000000001,14.753151999999998,13.081576,13.293152,16.313152,12.353152,12.793152000000001,13.973151999999999,14.353152,14.613152,13.393151999999999,14.373152,12.937717,15.393151999999999,12.721575999999999,11.453152000000001,23.113152,12.813152,15.191576000000001,14.753151999999998,13.273152,13.733151999999999,12.333152,15.193152,14.173151999999998,17.013151999999998,12.473152
22,9,0,17.533151999999998,16.582629999999998,16.24263,15.342629999999998,16.602629999999998,13.02263,14.535260999999998,13.28263,13.482629999999999,14.542629999999999,14.402629999999998,15.382629999999999,13.86263,13.12263,14.242629999999998,13.94263,14.18263,16.74263,14.62263,13.922629999999998,15.60263,13.542629999999999,13.882629999999999,17.24263,13.00263,13.562629999999999,14.68263,15.355260999999999,15.10263,14.002629999999998,15.162629999999998,13.60263,16.422629999999998,13.402629999999998,12.14263,24.102629999999998,13.482629999999999,15.842629999999998,15.462629999999999,14.002629999999998,14.382629999999999,12.94263,15.78263,14.94263,17.602629999999998,13.06263
23,9,1,18.081338,17.141338,16.672268,16.121338,17.181338,13.501338,15.121338,13.841338,13.941338,14.979278,14.717926,15.841338,14.221338000000001,13.516485000000001,14.801338000000001,14.801338000000001,14.741338,17.301338,15.117926,14.461338,16.201338,13.958564,14.381338000000001,17.901338,13.360122,14.141338000000001,15.181338,15.941338,15.521338,14.421338,15.721338000000001,14.161338,16.981338,13.857134,12.561338000000001,25.001338,13.761338,16.381338,16.021338,14.541338,14.921338,13.501338,16.305669,15.701338,18.261338000000002,13.456268
24,9,2,19.273991,18.073991,17.333991,16.973991,18.033991,14.273991,16.033991,14.813991,14.713991,15.673991000000001,15.433991,16.713991,14.973991,14.193991,15.353991,15.553991,15.513991,18.493991,15.753991000000001,15.253991000000001,17.153991,14.633991,15.153991,19.113991,13.953991,14.953991,15.753991000000001,16.793991000000002,16.273991,15.273991,16.493991,14.721995000000001,17.693991,14.513991,13.073991,26.193946,14.373991,16.973991,16.833991,15.213991,15.953991,14.333991000000001,17.033991,16.513991,19.713991,13.913991000000001
25,10,0,20.27644,18.95644,18.21644,17.95644,18.47644,15.185479999999998,16.85644,15.23644,15.67644,16.416439999999998,15.995322,17.576439999999998,15.43516,14.644407000000001,15.91774,16.31644,16.039491,19.11644,16.256439999999998,15.83644,17.801584,15.296439999999999,15.65644,19.695805,14.49644,15.876439999999999,16.43644,17.360644,16.95644,15.937603,17.39644,15.23644,18.35644,15.116439999999999,13.638304999999999,27.176440000000003,14.796439999999999,17.87644,17.43644,15.73644,16.69644,15.23644,17.65644,17.01644,20.65644,14.456439999999999
26,10,1,21.143356,19.563356,18.803356,18.683356,19.063356,15.703356,17.483356,16.003356,16.283356,16.983356,16.148671,18.166678,15.748892999999999,15.123356,16.263355999999998,16.843356,16.523356,19.667785000000002,16.783356,16.246678,18.223356,15.769051000000001,16.203356,20.203356,14.963356,16.483356,16.908671,17.803356,17.503356,16.563356,18.003356,15.836678,18.886678,15.583356,14.270067999999998,28.723356,15.203356,18.663356,17.908339,16.323356,17.323356,15.923356,18.123356,17.563356,21.803356,14.927785
27,10,2,21.814807000000002,20.214807,19.494807,19.514807,19.754807,16.354807,18.434807,16.474807000000002,17.034807,17.614807,16.714807,18.934807,16.314807000000002,15.714807,16.854807,17.374807,17.274807,20.274807,17.354807,16.854807,18.894807,16.334807,16.774807,20.794807000000002,15.514807000000001,17.074807,17.534807,18.454807000000002,18.154807,17.474807000000002,18.654807,16.354807,19.534807,16.254807,14.814807,29.679615000000002,15.754807000000001,19.374807,18.554807,16.994807,17.954807000000002,16.414807,18.814807000000002,18.154807,22.554807,15.479614999999999
28,11,0,22.731202,20.971201999999998,20.231202,20.571202,20.591202,17.471201999999998,19.251202,17.331201999999998,17.951202,18.451202,17.431202,19.851202,17.111202,16.571202,17.591202,18.151201999999998,17.991201999999998,21.171201999999997,18.171201999999997,17.751202,19.851202,16.891202,17.651201999999998,21.711202,16.191202,17.911202,18.391202,19.250401,19.071202,18.812404,19.551202,17.031202,20.451202,17.091202,15.631201999999998,30.791202000000002,16.311201999999998,20.391202,19.391202,17.971201999999998,18.751202,17.291202,19.811201999999998,18.931202,23.631202,16.311201999999998
29,11,1,23.322154,21.522154,20.822154,21.342154,21.202154,17.922154000000003,19.842154,17.802154,18.462154,19.082154,17.962154,20.342154,17.636077,17.162154,18.282154000000002,18.702154,18.442154000000002,21.662154,18.654051000000003,18.122154000000002,20.582154,17.322154,18.262154000000002,22.342154,16.902154,18.542154,19.082154,19.702154,19.622154000000002,19.662154,20.182154,17.442154000000002,20.862154,17.522154,16.062154,31.894308000000002,16.722154,21.022154,19.822154,18.422154000000003,19.242154,17.882154,20.602154000000002,19.322154,24.282154000000002,16.722154
30,11,2,23.765397,22.005397,21.405397,21.945397,21.625397,18.505397,20.525397,18.333849,19.005397,19.548466,18.387698,20.825397,18.025397,17.627698000000002,18.885397,19.145397,19.005397,22.245397,19.085397,18.705397,21.057079,17.745397,18.757698,23.105397,17.465397,19.025397,19.628466,20.185397000000002,20.205397,20.233079,20.765397,17.917698,21.405397,18.045397,16.565397,33.006984,17.145397,21.525397,20.365397,18.965397,19.805397,18.285397,21.065397,19.895132,24.945397,17.085397
31,12,0,24.321745999999997,22.455873,21.881746,22.441746,21.961745999999998,18.761746,21.001746,18.661746,19.421746,19.961745999999998,18.721746,21.301745999999998,18.401746,17.961745999999998,19.295873,19.601746,19.401746,22.681746,19.461745999999998,19.041746,21.481745999999998,18.101746,19.081746,23.557937,17.885873,19.481745999999998,20.093915,20.601746,20.601746,20.521746,21.321745999999997,18.281746,21.821745999999997,18.441746,17.141745999999998,33.761746,17.441746,21.961745999999998,20.781746,19.541746,20.381746,18.701746,21.521746,20.301745999999998,25.461745999999998,17.401746
32,12,1,24.79805,22.99805,22.41415,23.15805,22.51805,19.21805,21.47805,19.21805,20.01805,20.47805,19.19805,21.87805,18.83805,18.47805,19.79805,20.03805,19.89805,23.47805,20.03805,19.51805,21.97805,18.55805,19.51805,24.07805,18.27805,20.03805,20.45805,21.09805,21.03805,21.13805,21.97805,18.89805,22.29805,18.91805,17.71805,34.67805,17.91805,22.63805,21.27805,20.11805,20.95805,19.13805,22.11805,20.85805,26.15805,17.95805
33,12,2,25.371111,23.591110999999998,23.091110999999998,23.751110999999998,23.391111,19.711111,22.031111,19.751110999999998,20.551111,21.131110999999997,19.671111,22.451110999999997,19.231111,18.971110999999997,20.352222,20.591110999999998,20.431110999999998,24.191111,20.651111,20.151111,22.591110999999998,19.011111,20.211111,24.611110999999998,18.851111,20.611110999999998,21.091110999999998,21.791110999999997,21.631110999999997,21.551111,22.551111,19.711111,22.871111,19.471110999999997,18.151111,35.691111,18.431110999999998,23.371111,21.951110999999997,20.651111,21.791110999999997,19.571111,22.871111,21.391111,26.931110999999998,18.631110999999997
34,13,0,25.906213,24.206213,23.746213,24.366213000000002,23.946213,20.306213,22.626213,20.306213,21.266213,21.806213,20.126213,23.182426,19.846213,19.466213,20.986213,21.406213,21.006213,25.166213,21.386213,20.666213,23.486213,19.486213,20.822426,25.186213000000002,19.388107,21.226213,21.548107,22.606213,22.206213,22.126213,23.106213,20.406213,23.562426000000002,20.026213000000002,18.706213,36.646213,18.966213,24.286213,22.666213,21.266213,22.446213,20.066213,23.626213,21.946213,27.946213,19.206213
35,13,1,26.467574,25.147574,24.470589999999998,25.067574,24.507573999999998,20.927574,23.247574,20.947574,22.027573999999998,22.387574,20.627574,23.967574,20.667574,20.167574,21.547573999999997,22.057869,21.507573999999998,25.965147,22.087574,21.307574,24.467574,20.167574,21.727574,26.353015999999997,20.067574,21.807574,22.257514999999998,23.387574,22.767574,22.607574,23.707573999999997,21.057868,24.387574,20.647574,19.387574,37.697869,19.487574,25.285147,23.407574,21.907574,23.207573999999997,20.567574,24.365147,22.547573999999997,28.893015999999996,19.847573999999998
36,13,2,27.021633,25.801633,25.181632999999998,25.681632999999998,24.916327,21.461633,23.881632999999997,21.481633,22.561633,22.921633,21.101633,24.461633,20.991939000000002,20.435816,22.221632999999997,22.661633,22.041632999999997,26.601633000000003,22.621633,21.881632999999997,25.141633,20.641633,22.261633,27.141633000000002,20.601633,22.301633,22.741633,24.081633,23.601633,23.321633,24.241633,21.641633,25.061633,21.341632999999998,19.721632999999997,38.741633,20.001632999999998,25.861632999999998,24.001632999999998,22.441633,23.941633,21.261633,25.081633,23.121633,29.481633000000002,20.461633
37,14,0,27.715010999999997,26.895011,26.055011,26.495010999999998,25.355010999999998,22.035010999999997,24.542506,22.155011,23.142506,23.442505999999998,21.547859,25.125034,21.307859,20.895011,23.015010999999998,23.322506,22.702506,27.435011,23.105004,22.555011,25.975011,21.126253,22.922506,27.815011,21.185004,22.955011,23.515010999999998,24.915011,24.335010999999998,24.110045,24.915011,22.155011,25.895011,21.975011,20.246253,40.260023,20.455011,26.475011,24.675010999999998,23.295011,24.545004000000002,22.175010999999998,25.545004000000002,23.682506,30.495010999999998,21.155011
38,14,1,28.379704999999998,27.799705,26.939705,27.279705,25.899704999999997,22.639705,25.179705,22.912426,23.939705,24.239704999999997,22.099705,25.839705,21.799705,21.459705,23.699704999999998,24.019705,23.299705,28.379704999999998,23.879704999999998,23.419705,26.857101,21.919705,23.559704999999997,28.739704999999997,21.799705,23.639705,24.379704999999998,25.899704999999997,25.059704999999997,24.991618,25.779705,22.859704999999998,26.639705,22.779705,21.039704999999998,41.519705,21.099705,27.359704999999998,25.419705,24.079705,25.239704999999997,23.219704999999998,26.239704999999997,24.839705,31.839705,22.179705
39,14,2,28.95195,28.3739,27.49195,27.81195,26.31195,23.05195,25.67195,23.39195,24.43195,24.61195,22.75195,26.33195,22.19195,21.89195,24.19195,24.47195,23.79195,28.9539,24.33195,23.89195,27.17195,22.33195,23.97195,29.25195,22.25195,24.09195,24.89195,26.4339,25.5139,25.41195,26.35195,23.13195,27.05195,23.21195,21.41195,42.39195,21.55195,27.89195,25.91195,24.63195,25.75195,23.57195,26.77195,25.430975,32.4139,22.6539
40,15,0,29.501587,29.181587,28.101587,28.401587,26.821587,23.601587,26.281587,23.921587,24.921587,25.161587,23.341587,26.841587,22.681587,22.341587,24.801586999999998,25.081587,24.241587,29.641587,24.881587,24.361587,27.701587,22.981587,24.541587,29.781587,22.721587,24.581587,25.461586999999998,27.041587,26.261587,26.021587,26.981587,23.681587,27.521587,23.721587,21.901587,43.281587,21.961586999999998,28.521587,26.541587,25.261587,26.281587,24.021587,27.321587,25.881587,33.201586999999996,23.101587
41,15,1,29.877475,30.092426,28.592426,29.172426,27.272426,23.992426000000002,26.732426,24.352426,25.352426,25.672426,23.852426,27.272426,23.101213,22.777475,25.652426000000002,25.612426,24.692426,30.212426,25.452426000000003,24.812426000000002,28.172426,23.452426000000003,25.032426,30.232426,23.232426,25.032426,26.172426,27.532426,26.752426,26.737475,27.492426000000002,24.072426,28.032426,24.172426,22.412426,44.572426,22.412426,29.152426000000002,27.052426,25.812426000000002,26.732426,24.352426,27.977279,26.292401,34.212426,23.592426
42,15,2,30.389705,30.949115999999997,29.109704999999998,29.929409999999997,27.729705,24.669705,27.229705,24.909705,25.849705,26.109704999999998,24.329705,27.749705,23.449941,23.149704999999997,26.349705,26.269705,25.269705,31.068526000000002,26.009705,25.389705,28.929705,23.849902,25.649704999999997,30.689940999999997,23.729705,25.569853,26.889705,28.169705,27.269705,27.269705,28.049705,24.529941,28.589705,24.689705,23.08941,45.849705,22.769705,29.709705,27.589705,26.449704999999998,27.329705,24.769963,28.789704999999998,26.409705,35.229704999999996,24.069705
43,16,0,31.258503,32.178503000000006,30.118503000000004,30.798503000000004,28.458503000000004,25.338503,27.838503000000003,25.798503,26.458503000000004,26.838503000000003,24.918503,28.378503000000002,24.078503,23.838503,27.218503000000002,27.138503000000004,26.138503,32.278503,26.878503000000002,26.234252,29.838503000000003,24.698503,26.378503000000002,31.518503000000003,24.678503,26.398503,28.018503000000003,29.058503,28.178503000000003,28.274252,28.978503000000003,25.338503,29.372834,25.238503,24.138503,47.378503,23.358503,30.838503000000003,28.524252,27.338503000000003,28.312834000000002,25.518503,29.858503000000002,27.498503000000003,36.538503000000006,25.038503
44,16,1,31.771882,32.671882000000004,30.751882000000002,31.351882,28.971882,25.991882,28.291882,26.351882,27.111882,27.271882,25.251882000000002,29.011882,24.425470999999998,24.251882000000002,27.710941,27.571882000000002,26.711882,32.911882,27.351882,26.671882,30.171882,25.051882,26.891882,31.991882,25.071882000000002,26.871882,28.39698,29.651882,28.811882,28.591882000000002,29.651882,25.751882000000002,30.051882,25.877294,24.671882,48.491882000000004,23.671882,31.471882,29.071882000000002,28.011882,28.791882,25.831882,31.011882,27.991882,37.031882,25.431882
45,16,2,32.323787,33.283787,31.363787,31.877574,29.783787,26.543787,28.843787,27.063786999999998,27.623787,27.883786999999998,25.783787,29.523787,24.903787,24.723786999999998,28.163787,28.183787,27.223786999999998,33.663787,27.883786999999998,27.183787,30.683787,25.483787,27.557574,32.503787,25.583787,27.403787,28.843787,30.183787,29.423787,28.983787,30.163787,26.183787,30.663787,26.363787,25.343787,49.523787,24.203787,32.223787,29.643787,28.603787,29.363787,26.243787,31.763787,28.623787,37.623787,25.923787
46,17,0,33.470703,34.250703,32.230703000000005,32.770703000000005,30.510703000000003,27.670703000000003,29.910703,28.010703000000003,28.590703,28.470703000000004,26.590703,30.530703000000003,26.050703,25.310703,28.810703000000004,29.130703000000004,27.770703,34.810703000000004,28.610703000000004,27.830703000000003,31.670703000000003,26.130703,28.410703,33.410703000000005,26.450703000000004,28.310703000000004,29.750703,31.290703000000004,30.410703,29.630703000000004,31.110703000000004,26.950703000000004,31.710703000000002,26.970703000000004,26.230703000000002,50.710703,24.950703,32.950703000000004,30.510703000000003,29.550703000000002,30.030703000000003,27.050703000000002,32.570703,29.570703,38.250703,26.550703000000002
47,17,1,33.769993,34.729909,32.599955,33.269909000000006,31.019955,28.037264,30.399955,28.549909000000003,28.969909,29.429909000000002,26.929909000000002,30.889909000000003,26.439954999999998,25.709909,29.296636,29.669909000000004,28.236635999999997,35.369909,29.112844,28.289909,32.229909,26.512489000000002,28.909909000000003,33.929909,26.889909000000003,28.829909000000004,30.009909000000004,31.719955,31.029909000000004,30.012844,31.649909,27.399955,32.136635999999996,27.389909000000003,26.769909000000002,52.169184,25.569909,33.309989,31.013982000000002,30.149909,30.556635999999997,27.589909000000002,32.979955,29.896635999999997,38.774977,26.772489
