,measure_number,beat_number,pid1263-11,pid5667267b-08,pid9048-11,pid9049-11,pid9050-11,pid9054-11,pid9055-11,pid9058-11,pid9059-11,pid9060-11,pid9061-11,pid9062-11,pid9063-11,pid9065-07,pid9066-11,pid9067-11,pid9068-06,pid9070-19,pid9072-11,pid9074f-11,pid9075-11,pid9087-05,pid9088-06,pid9090-04,pid9093-11,pid9094-11,pid9099-11,pid9100b-15,pid9101-11,pid9103-06,pid9104-11,pid9105-11,pid9111-11,pid9118-11,pid9129-15,pid9130-07,pid9137-07,pid9138-11,pid9139-11,pid9153-11,pid9166d-18,pid9167-11,pid9170-11,pid9173-16,pid9174-11,pid917803b-06,pid917807-06,pid9186c-11,pid918713-17,pid9192-11
26,10,1,16.04068,14.74068,18.82068,15.58068,15.780679999999998,16.580679999999997,15.220679999999998,14.50068,14.64068,14.380679999999998,14.87534,14.64068,16.98068,15.420679999999999,13.61534,15.74068,14.58068,14.360679999999999,16.12068,14.760679999999999,14.040679999999998,16.00068,18.880679999999998,14.700679999999998,15.82068,16.12068,15.380679999999998,16.68068,17.420679999999997,17.900679999999998,14.180679999999999,16.18068,19.84068,17.44068,15.14068,19.94068,14.680679999999999,14.840679999999999,15.860679999999999,15.520679999999999,15.90068,15.200679999999998,16.70068,14.48068,15.14068,14.880679999999998,14.74068,18.380679999999998,16.66068,14.520679999999999
27,10,2,16.457007,15.157007,19.317007,16.077007000000002,16.297007,16.997007,15.637007,14.897007,15.057007,14.797007,15.257007000000002,15.057007,17.497007,15.837007,13.977007,16.117007,15.057007,14.737007,16.477007,15.177007000000001,14.477007,16.557007000000002,19.277007,15.057007,16.237007000000002,16.417007,15.797007,17.097007,17.857007,18.532041,14.537007000000001,16.597007,20.337007,17.777007,15.577007,20.524014,15.037007000000001,15.237007,16.317007,15.857007000000001,16.377007,15.677007000000001,17.337007,14.897007,15.557007,15.297007,15.177007000000001,18.817007,17.097007,14.897007
28,11,0,16.934649,15.594648999999999,19.834649,16.608594,16.648594,17.334649,15.974649,15.434648999999999,15.453242999999999,15.228594000000001,15.579297,15.465782,18.001134,16.250431,14.356485000000001,16.483946,15.439297,15.156485,16.928594,15.614648999999998,14.923945999999999,17.213243,19.794649,15.441134,16.614649,16.799297,16.373243,17.50254,18.523946,19.113674,14.854648999999998,16.959297,21.296916,18.397891,16.075079000000002,21.25551,15.527188,15.594648999999999,16.856485,16.274649,16.873243,16.159728,17.873243,15.51551,15.983946,15.814649,15.781134,19.116485,17.634649,15.319297
29,11,1,17.388957,16.208957,20.528957000000002,17.108957,17.148957,17.788957,16.399478,15.848957,16.128957,15.948957,16.168957000000002,16.108957,18.748957,16.888957,14.948957,16.988957,15.928957,15.728957000000001,17.428957,16.208957,15.368957,17.808957,20.268957,16.068957,17.068957,17.228957,16.868957,18.068957,19.028957000000002,19.828957,15.528957,17.748957,22.288957,19.208957,16.808957,22.248957,16.148957,16.068957,17.468957,16.808957,17.468957,17.128957,18.388957,16.368957,16.548957,16.259478,16.388957,19.708957,18.049478,15.808957000000001
30,11,2,18.076235999999998,17.056236,21.116235999999997,17.856236,17.696236,18.376236,16.836236,16.536236,16.856236,16.596235999999998,16.736235999999998,16.816236,19.376236,17.616235999999997,15.376235999999999,17.616235999999997,16.356236,16.236235999999998,17.956235999999997,17.056236,15.883118,18.356236,20.936235999999997,16.636236,17.736235999999998,17.776235999999997,17.476236,18.576235999999998,19.756235999999998,20.236235999999998,16.076235999999998,18.556236,22.996236,19.876236,17.556236,23.276235999999997,16.776235999999997,16.836236,18.036236,17.316236,18.196236,17.676236,18.956235999999997,16.796235999999997,16.956235999999997,16.896236,16.836236,20.176236,18.556236,16.236235999999998
31,12,0,18.569025,17.474756,21.549025,18.369025,18.149025,18.909025,17.253805,17.029025,17.329025,17.029025,17.129025,17.269025,19.869025,18.049025,15.754756,18.069025,16.829025,16.709025,18.389025,17.493171,16.369025,18.929025,21.361805,17.009025,18.129512,18.169025,17.949025,19.169025,20.349025,20.829025,16.529025,18.949025,23.789025,20.309025,18.189025,23.929025,17.189025,17.409025,18.569025,17.692718,18.629025,18.129025,19.429025,17.309025,17.409025,17.429025,17.229025,20.649025,19.049025,16.589025
32,12,1,19.140079,17.890159,21.970159,18.93672,18.630159,19.470159,17.615737,17.710159,17.860079000000002,17.470159,17.610159,17.750159,20.510158999999998,18.550159,16.290159,18.570159,17.410159,17.190159,18.840079,17.890052999999998,16.840079,19.420079,21.870159,17.400079,18.570159,18.590159,18.690159,19.750053,21.070159,21.530159,17.090159,19.410159,24.540079000000002,20.870159,18.650159,24.580079,17.51672,17.990159,19.21504,18.170158999999998,19.130159,18.630159,19.920079,17.890159,18.030159,17.970159,17.69504,21.190159,19.630159,17.01504
33,12,2,19.745533,18.487766,22.465532999999997,19.385533,19.221066,20.105532999999998,18.125532999999997,18.385533,18.345533,17.885533,18.185533,18.538729999999997,21.105532999999998,19.345533,17.045533,19.085532999999998,17.945532999999998,17.745533,19.345533,18.385533,17.265532999999998,19.985533,22.525533,17.925532999999998,19.125532999999997,19.085532999999998,19.305532999999997,20.325533,21.985533,22.245533,17.461066,20.005533,25.125532999999997,21.576598999999998,19.065533,25.185533,17.905533,18.525533,19.745533,18.825533,19.836599,19.045533,20.465532999999997,18.556599,18.765532999999998,18.565533,18.225533,21.745533,20.125532999999997,17.537107000000002
34,13,0,20.691837,18.971837,23.171837,19.951837,20.051837,20.831837,18.791837,19.331837,19.071837,18.731837,18.751837,19.411837,22.051837,20.191837,17.871837,19.791837,18.611837,18.291837,20.251837,18.991837,17.791837,20.891837,23.671837,18.671837,19.951837,19.751837,19.951837,21.091836999999998,22.931836999999998,23.551837,18.211837,20.871837,26.311837,22.991837,19.791837,25.911837,18.391837,19.271836999999998,20.631837,19.631837,20.731837,19.831837,21.311837,19.571837,19.671837,19.391837,18.851837,22.371837,20.771836999999998,18.271836999999998
35,13,1,21.522357999999997,19.822357999999998,24.134717000000002,20.662357999999998,20.882358,21.362358,19.722358,19.902358,19.702358,19.522357999999997,19.58415,20.142357999999998,22.842357999999997,20.942358,19.202358,20.662357999999998,19.322357999999998,19.042358,21.042358,19.822357999999998,18.382358,21.862358,24.882358,19.362358,20.782358,20.462358,20.682357999999997,22.042358,24.002357999999997,24.234717,19.162357999999998,21.482357999999998,27.302358,24.082358,20.482357999999998,26.902358000000003,19.022357999999997,19.862358,21.442358,20.482357999999998,21.442358,20.322357999999998,22.382358,20.482357999999998,20.882358,20.222358,19.782358,23.302357999999998,21.382358,19.082358
36,13,2,22.106304,21.006304,25.226304000000003,21.426304000000002,21.366304,21.786304,20.666304,20.686304,20.566304000000002,19.926304000000002,20.226304000000003,21.206304,23.606304,21.986304,20.395435,21.126304,20.306304,19.486304,22.066304000000002,21.006304,18.966304,22.806304,25.826304,19.866304,21.686304,21.246304000000002,21.486304,22.846304,25.226304000000003,24.786304,19.566304000000002,22.286304,28.226304,25.166304,21.426304000000002,27.966303999999997,19.566304000000002,20.466304,22.346304,20.986304,21.966304,20.746304000000002,23.586304000000002,21.306304,21.406304000000002,21.046304,20.806304,24.686304,21.886304,19.886304
37,14,0,23.157052,21.737052,26.057052,22.377052,21.997052,22.377052,21.597051999999998,21.357052,21.377052,20.677052,20.957051999999997,22.012313,24.537052,22.757051999999998,20.837052,22.037052,21.237052,20.277051999999998,22.817052,21.717052,19.857052,23.517052,26.417052,20.557052,22.417051999999998,22.257051999999998,22.357052,23.497052,26.277052,25.857052,20.397052,23.097051999999998,28.877052000000003,25.877052,22.357052,29.171156,20.337052,21.317052,23.217052,21.757051999999998,22.497052,21.497052,24.517052,22.177052,22.257051999999998,21.637052,21.357052,25.597051999999998,22.437051999999998,20.537052
38,14,1,24.098141000000002,22.378141,26.738141,23.098141000000002,22.638141,22.978141,22.198141,21.978141,22.038141,21.478141,21.658141,22.718141,25.438141,23.518141,21.51407,22.898141,21.838141,20.918141000000002,23.638141,22.378141,20.518141,24.278141,28.238141,21.278141,23.158141,23.138141,23.158141,24.158141,27.238141,26.578141,21.098141000000002,23.758141000000002,29.698140999999996,26.558141,23.038141,30.098141,20.818141,22.018141,23.998141,22.478141,23.254422,22.118141,25.298141,22.698141,23.218141,22.158141,23.118141,26.578141,22.958141,21.378141
39,14,2,24.48576,22.92576,27.265759999999997,23.60576,23.10576,23.48576,22.62576,22.44576,22.48576,21.98576,22.12576,23.20576,25.92576,23.98576,21.90576,23.40576,22.30576,21.40576,24.14576,22.94576,20.92576,24.72576,28.84576,21.76576,23.685760000000002,23.56576,23.665760000000002,24.60576,27.725759999999998,27.065759999999997,21.46576,24.32576,30.445759999999996,26.965759999999996,23.54576,30.84576,21.24576,22.48576,24.505760000000002,22.88788,23.80576,22.56576,25.92576,23.10576,23.72576,22.56576,23.56576,27.125759999999996,23.40576,21.88576
40,15,0,24.978413,23.398413,27.818413,24.158413,23.598413,24.218413,23.398413,23.098413,22.998413,22.438413,22.778413,23.758413,26.538413000000002,24.538413000000002,22.318413,23.918413,22.915238000000002,21.918413,24.758413,23.398413,21.358413,25.298413,29.658413,22.258413,24.358413,24.018413,24.158413,25.118413,28.318413,27.638413,21.918413,24.998413,30.978413,27.418413,24.198413000000002,31.638413,21.798413,22.998413,25.038413000000002,23.378413000000002,24.318413,23.098413,26.458413,23.538413000000002,24.278413,23.138413,24.218413,27.858413,23.938413,22.378413000000002
41,15,1,25.734034,23.938413,28.438413,24.578413,24.258413,24.998413,24.018413,23.815701,23.598413,22.858413,23.398413,24.178413,27.218413,24.918413,22.918413,24.478413,24.118413,22.618413,25.964206,23.938413,21.878413000000002,25.858413,30.678413,22.918413,24.858413,24.438413,24.718413,25.518413,28.998413,28.158413,22.578413,25.738413,31.458413,27.938413,24.938413,32.418413,22.494206,23.538413000000002,25.778413,24.011937,24.718069,23.678413,27.258413,24.298413,24.958413,23.718413,24.858413,29.698413000000002,24.518413,22.998413
42,15,2,26.167302,24.487302,29.047302000000002,25.187302,24.967302,25.727301999999998,24.667302,24.387302,24.247301999999998,23.567301999999998,23.887302,24.807302,27.687302000000003,25.607302,23.547302,25.047302,24.464292,23.167302,26.127302,24.507302,22.527302,26.627302,31.267302,23.429775,25.527302,24.967302,25.267301999999997,26.167302,29.727302,28.907302,23.047302,26.467302,32.087302,28.647302000000003,25.567301999999998,33.127302,22.907301999999998,24.007302,26.347302000000003,24.307302,25.147302,24.304603,27.847302000000003,24.775984,25.527302,24.247301999999998,25.387302,30.36546,25.047302,23.527302
43,16,0,26.803469,24.883469,29.683469,25.623469,25.503469,26.363469,25.463469,25.023469,24.783469,24.023469,24.403469,25.426735,28.323469,26.243469,23.874489999999998,25.703469000000002,24.69449,23.663469,26.643469,24.883469,23.083469,27.026735,32.063469,24.063469,25.976735,25.563469,25.756735,26.823469,30.336734999999997,29.543469,23.583469,27.076735,32.476735,29.343469,26.07449,33.783469000000004,23.41449,24.423469,26.843469,24.863469,25.723469,24.81449,28.303469,24.823469,26.163469,24.81449,25.77449,30.923469,25.554489999999998,23.93449
