,measure_number,beat_number,pid1263-04,pid52932-04,pid9048-04,pid9050-04,pid9054-04,pid9055-04,pid9058-04,pid9059-04,pid9061-04,pid9062-04,pid9063-04,pid9066-04,pid9067-04,pid9070-12,pid9072-04,pid9073-06,pid9074f-04,pid9075-04,pid9088-04,pid9093-04,pid9094-04,pid9097-11,pid9099-04,pid9101-04,pid9104-04,pid9105-04,pid9111-04,pid9114-31,pid9118-04,pid9138-04,pid9139-04,pid9150-18,pid9153-04,pid9166c-06,pid9170-04,pid9173-09,pid9174-04,pid9186c-04,pid9192-04
13,6,0,5.063084,5.0430839999999995,6.683084,4.783084,4.6230839999999995,5.943084,6.423083999999999,4.263083999999999,5.463083999999999,4.669232,5.243084,8.243084,4.723084,4.263083999999999,5.603084,5.143084,7.283084,4.363084,5.523084,5.143084,6.703084,14.909251999999999,6.983084,5.683084,5.103084,7.6230839999999995,5.5830839999999995,5.243084,6.423083999999999,5.903084,5.443084,3.7230839999999996,4.683084,4.314361,5.423083999999999,5.0830839999999995,3.741028,4.996542,6.5430839999999995
14,6,1,5.325578,5.465578,7.1055779999999995,5.085578,4.905578,6.325578,6.885578,4.545578,5.765578,4.905578,5.5655779999999995,8.865578,5.045578,4.545578,6.005578,5.445578,7.6455779999999995,4.6055779999999995,6.005578,5.445578,7.045578,15.485578,7.625578,6.005578,5.425578,8.125577999999999,6.125578,5.525578,6.705578,6.225578,5.765578,4.025578,4.985578,4.585578,5.765578,5.545578,4.025578,5.245578,7.025578
15,6,2,5.665374,5.785374,7.645374,5.405374,5.1853739999999995,6.725374,7.325374000000001,4.857687,6.045374,5.257687000000001,5.885374,9.305374,5.445374,4.825374,6.3807480000000005,5.7653739999999996,8.105374000000001,4.885374,6.397687,5.7653739999999996,7.365374,16.240748,8.165374,6.325374,5.785374,8.645374,6.585374000000001,5.865374,7.025374,6.585374000000001,6.125374,4.325374,5.305374,4.8807480000000005,6.105373999999999,5.945374,4.345374,5.525374,7.436122
16,7,0,5.899637,5.979637,7.979636999999999,5.699637,5.399637,6.979636999999999,7.639637,5.099637,6.279637,5.439637,6.1796370000000005,9.659637,5.6796370000000005,5.039637,6.619636999999999,6.039637,8.519637,5.079637,6.639637,5.959637,7.639637,16.679637,8.519637,6.5596369999999995,6.059637,9.079637,6.819636999999999,6.099637,7.259637,6.819636999999999,6.359637,4.559637,5.539637,5.1396370000000005,6.359637,6.259637000000001,4.554819,5.699637,7.739636999999999
17,7,1,6.151837,6.211837,8.351837,5.971837,5.631837,7.271837,7.951836999999999,5.351837000000001,6.511837,5.637279,6.411837,9.891836999999999,5.911837,5.2718370000000006,6.931837,6.331837,8.851837,5.311837000000001,6.870918,6.177279,7.971837,17.171837,8.851837,6.791836999999999,6.331837,9.551836999999999,7.091837,6.331837,7.491836999999999,7.0718369999999995,6.631836999999999,4.7718370000000006,5.791837,5.371837,6.671836999999999,6.491837,4.730918,5.931837000000001,8.071837
18,7,2,6.453696,6.553696,8.653696,6.273696,5.933696,7.573696000000001,8.273696000000001,5.653696,6.8118479999999995,5.873696,6.7136960000000006,10.233696,6.193696,5.573696,7.273696000000001,6.6336960000000005,9.153696,5.5845650000000004,7.153696000000001,6.433696,8.273696000000001,17.773695999999997,9.213696,7.0936960000000004,6.6336960000000005,10.033696,7.493696000000001,6.604564999999999,7.813696,7.433696,6.933696,5.041848,6.093696,5.673696,7.033696000000001,6.833696000000001,4.940924,6.180924,8.513696000000001
19,8,0,6.743946,6.963946000000001,9.303946,6.663946000000001,6.183946,7.923946000000001,8.643946000000001,5.9839459999999995,7.083946000000001,6.203946,7.0639460000000005,10.623946,6.703946000000001,5.863946,7.583946000000001,7.003946000000001,9.543946,5.863946,7.503946000000001,6.743946,8.683946,18.397891,9.663946000000001,7.383946000000001,7.003946000000001,10.543946,7.843946000000001,6.883946000000001,8.123946,7.803946000000001,7.343946000000001,5.323946,6.383946,5.9839459999999995,7.403946,7.177891000000001,5.203946,6.4169730000000005,9.005782
20,8,1,7.023389999999999,7.23678,9.65678,6.936780000000001,6.40339,8.256780000000001,9.07678,6.25678,7.396780000000001,6.436780000000001,7.37678,10.916780000000001,6.976780000000001,6.09678,7.896780000000001,7.2767800000000005,9.89678,6.11678,7.943560000000001,6.976780000000001,9.15678,18.85678,10.21678,7.65678,7.3167800000000005,10.996780000000001,8.17678,7.11678,8.39678,8.13678,7.63678,5.59678,6.65678,6.21678,7.73678,7.516780000000001,5.39339,6.65678,9.39678
21,8,2,7.3188889999999995,7.524444,10.458889,7.264444,6.684444,8.604444,9.484444,6.584444,7.684444,6.724444,7.7044440000000005,11.244444,7.304444,6.384444,8.224444,7.624444,10.418889,6.384444,8.264444000000001,7.284444000000001,9.638889,26.384444000000002,10.884444,7.964444,7.638889,11.564444,8.544444,7.444444,8.864444,8.538889,7.944444,5.884444,6.978889,6.524444,8.138889,7.864444000000001,5.6644440000000005,6.918611,9.813333
22,9,0,7.582449,7.782449000000001,10.802449000000001,7.542449,6.902449000000001,8.922449,9.882449000000001,6.862449000000001,7.922449,6.922449,7.962449,11.602449,7.562449000000001,6.6224490000000005,8.542449000000001,7.882449,10.882449000000001,6.602449000000001,8.542449000000001,7.482449000000001,9.982449,26.942449,11.322449,8.202449,7.942449000000001,12.002449,8.822449,7.682449,9.102449,8.862449,8.222449000000001,6.102449,7.222449,6.782449000000001,8.422449,8.202449,5.882448999999999,7.102449000000001,10.222449000000001
23,9,1,7.801349,8.112698,11.192698,7.8213490000000006,7.152698,9.252697999999999,10.192698,7.121349,8.172698,7.1326979999999995,8.232698,11.952698,7.812697999999999,6.892697999999999,8.912697999999999,8.172698,11.412697999999999,6.8213490000000006,8.892698,7.681349000000001,10.372698,27.752698,11.812698,8.492697999999999,8.252697999999999,12.492697999999999,9.292698,7.917566000000001,9.372698,9.192698,8.532698,6.372698000000001,7.461349,7.0313490000000005,8.732698,8.572697999999999,6.1726980000000005,7.332698,10.632698
24,9,2,8.079048,8.579048,11.779048,8.159048,7.499047999999999,9.719047999999999,10.779048,7.479048,8.519048,7.499047999999999,8.639047999999999,12.619048,8.119048,7.2790479999999995,9.399047999999999,8.519048,12.019048,7.153016,9.459048,8.059047999999999,10.919048,29.339048,12.699048,8.899047999999999,8.699048,13.099048,10.259048,8.239048,9.899047999999999,9.719047999999999,9.039048,6.6445240000000005,7.759048,7.379047999999999,9.239048,9.279048,6.479048000000001,7.7390479999999995,11.219047999999999
25,10,0,8.532472,9.072472,12.532472,8.515618,7.851236,10.512472,11.572472,7.830824000000001,8.912472,7.872472,9.092472,13.212472,8.592472,7.892472,9.892472,8.872472,12.652472,7.472472,10.172472,8.464157,11.492472,30.832471999999996,13.772472,9.392472,9.332472000000001,13.732472,11.032472,8.575617999999999,10.412472,10.252472000000001,9.692472,6.932472,8.212472,7.635617999999999,9.952472,10.292472,6.892472,8.352472,12.112472
26,10,1,8.840726,9.580726,13.000726,8.793575,8.235363000000001,11.020726,12.100726,8.160725999999999,9.260726,8.155363000000001,9.620726,13.800726000000001,9.020726,8.325121000000001,10.300726,9.153575,13.100726,7.800725999999999,10.780726,8.820725999999999,11.940726,31.440726,14.540726000000001,9.920726,9.860726,14.340726,11.620726,8.960726,10.900725999999999,10.680726,10.200726,7.252681,8.555363,7.920725999999999,10.380726,10.940726,7.2007259999999995,8.700726,12.700726
27,10,2,9.238685,9.938685000000001,13.418685,9.078685,8.458685000000001,11.438685000000001,12.658685,8.458685000000001,9.558685,8.378685,9.978685,14.218685,9.438685000000001,8.378685,10.678685,9.438685000000001,13.498685,8.038685000000001,11.198685000000001,9.118685000000001,12.358685000000001,31.858684999999998,15.118685000000001,10.338685,10.238685,14.878685,12.127369999999999,9.378685,11.32737,11.078685,10.638685,7.5186850000000005,8.878685,8.278685000000001,10.758685,11.498685,7.5186850000000005,9.118685000000001,13.118685000000001
28,11,0,9.316689,10.176689,13.816689000000002,9.376689,8.696689,11.756689,13.096689,8.716689,9.796689,8.616689,10.376689,14.716689,9.776689,8.636689,10.976689,9.736689,13.956689,8.256689,11.536688999999999,9.376689,12.696689,32.356689,15.636689000000002,10.576689,10.536688999999999,15.436689000000001,12.436689,9.696689,11.636689,11.376689,11.016689,7.756689,9.103345,8.536688999999999,11.016689,11.796689,7.756689,9.396689,13.516689000000001
29,11,1,9.606939,10.455646,14.266939,9.666939,8.978469,12.066939,13.626939000000002,9.046939,10.106939,8.906939,10.726939,15.406939000000001,10.066939,8.946939,11.286939,10.026939,14.486939000000001,8.506939,11.946939,9.686939,13.086939,32.866939,16.226939,10.866939,10.866939,15.946939000000002,12.986939,9.986939,11.926938999999999,11.666939,11.326939,8.026939,9.406939,8.866939,11.386939,12.326939,8.046939,9.686939,14.106939
30,11,2,9.833288,10.721644,14.673288000000001,9.953288,9.148607,12.473288,13.993288,9.293288,10.373288,9.173288000000001,11.073288,15.693288,10.353288000000001,9.193288,11.533288,10.313288,14.893288,8.693288,12.313288,9.873288,13.493288,33.393288,16.633288,11.273288,11.173288000000001,16.473288,13.473288,10.233288,12.233288,11.993288,11.673288000000001,8.193288,9.693288,9.113288,11.713288,12.873288,8.283026,9.853288000000001,14.693288
31,12,0,10.210153,11.070611999999999,15.230611999999999,10.370612,9.510612,13.010612,14.570611999999999,9.690612,10.750612,9.530612,11.590612,16.150612,10.731224000000001,9.570611999999999,11.990611999999999,10.730611999999999,15.490611999999999,9.030612,12.810611999999999,10.270612,14.030612,33.890612,17.250612,11.650611999999999,11.650611999999999,17.230612,13.850612,10.630612,12.690612,12.470612,12.050612,8.570611999999999,10.110612,9.510612,12.130612,13.410612,8.590612,10.250612,15.250612
32,12,1,10.400917999999999,11.310918,15.511837,10.631836999999999,9.723946,13.271837,14.891836999999999,9.951837,11.031837,9.751837,11.911837,16.891837,11.031837,9.831837,12.251837,10.990917999999999,15.811836999999999,9.230917999999999,13.071837,10.531837,14.291837,34.311837,17.651837,11.911837,11.951837,17.711837,14.038184,10.890611999999999,12.951837,12.731836999999999,12.311836999999999,8.751837,10.371837,9.771837,12.471836999999999,13.671837,8.831837,10.425459,15.631836999999999
33,12,2,10.647891,11.567891,16.027891,10.927891,9.947891,13.567891,15.287891,10.247891000000001,11.247891000000001,10.007891,12.207891,17.207891,11.307891,10.067891,12.547891,11.267891,16.087891,9.447891,13.367891,10.724473,14.547891,34.747890999999996,18.007891,12.207891,12.247891000000001,18.227891,14.227891,11.107891,13.287891,13.065782,12.607891,9.02263,10.647891,10.047891,12.767891,14.027891,9.007891,10.667891000000001,16.067891
34,13,0,10.97102,11.843672999999999,16.43102,11.29102,10.23102,14.011020000000002,15.75102,10.59102,11.69102,10.32051,12.63102,17.59102,11.69102,10.43102,13.05102,11.63102,16.57102,9.71102,13.791020000000001,11.071019999999999,15.09102,35.17102,18.45102,12.59102,12.67102,18.73102,14.57102,11.39102,13.75102,13.531020000000002,12.960510000000001,9.31102,11.00051,10.411019999999999,13.211020000000001,14.49102,9.37102,11.11102,16.55102
35,13,1,11.21161,12.07483,16.71483,11.55483,10.47483,14.234829999999999,16.15483,10.81483,11.97483,10.55483,12.93483,18.134829999999997,11.97483,10.67483,13.37483,11.874830000000001,17.03483,9.91483,14.054829999999999,11.25483,15.45483,35.73483,18.81483,12.83483,12.954830000000001,19.25483,14.777472,11.634830000000001,13.994829999999999,13.77483,13.234829999999999,9.55483,11.222415,10.636207,13.474829999999999,14.754829999999998,9.59483,11.374830000000001,17.05483
36,13,2,11.560499,12.420499000000001,17.260499,11.875249,10.780499,14.720498999999998,16.585248999999997,11.157625,12.355249,10.940499,13.265248999999999,18.620499,12.315249,10.950224,13.920499,12.240499,17.600499,10.240499,14.575249,11.540499,16.000498999999998,36.260498999999996,19.360499,13.380498999999999,13.480498999999998,19.820498999999998,15.163812,11.951167,14.540498999999999,14.275248999999999,13.635249,9.855249,11.560499,10.960499,13.945248999999999,15.160499,9.900499,11.800499,17.830998
37,14,0,11.966522,12.772608,17.852608,12.252608,11.032608,15.332607999999999,17.012608,11.532608,12.712608,11.452055,13.632608,19.292607999999998,12.692608,10.952856,14.511304,12.612608,17.992607999999997,10.501304,15.052608,11.832608,16.417536,36.792608,19.992607999999997,13.972608,14.092607999999998,20.452607999999998,15.43785,12.291304,15.132608,14.612607999999998,14.117536,10.091304,11.992608,11.271303999999999,14.372608,15.532607999999998,10.277536,12.212608,18.750861999999998
38,14,1,12.191202,13.211201999999998,18.291202,12.527315,11.320601,15.791201999999998,17.391202,11.851202,13.051202,11.611202,14.091202,19.731202,13.071202,10.954894,14.931201999999999,12.890601,18.311201999999998,10.791202,15.592404,12.211202,16.831201999999998,37.291202,20.571202,14.431201999999999,14.551201999999998,21.151201999999998,15.4703,12.711202,15.671202,14.9853,14.591202,10.370600999999999,12.351202,11.570601,14.711201999999998,15.991202,10.551202,12.471202,19.351202
39,14,2,12.416281,13.467255999999999,18.636281,12.816281,11.436281,16.176281,17.736280999999998,12.176281,13.339255999999999,11.856281,14.396281,20.056281,13.436281,10.956339,15.256281,13.156281,18.616281,11.057714,16.036281,12.536280999999999,17.156281,37.662562,20.956281,14.756281,14.876281,21.616281,15.696280999999999,13.036280999999999,15.996281,15.296281,15.016281,10.61876,12.676281,11.816281,15.036280999999999,16.536281,10.796281,12.836281,19.676281
40,15,0,12.683946,13.763945999999999,19.063945999999998,13.143946,11.723946,16.543946,18.283946,12.483946000000001,13.583946,12.083946000000001,14.883946,20.463946,13.803946,10.957706,15.583946,13.483946,19.003946,11.283946,16.343946,12.963946,17.503946,38.103946,21.463946,15.063946,15.283945999999998,22.303946,15.771414000000002,13.443945999999999,16.383945999999998,15.703945999999998,15.483946,10.903946000000001,13.003946000000001,12.223946,15.343945999999999,17.023946,11.103946,13.123945999999998,20.223945999999998
41,15,1,13.03093,14.150929999999999,19.65093,13.55093,12.09093,17.01093,18.890929999999997,12.81093,13.95093,12.43093,15.350929999999998,20.95093,14.150929999999999,10.959693,15.910929999999999,13.910929999999999,19.41093,11.51093,16.79093,13.410929999999999,17.850929999999998,38.650929999999995,21.99093,15.510929999999998,15.730929999999999,22.99093,15.79093,13.890929999999999,16.850929999999998,16.07093,15.990929999999999,11.15093,13.390929999999999,12.61093,15.730929999999999,17.51093,11.39093,13.45093,21.052789
42,15,2,13.315373999999998,14.395373999999999,20.035373999999997,13.835374,12.315374,17.295374,19.235374,13.095374000000001,14.255374,12.715374,15.635373999999999,21.295374,14.455373999999999,10.960957,16.215374,14.195374,19.715374,11.795374,17.055374,13.655373999999998,18.175373999999998,39.095374,22.355373999999998,15.795373999999999,15.995373999999998,23.515373999999998,16.075374,14.375373999999999,17.155374,16.355373999999998,16.315374,11.435374000000001,13.675374,12.955374,16.095374,17.795374,11.655374,13.655373999999998,21.595374
43,16,0,13.555964000000001,14.615964000000002,20.355964,14.115964000000002,12.515964,17.555964000000003,19.455964,13.355964000000002,14.475964000000001,12.975964,15.919819,21.541926999999998,14.735964000000001,10.961938,16.475964,14.481926999999999,19.967891,12.015964,17.299819,13.875964000000002,18.421927,39.401927,22.613854999999997,16.015964,16.335964,23.919819,16.290373000000002,14.655964,17.475964,16.575964000000003,16.567891,11.655963999999999,13.895964000000001,13.175964000000002,16.315964,18.015964,11.875964,13.875964000000002,21.961927
44,16,1,13.811383,14.931382999999999,20.891382999999998,14.451382999999998,12.771383,17.991383,19.891382999999998,13.651383,14.851382999999998,13.291382999999998,16.251382999999997,22.091383,15.051383,10.963073,16.871382999999998,14.811383,20.471383,12.251383,17.731382999999997,14.131383,18.791383,39.931383000000004,23.111383,16.271383,16.631383,24.711382999999998,16.306335999999998,15.131383,17.731382999999997,16.891382999999998,16.911382999999997,11.911383,14.211382999999998,13.611382999999998,16.771383,18.632766,12.131383,14.111382999999998,22.511383
45,16,2,14.066803,15.178401000000001,21.246803,14.706803,13.006803,18.266803,20.186803,13.906803,15.106803,13.546803,16.506803,22.506803,15.366802999999999,10.964208,17.186803,15.066803,20.946803,12.466803,17.978401,14.354201000000002,19.046803,40.326803000000005,23.366803,16.526803,16.906803,25.146803,16.466803,15.486803,17.986803,17.146803,17.206803,12.166803,14.466803,13.886803,17.086803,18.906803,12.338115,14.326803,22.846803
46,17,0,14.362857,15.462857000000001,21.622857,15.042857000000001,13.222857000000001,18.682857000000002,20.582857,14.202857,15.402857000000001,13.842857,16.802857,22.822857,15.862857,10.965524,17.662857000000002,15.402857000000001,21.482857,12.702857,18.262857,14.602857,19.482857,40.882857,23.702857,16.822857,17.322857,25.682857000000002,16.762857,15.882857000000001,18.302857,17.422857,17.502857000000002,12.422857,14.762857,14.182857,17.482857,19.302857,12.526428999999998,14.602857,23.282857
47,17,1,14.745119,15.843492000000001,22.110476000000002,15.470476000000001,13.550476000000002,19.290476,21.070476,14.500238000000001,15.750476,14.230476000000001,17.110476000000002,23.410476,16.503492,10.967691,18.090476000000002,15.810476000000001,22.150476,12.956825,18.750476000000003,14.910476000000001,19.950476000000002,41.530476,24.110476000000002,17.310476,17.890476,26.230476,17.150476,16.910476,18.700238,17.770476000000002,17.830476,12.710476,15.200079,14.490476000000001,17.910476,19.850476,12.790476,15.090476,23.970476
48,17,2,15.14195,16.20195,22.86195,15.86195,13.853983,19.96195,21.58195,14.88195,16.06195,14.58195,17.44195,24.04195,16.92195,11.00195,18.66195,16.26195,22.74195,13.34195,19.22195,15.42195,20.44195,42.14195,24.70195,17.86195,18.40195,26.90195,17.86195,17.36195,19.20195,18.175975,18.36195,12.955975,15.36195,14.795975,18.48195,20.50195,13.06195,15.58195,24.74585
49,18,0,15.659864,16.739864,23.659864000000002,16.259864,14.079864,20.719864,22.279864,15.339864000000002,16.339864000000002,14.979864000000001,17.779864,24.619864,17.399864,11.290030999999999,19.299864000000003,16.619864,23.359864,13.779864000000002,19.699864,15.999864,21.089184,42.679864,25.329456,18.459864000000003,19.019864000000002,27.499864000000002,18.070104,17.959864000000003,19.819864000000003,18.499864000000002,18.999864000000002,13.219864000000001,15.799864000000001,15.079864,18.939864,21.309728,13.419864000000002,16.059864,25.699864
50,18,1,15.902358,17.062358,24.002357999999997,16.582358,14.362357999999999,21.062358,22.922358,15.682357999999999,16.682357999999997,15.202357999999998,18.122358,25.222358,17.862358,11.291098,19.882358,16.942358,23.922358,14.102357999999999,20.302357999999998,16.522357999999997,21.502357999999997,43.202358000000004,26.014717,18.802357999999998,19.442358,28.122358000000002,18.071297,18.262358,20.202358,18.822357999999998,19.482357999999998,13.502358,16.122358,15.382357999999998,19.402358,21.762358,13.622357999999998,16.322357999999998,26.222358000000003
51,18,2,16.227438,17.387438,24.527438,16.927438000000002,14.707438,21.467438,23.427438000000002,15.987438000000001,16.927438000000002,15.527438,18.447438000000002,25.607438000000002,18.187438,11.292110000000001,20.207438,17.267438000000002,24.247438,14.347438,20.627438,17.027438,21.847438,43.807438,26.607438000000002,19.127438,19.847438,28.627438,18.072429999999997,18.707438,20.527438,19.147438,19.827438,13.787438,16.447438000000002,15.667438,19.767438000000002,22.367438,13.907438,16.627438,26.647438
52,19,0,16.477052,17.597051999999998,24.857052,17.217052,14.897051999999999,21.717052,23.824104000000002,16.257051999999998,17.197052,15.737051999999998,18.737052,25.977052,18.417051999999998,11.292888,20.517052,17.577052,24.577052,14.557051999999999,20.897052,17.257051999999998,22.157052,44.217052,27.017052000000003,19.377052,20.137052,29.077052000000002,18.0733,18.977052,20.757051999999998,19.417051999999998,20.097051999999998,14.037052,16.697052,15.917051999999998,20.057052,22.552163,14.197052,16.857052,26.957052
53,19,1,16.703447,17.783447,25.163447,17.523447,15.123447,22.003447,24.143447000000002,16.503447,17.443447,15.943447,18.983447,26.203447,18.743447,11.293593,20.843447,17.903447,24.923447,14.783447,21.123447,17.483447,22.503447,44.683446999999994,27.383446999999997,19.603447,20.443447,29.543446999999997,18.074089,19.223447,20.983447,19.703447,20.403447,14.263447,16.943447,16.203447,20.383447,22.559466,14.416723000000001,17.083447,27.303447
54,19,2,16.962721,18.082721,25.562721,17.842721,15.402721,22.322720999999998,24.462721,16.822720999999998,17.762721,16.262721,19.302721,26.702721,19.042721,11.294588000000001,21.162720999999998,18.222721,25.302721,15.062721,21.400907,17.782721,22.822720999999998,45.182721,27.722721000000003,19.922721,20.802721,30.042721000000004,18.075201,19.542721,21.282721,20.062721,20.722721,14.562721,17.262721,16.502720999999998,20.722721,22.569765,14.607574,17.382721,27.702721
55,20,0,17.309751000000002,18.409751,25.969751000000002,18.169751,15.709751,22.669751,24.829751,17.109751,18.029751,16.549751,19.649751000000002,27.009751,19.329751,11.29542,21.469751000000002,18.529751,25.649751000000002,15.369751,21.709751,18.049751,23.149751000000002,45.849751,28.169751,20.189751,21.149751000000002,30.589751,18.076132,19.829751,21.589751,20.329751,21.009751,14.829751000000002,17.549751,16.829751,21.089751,22.57999,14.869751,17.649751000000002,28.109751
